nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_S_score,GB_IMD_S_rank,GB_IMD_S_decile
W,W01001895,34.7,22.0,23.0,43.294505062659994,4925.0,2
E,E01014042,40.387,28.000000000000004,19.3,43.292491965395,4926.0,2
E,E01011726,42.565,23.1,17.1,43.29210412109277,4927.0,2
E,E01013129,43.355,20.9,16.5,43.28577686973763,4928.0,2
E,E01005470,42.015,29.7,14.899999999999999,43.28294967554557,4929.0,2
E,E01010101,40.965,25.3,19.400000000000002,43.28207737906256,4930.0,2
E,E01009378,43.802,23.7,14.099999999999998,43.281660241695405,4931.0,2
E,E01004239,41.301,27.200000000000003,17.7,43.27892003287948,4932.0,2
E,E01010397,40.845,25.2,19.7,43.27866215414859,4933.0,2
E,E01005652,41.792,25.900000000000002,17.299999999999997,43.2775763106298,4934.0,2
E,E01009123,43.079,22.6,16.2,43.27521097047749,4935.0,2
E,E01008942,42.421,24.4,16.7,43.27463424918011,4936.0,2
E,E01018716,40.681,24.099999999999998,20.599999999999998,43.27385570570085,4937.0,2
E,E01026828,42.073,24.099999999999998,17.599999999999998,43.273696589195744,4938.0,2
E,E01024019,42.113,27.400000000000002,15.8,43.26148069385232,4939.0,2
E,E01005318,42.525,22.900000000000002,17.2,43.260425779160656,4940.0,2
E,E01008915,42.113,26.6,16.2,43.258874189557275,4941.0,2
E,E01018867,41.035,27.400000000000002,18.099999999999998,43.253225469891134,4942.0,2
E,E01020802,40.868,25.7,19.3,43.24413713953274,4943.0,2
E,E01004959,41.704,23.9,18.4,43.23879756928302,4944.0,2
S,S01011604,43.23799668276568,21.0,15.0,43.23799668276568,4945.0,2
E,E01017153,42.322,24.2,16.900000000000002,43.2331877956361,4946.0,2
E,E01008889,42.823,21.2,17.299999999999997,43.21606378358446,4947.0,2
W,W01001768,40.6,30.0,13.0,43.214388529583694,4948.0,2
E,E01031063,39.906,24.099999999999998,22.1,43.21265750013311,4949.0,2
E,E01009890,40.467,28.599999999999998,18.6,43.212515098216166,4950.0,2
E,E01006977,40.377,26.400000000000002,19.900000000000002,43.20752968928192,4951.0,2
E,E01005188,42.431,22.400000000000002,17.5,43.203882078848686,4952.0,2
S,S01013361,43.196181034596265,23.0,20.0,43.196181034596265,4953.0,2
E,E01022046,41.989,19.900000000000002,19.7,43.19485633834423,4954.0,2
E,E01003912,40.627,28.599999999999998,18.2,43.1926367845328,4955.0,2
E,E01015820,40.659,26.5,19.2,43.192617936305425,4956.0,2
E,E01015600,44.079,24.0,13.100000000000001,43.19152918675195,4957.0,2
E,E01026477,41.1,24.4,19.3,43.18588060921696,4958.0,2
E,E01018523,40.819,24.0,20.1,43.182592443839674,4959.0,2
S,S01007709,43.17741923559376,23.0,19.0,43.17741923559376,4960.0,2
E,E01010004,42.056,25.8,16.5,43.176058320884856,4961.0,2
E,E01013852,40.462,24.099999999999998,20.8,43.1759770249347,4962.0,2
E,E01014574,41.991,24.3,17.4,43.17474715348063,4963.0,2
S,S01012665,43.17376017198848,26.0,16.0,43.17376017198848,4964.0,2
S,S01013132,43.17223190897974,27.0,18.0,43.17223190897974,4965.0,2
E,E01012647,40.345,22.400000000000002,21.9,43.16967579512004,4966.0,2
E,E01007701,40.831,22.3,20.9,43.16836348983062,4967.0,2
E,E01007326,41.788,24.5,17.7,43.16192337369001,4968.0,2
E,E01004428,39.593,30.8,19.2,43.153686246268755,4969.0,2
E,E01002720,40.041,31.2,18.0,43.14252577323787,4970.0,2
E,E01005207,42.353,26.700000000000003,15.299999999999999,43.13939179637106,4971.0,2
E,E01019581,40.148,21.3,22.8,43.13927230608914,4972.0,2
E,E01027339,40.762,28.9,17.599999999999998,43.13634606540897,4973.0,2
E,E01009163,43.091,23.3,15.4,43.12481635223671,4974.0,2
E,E01009788,40.82,25.6,19.1,43.11658853176777,4975.0,2
E,E01008584,41.053,19.3,21.8,43.11480960606292,4976.0,2
E,E01007855,42.074,24.8,16.8,43.114769624093896,4977.0,2
E,E01009043,41.675,25.7,17.2,43.11417895211188,4978.0,2
W,W01000951,37.8,24.0,18.0,43.11391864410214,4979.0,2
E,E01008695,39.653,26.200000000000003,21.3,43.11324633180143,4980.0,2
E,E01024177,40.928,26.1,18.6,43.11199899407174,4981.0,2
E,E01013963,40.942,26.400000000000002,18.4,43.10583763659319,4982.0,2
E,E01013905,41.174,22.8,19.7,43.094081847848024,4983.0,2
W,W01001485,37.6,25.0,18.0,43.093348661804384,4984.0,2
E,E01027397,40.397,22.7,21.4,43.08500093486931,4985.0,2
E,E01003432,40.359,29.9,17.8,43.07898409345918,4986.0,2
S,S01009811,43.07458397121389,26.0,19.0,43.07458397121389,4987.0,2
E,E01006725,41.134,25.6,18.3,43.07217789702227,4988.0,2
E,E01014337,41.387,24.9,18.099999999999998,43.06816156503264,4989.0,2
W,W01001630,36.3,28.0,19.0,43.05952800570357,4990.0,2
S,S01010134,43.05720477073467,26.0,18.0,43.05720477073467,4991.0,2
E,E01015082,40.0,25.6,20.7,43.0564815651386,4992.0,2
E,E01001283,40.085,27.400000000000002,19.6,43.05628538244304,4993.0,2
E,E01005553,39.847,28.4,19.6,43.05491602485058,4994.0,2
E,E01007975,41.123,25.3,18.4,43.04466996391097,4995.0,2
W,W01001094,37.4,30.0,17.0,43.035276706169206,4996.0,2
E,E01010525,40.494,33.2,15.7,43.032467765441744,4997.0,2
E,E01008633,39.23,29.7,20.200000000000003,43.03051818070481,4998.0,2
E,E01010453,40.812,28.7,17.299999999999997,43.03049265704132,4999.0,2
E,E01005028,40.335,25.8,19.8,43.0290115822925,5000.0,2
E,E01020689,39.936,25.5,20.8,43.02451115386792,5001.0,2
E,E01022122,40.97,26.8,17.9,43.02087070700393,5002.0,2
E,E01005714,41.286,22.900000000000002,19.2,43.01929914103188,5003.0,2
E,E01004007,39.431,33.5,17.8,43.01882685189847,5004.0,2
E,E01008653,39.587,29.299999999999997,19.6,43.018158013359546,5005.0,2
E,E01000151,38.897,33.2,19.1,43.017600140289545,5006.0,2
W,W01001023,37.1,23.0,19.0,43.0170434239002,5007.0,2
E,E01009213,41.167,22.400000000000002,19.7,43.015356331866855,5008.0,2
E,E01008435,39.368,30.4,19.5,43.0138540116971,5009.0,2
E,E01009515,41.398,21.0,19.900000000000002,43.009992762036575,5010.0,2
E,E01024648,40.429,24.5,20.200000000000003,43.00769805938221,5011.0,2
E,E01015729,43.128,22.7,15.299999999999999,43.007576009067556,5012.0,2
W,W01000594,36.4,27.0,19.0,43.00743074135525,5013.0,2
S,S01007857,43.00714608138973,27.0,20.0,43.00714608138973,5014.0,2
E,E01016068,40.719,25.2,19.2,43.00094652779866,5015.0,2
W,W01000335,39.0,29.0,15.0,43.00006810688203,5016.0,2
E,E01010158,40.413,25.1,19.900000000000002,42.997242251260126,5017.0,2
E,E01008008,41.291,24.7,18.2,42.99304582089879,5018.0,2
E,E01002091,41.384,27.400000000000002,16.6,42.983989151567215,5019.0,2
E,E01010621,42.27,25.6,15.6,42.98143668186125,5020.0,2
E,E01008999,42.242,20.8,18.099999999999998,42.98007524926939,5021.0,2
E,E01015595,40.854,24.5,19.2,42.977393972585254,5022.0,2
E,E01001057,40.503,30.099999999999998,17.1,42.97535413094779,5023.0,2
E,E01001181,42.449,25.0,15.5,42.974341179989324,5024.0,2
E,E01011034,41.723,25.5,16.8,42.9707779136721,5025.0,2
E,E01001772,41.78,28.000000000000004,15.4,42.96914186827344,5026.0,2
E,E01016004,40.759,28.000000000000004,17.599999999999998,42.96910342013122,5027.0,2
E,E01023844,39.977,26.200000000000003,20.200000000000003,42.96860349318287,5028.0,2
E,E01002097,42.169,27.700000000000003,14.7,42.96393073951214,5029.0,2
E,E01021315,41.137,24.2,18.7,42.961954635357706,5030.0,2
E,E01010268,41.95,23.9,17.1,42.96166004618221,5031.0,2
S,S01013225,42.955512016686185,28.0,16.0,42.955512016686185,5032.0,2
E,E01008881,41.179,23.200000000000003,19.1,42.955278262360984,5033.0,2
E,E01007482,41.619,23.1,18.2,42.95428152811365,5034.0,2
E,E01012580,40.635,30.599999999999998,16.5,42.95338432848756,5035.0,2
E,E01015540,42.424,24.2,15.9,42.9523429782828,5036.0,2
E,E01001257,40.826,27.400000000000002,17.7,42.94712570241429,5037.0,2
E,E01015844,40.851,26.5,18.099999999999998,42.94558693535426,5038.0,2
E,E01024664,40.695,24.2,19.6,42.94307607363563,5039.0,2
W,W01001150,38.3,24.0,17.0,42.94069486001751,5040.0,2
E,E01024941,40.779,24.6,19.2,42.9375428405273,5041.0,2
E,E01009165,41.325,26.6,17.0,42.93561824138108,5042.0,2
E,E01017509,41.083,22.900000000000002,19.400000000000002,42.93383114660908,5043.0,2
E,E01003196,42.358,23.0,16.6,42.93323543495315,5044.0,2
E,E01007300,40.63,24.0,19.8,42.92800232857123,5045.0,2
E,E01001110,43.021,23.3,15.0,42.926534422367695,5046.0,2
S,S01013153,42.92173859425849,27.0,17.0,42.92173859425849,5047.0,2
E,E01001653,40.929,28.199999999999996,17.0,42.92163711720698,5048.0,2
S,S01009634,42.91596678885833,21.0,20.0,42.91596678885833,5049.0,2
W,W01000036,36.1,28.0,19.0,42.9141935124114,5050.0,2
S,S01011371,42.91397704444736,26.0,19.0,42.91397704444736,5051.0,2
S,S01010928,42.90589717086667,26.0,18.0,42.90589717086667,5052.0,2
E,E01006405,41.675,21.6,18.7,42.90284099906414,5053.0,2
E,E01019565,40.897,24.3,19.0,42.9021071832216,5054.0,2
E,E01028299,39.13,24.5,22.7,42.900012818861946,5055.0,2
W,W01001414,37.9,26.0,17.0,42.899554895421986,5056.0,2
E,E01014345,42.056,23.7,16.8,42.89924404001628,5057.0,2
E,E01005371,43.104,20.8,16.0,42.89277879615379,5058.0,2
E,E01019664,39.052,29.5,20.3,42.8917976690613,5059.0,2
E,E01014806,39.805,21.7,22.6,42.87452146975112,5060.0,2
E,E01014125,40.951,24.099999999999998,18.9,42.87134903499822,5061.0,2
E,E01018388,38.537,24.3,24.0,42.8713456615384,5062.0,2
E,E01028044,40.292,23.1,20.8,42.860873880771756,5063.0,2
E,E01000990,40.278,25.7,19.5,42.85848566918019,5064.0,2
E,E01010889,40.572,27.400000000000002,18.0,42.85809493955128,5065.0,2
S,S01009523,42.85802860281867,26.0,20.0,42.85802860281867,5066.0,2
E,E01000042,41.573,26.3,16.400000000000002,42.85703423349824,5067.0,2
E,E01019549,40.574,25.6,18.9,42.85378164068035,5068.0,2
S,S01013369,42.85134242507462,26.0,18.0,42.85134242507462,5069.0,2
E,E01025077,41.208,21.9,19.400000000000002,42.847550031901626,5070.0,2
E,E01013943,42.658,24.2,15.1,42.84587891182056,5071.0,2
E,E01015828,40.017,22.8,21.5,42.84456738867049,5072.0,2
S,S01011943,42.84366663278996,23.0,18.0,42.84366663278996,5073.0,2
E,E01023758,41.171,22.8,19.0,42.83978078420415,5074.0,2
S,S01009823,42.8373385806788,24.0,18.0,42.8373385806788,5075.0,2
E,E01009210,40.987,26.900000000000002,17.299999999999997,42.83640325574495,5076.0,2
E,E01004956,41.879,23.3,17.2,42.8326401587539,5077.0,2
S,S01010458,42.82017723810501,26.0,20.0,42.82017723810501,5078.0,2
E,E01004865,41.613,25.3,16.7,42.81281023042939,5079.0,2
E,E01005670,41.686,23.799999999999997,17.299999999999997,42.810552349898906,5080.0,2
E,E01026101,38.848,24.4,23.1,42.806935689000795,5081.0,2
E,E01003246,40.956,30.2,15.6,42.80511123403212,5082.0,2
S,S01009280,42.7971700799329,22.0,19.0,42.7971700799329,5083.0,2
E,E01010894,41.844,24.4,16.6,42.7910775786439,5084.0,2
S,S01013342,42.78801281275159,25.0,20.0,42.78801281275159,5085.0,2
E,E01016035,42.366,25.900000000000002,14.7,42.786906031937875,5086.0,2
E,E01009403,41.254,24.9,17.599999999999998,42.78501626340749,5087.0,2
E,E01008984,41.678,22.900000000000002,17.7,42.783416542255715,5088.0,2
E,E01019227,42.673,17.7,18.2,42.78234164145148,5089.0,2
E,E01005999,41.844,26.3,15.6,42.779269879204996,5090.0,2
E,E01006910,39.965,25.8,19.900000000000002,42.77801075488178,5091.0,2
S,S01010077,42.775928790862245,25.0,17.0,42.775928790862245,5092.0,2
W,W01000178,36.3,30.0,18.0,42.772497010377336,5093.0,2
E,E01013684,43.269,26.900000000000002,12.2,42.77066638722512,5094.0,2
E,E01007136,38.771,25.900000000000002,22.400000000000002,42.77009460366623,5095.0,2
E,E01029809,40.56,25.0,19.0,42.76897482335023,5096.0,2
E,E01025275,43.508,19.0,15.7,42.76832846030895,5097.0,2
W,W01000752,37.2,29.0,17.0,42.76517770188263,5098.0,2
E,E01026600,40.882,24.4,18.6,42.76481094783434,5099.0,2
E,E01015072,40.722,23.7,19.3,42.764410423119955,5100.0,2
E,E01010314,40.423,27.700000000000003,17.9,42.761496009229084,5101.0,2
E,E01012711,42.951,21.3,15.7,42.757732526040314,5102.0,2
W,W01000483,37.7,26.0,17.0,42.754220402129825,5103.0,2
E,E01032487,40.445,25.4,19.0,42.753068855963356,5104.0,2
E,E01016839,41.421,25.0,17.1,42.75289529089661,5105.0,2
E,E01015341,39.878,27.6,19.1,42.752388576832864,5106.0,2
S,S01012825,42.74531366570456,25.0,22.0,42.74531366570456,5107.0,2
W,W01000836,37.9,29.0,16.0,42.73728841109016,5108.0,2
E,E01003488,40.69,26.8,17.7,42.73169110743691,5109.0,2
E,E01013570,42.011,27.1,14.7,42.731431450812664,5110.0,2
E,E01011815,41.479,24.2,17.299999999999997,42.72328493603777,5111.0,2
E,E01013631,42.418,20.8,17.0,42.72063356197486,5112.0,2
E,E01007464,40.683,24.2,19.0,42.71779029320283,5113.0,2
E,E01004871,42.158,26.400000000000002,14.7,42.717186910356766,5114.0,2
W,W01000670,36.0,27.0,19.0,42.716761754770914,5115.0,2
E,E01014309,40.769,25.0,18.4,42.715111648034934,5116.0,2
S,S01013324,42.71322813296972,26.0,21.0,42.71322813296972,5117.0,2
E,E01020990,40.373,24.5,19.5,42.71228659722599,5118.0,2
E,E01009751,40.552,23.3,19.7,42.70323621713279,5119.0,2
S,S01011711,42.7029088835478,25.0,17.0,42.7029088835478,5120.0,2
E,E01012042,39.107,24.7,22.1,42.70284261192107,5121.0,2
E,E01020840,39.242,25.5,21.4,42.70217539940047,5122.0,2
E,E01009842,40.271,25.0,19.400000000000002,42.688791978390356,5123.0,2
E,E01010265,40.412,28.499999999999996,17.299999999999997,42.68357757810465,5124.0,2
E,E01016848,40.824,18.7,21.4,42.683252719597974,5125.0,2
W,W01001019,37.6,26.0,17.0,42.68155315548373,5126.0,2
E,E01015773,40.575,27.200000000000003,17.599999999999998,42.67978884577083,5127.0,2
E,E01001551,42.143,23.3,16.2,42.67745354062701,5128.0,2
E,E01007590,42.362,20.4,17.2,42.67589290762563,5129.0,2
S,S01008474,42.67276099100304,25.0,18.0,42.67276099100304,5130.0,2
E,E01020895,39.735,25.2,20.4,42.66964484903329,5131.0,2
E,E01015897,40.365,27.0,18.099999999999998,42.66023213855747,5132.0,2
E,E01011914,39.561,24.7,21.0,42.65903659984224,5133.0,2
E,E01033383,41.894,25.6,15.5,42.65378925851334,5134.0,2
E,E01024996,39.217,19.400000000000002,24.4,42.64491095959974,5135.0,2
E,E01011355,41.638,22.5,17.599999999999998,42.64309769141218,5136.0,2
E,E01004420,42.117,24.4,15.6,42.64287197158514,5137.0,2
E,E01018645,39.556,25.0,20.8,42.638137552330974,5138.0,2
E,E01015430,40.087,26.400000000000002,18.9,42.62262305651659,5139.0,2
E,E01015604,43.207,23.799999999999997,13.5,42.62248403780334,5140.0,2
E,E01007443,40.921,26.400000000000002,17.1,42.621596785137775,5141.0,2
E,E01008820,38.737,25.0,22.5,42.61480254787746,5142.0,2
W,W01000856,33.3,29.0,22.0,42.61395516926061,5143.0,2
E,E01007805,40.138,25.3,19.3,42.60460373441151,5144.0,2
E,E01028576,41.782,26.0,15.4,42.60421400053663,5145.0,2
E,E01017265,40.351,23.799999999999997,19.6,42.60295047654768,5146.0,2
E,E01005224,41.966,24.6,15.7,42.598390333851974,5147.0,2
E,E01026844,40.589,25.7,18.099999999999998,42.59577026507003,5148.0,2
E,E01031075,41.733,24.9,16.0,42.58062047734406,5149.0,2
E,E01010988,39.962,25.7,19.400000000000002,42.57737831961985,5150.0,2
E,E01000950,39.726,29.599999999999998,17.9,42.56901072875021,5151.0,2
E,E01010019,42.412,24.5,14.7,42.56605131270418,5152.0,2
E,E01014193,39.445,28.799999999999997,18.9,42.56441931122541,5153.0,2
E,E01014497,41.435,23.5,17.299999999999997,42.56088782735817,5154.0,2
E,E01005323,40.988,23.799999999999997,18.099999999999998,42.55710651240403,5155.0,2
E,E01024942,39.638,24.8,20.5,42.55710551665001,5156.0,2
W,W01001268,37.6,25.0,17.0,42.55678864448932,5157.0,2
E,E01001461,40.049,28.9,17.5,42.5472985609543,5158.0,2
S,S01011639,42.545426408562825,27.0,17.0,42.545426408562825,5159.0,2
E,E01001958,38.666,31.4,19.2,42.544585867309905,5160.0,2
E,E01010728,42.281,20.8,16.8,42.54237447160151,5161.0,2
E,E01020672,40.022,21.9,21.099999999999998,42.53954490944755,5162.0,2
E,E01031066,40.103,24.7,19.5,42.539504185534945,5163.0,2
S,S01012899,42.53623405771919,23.0,22.0,42.53623405771919,5164.0,2
S,S01011351,42.53537150403493,24.0,22.0,42.53537150403493,5165.0,2
E,E01012031,38.934,25.5,21.6,42.53526227584943,5166.0,2
E,E01027942,40.07,22.400000000000002,20.7,42.524411592243176,5167.0,2
E,E01029109,41.53,21.7,17.9,42.520722760020334,5168.0,2
W,W01001141,37.6,29.0,16.0,42.51928667115191,5169.0,2
S,S01010277,42.51639063940426,25.0,19.0,42.51639063940426,5170.0,2
E,E01011450,40.891,23.200000000000003,18.5,42.51590814250543,5171.0,2
E,E01006718,40.793,24.2,18.2,42.51514340757963,5172.0,2
E,E01009611,39.624,31.1,17.2,42.512777946004164,5173.0,2
E,E01006866,39.792,24.099999999999998,20.4,42.51229435719013,5174.0,2
E,E01012696,42.4,21.9,15.9,42.51227586470859,5175.0,2
E,E01032202,39.124,27.700000000000003,20.0,42.50982559159198,5176.0,2
S,S01011634,42.5079575772589,26.0,17.0,42.5079575772589,5177.0,2
E,E01032464,38.756,25.3,22.0,42.504530647043566,5178.0,2
E,E01027986,40.49,21.099999999999998,20.4,42.503991743624105,5179.0,2
E,E01015603,43.884,23.599999999999998,11.799999999999999,42.499026280606664,5180.0,2
S,S01012386,42.49838513811032,24.0,20.0,42.49838513811032,5181.0,2
E,E01016443,41.41,26.200000000000003,15.8,42.49629864052361,5182.0,2
E,E01018314,40.304,23.599999999999998,19.5,42.49384987078192,5183.0,2
E,E01033300,41.075,21.7,18.8,42.49176051564429,5184.0,2
E,E01007906,40.411,30.2,15.9,42.49036111329946,5185.0,2
S,S01007669,42.48890459004495,22.0,17.0,42.48890459004495,5186.0,2
W,W01001406,36.2,24.0,19.0,42.487802715079845,5187.0,2
E,E01015075,40.034,24.7,19.5,42.485983100679256,5188.0,2
E,E01027414,39.811,21.7,21.5,42.483216240058525,5189.0,2
E,E01010792,41.28,25.3,16.5,42.482520232350026,5190.0,2
E,E01033151,39.664,28.199999999999996,18.5,42.48036164237421,5191.0,2
E,E01032564,40.061,27.500000000000004,18.0,42.480052604637066,5192.0,2
S,S01007460,42.47219348159729,21.0,24.0,42.47219348159729,5193.0,2
E,E01024080,41.001,20.9,19.3,42.46775088129047,5194.0,2
E,E01029717,39.314,26.8,19.900000000000002,42.456290556051655,5195.0,2
E,E01012276,38.561,23.7,23.1,42.45605128148158,5196.0,2
S,S01011910,42.45557293916428,23.0,20.0,42.45557293916428,5197.0,2
E,E01005616,39.635,21.9,21.7,42.4553391991931,5198.0,2
E,E01009146,41.792,22.0,17.0,42.454952980909184,5199.0,2
E,E01010046,40.625,28.1,16.400000000000002,42.4515323508316,5200.0,2
E,E01004250,39.575,29.2,18.099999999999998,42.450581624237344,5201.0,2
E,E01011900,40.391,22.400000000000002,19.8,42.44943433849368,5202.0,2
E,E01010056,40.089,27.400000000000002,17.9,42.44745105128222,5203.0,2
S,S01009573,42.44541266406864,23.0,19.0,42.44541266406864,5204.0,2
W,W01000897,38.7,22.0,16.0,42.44527480729797,5205.0,2
S,S01010057,42.4426709978217,28.0,14.0,42.4426709978217,5206.0,2
W,W01001503,38.4,28.0,15.0,42.43930011601111,5207.0,2
E,E01007026,39.086,26.1,20.7,42.43914090865724,5208.0,2
E,E01004298,41.255,28.1,15.0,42.43625500569195,5209.0,2
E,E01015760,39.664,25.4,19.8,42.435242583062376,5210.0,2
E,E01002760,38.826,30.7,18.9,42.432436126670346,5211.0,2
E,E01009872,40.626,26.0,17.4,42.42746779781399,5212.0,2
E,E01006624,40.199,21.9,20.4,42.42486406716635,5213.0,2
E,E01024306,40.532,25.4,17.9,42.42459272588396,5214.0,2
E,E01015840,40.712,23.799999999999997,18.3,42.4150147615397,5215.0,2
E,E01007054,40.265,23.3,19.5,42.408626942290546,5216.0,2
S,S01011395,42.40151487180429,23.0,20.0,42.40151487180429,5217.0,2
S,S01009558,42.40125665153306,27.0,19.0,42.40125665153306,5218.0,2
S,S01010017,42.40086487164888,27.0,19.0,42.40086487164888,5219.0,2
S,S01012874,42.39904599944922,26.0,19.0,42.39904599944922,5220.0,2
E,E01033359,43.035,17.8,16.3,42.39752778884115,5221.0,2
E,E01006107,40.802,22.7,18.6,42.39125019311733,5222.0,2
E,E01032260,40.372,25.5,18.099999999999998,42.39080241118539,5223.0,2
E,E01006010,41.338,22.0,17.8,42.3907701101504,5224.0,2
S,S01010272,42.389859571442,24.0,18.0,42.389859571442,5225.0,2
S,S01013207,42.38615994001102,25.0,19.0,42.38615994001102,5226.0,2
E,E01018546,39.443,23.7,21.0,42.38426818629517,5227.0,2
E,E01005233,42.049,27.400000000000002,13.5,42.38392318005701,5228.0,2
E,E01007263,38.409,26.3,21.9,42.38261719445784,5229.0,2
E,E01013571,42.294,23.799999999999997,14.799999999999999,42.3822510739658,5230.0,2
E,E01024476,39.361,26.0,20.0,42.382151560052556,5231.0,2
E,E01019863,39.281,22.2,22.1,42.379709821492824,5232.0,2
E,E01030032,42.098,24.4,14.899999999999999,42.376160221597914,5233.0,2
E,E01002872,38.9,28.9,19.5,42.37598203350686,5234.0,2
E,E01017948,40.291,23.599999999999998,19.2,42.3757773052903,5235.0,2
E,E01015861,40.29,23.799999999999997,19.1,42.3756532634676,5236.0,2
E,E01020792,39.947,22.3,20.599999999999998,42.37468418652298,5237.0,2
E,E01027243,41.131,22.0,18.2,42.37419203270018,5238.0,2
E,E01021703,41.023,25.2,16.8,42.37283850562115,5239.0,2
E,E01016117,41.098,23.7,17.4,42.37213196088358,5240.0,2
E,E01017490,39.609,24.5,20.200000000000003,42.3716503842856,5241.0,2
E,E01012388,39.787,25.1,19.5,42.36768897095977,5242.0,2
E,E01031779,39.554,25.3,19.900000000000002,42.367591448554585,5243.0,2
E,E01010258,39.05,29.2,19.0,42.36732262710915,5244.0,2
E,E01024374,40.671,29.799999999999997,15.2,42.366764865718416,5245.0,2
E,E01010077,40.222,25.8,18.2,42.36542040152518,5246.0,2
E,E01007914,42.042,26.700000000000003,13.8,42.35821466638403,5247.0,2
S,S01009217,42.35598008249882,22.0,17.0,42.35598008249882,5248.0,2
E,E01033585,41.668,25.5,15.2,42.35217547089941,5249.0,2
E,E01015610,40.974,22.5,18.2,42.3440319738385,5250.0,2
E,E01008253,40.721,26.1,16.900000000000002,42.33949873675804,5251.0,2
S,S01007974,42.337373353995694,23.0,19.0,42.337373353995694,5252.0,2
S,S01010243,42.33394903446284,26.0,18.0,42.33394903446284,5253.0,2
E,E01018770,39.587,23.400000000000002,20.7,42.333003600018216,5254.0,2
E,E01031819,40.651,23.599999999999998,18.3,42.331051099502716,5255.0,2
E,E01005441,40.0,21.8,20.599999999999998,42.32417478415289,5256.0,2
E,E01033674,45.729,20.7,8.799999999999999,42.31884987607951,5257.0,2
E,E01018459,41.185,23.0,17.4,42.311347346640126,5258.0,2
E,E01012480,41.448,20.3,18.2,42.30857143287751,5259.0,2
E,E01017241,44.583,18.6,12.3,42.30500160280346,5260.0,2
E,E01020773,39.037,23.200000000000003,21.9,42.301693867963195,5261.0,2
S,S01011449,42.29993321580268,25.0,20.0,42.29993321580268,5262.0,2
E,E01013834,40.473,28.7,16.0,42.29958941451186,5263.0,2
E,E01011321,41.097,23.5,17.299999999999997,42.29871207835494,5264.0,2
W,W01001866,36.9,27.0,17.0,42.29764693995555,5265.0,2
S,S01007962,42.29706301326095,29.0,17.0,42.29706301326095,5266.0,2
E,E01009098,39.736,26.3,18.8,42.29604337040368,5267.0,2
E,E01014144,39.672,24.4,19.900000000000002,42.294204618748395,5268.0,2
E,E01010001,39.471,28.000000000000004,18.5,42.29400981800459,5269.0,2
E,E01002282,40.164,28.199999999999996,16.900000000000002,42.292254882136426,5270.0,2
E,E01006309,40.461,21.8,19.5,42.285798447349265,5271.0,2
E,E01020797,38.565,25.5,21.7,42.28503711633518,5272.0,2
E,E01000049,41.172,28.999999999999996,14.299999999999999,42.284816151919706,5273.0,2
E,E01010420,39.582,24.9,19.8,42.28001801467028,5274.0,2
E,E01027341,41.297,24.7,16.2,42.27777394269327,5275.0,2
E,E01009346,41.743,23.400000000000002,15.9,42.27752145938215,5276.0,2
E,E01019817,39.292,26.5,19.6,42.276265098962455,5277.0,2
E,E01027825,40.7,22.7,18.5,42.276135773399275,5278.0,2
E,E01011771,38.88,25.1,21.2,42.276095191617834,5279.0,2
E,E01026961,41.376,20.8,18.0,42.272350556656434,5280.0,2
E,E01024505,40.536,26.5,16.900000000000002,42.269296016619016,5281.0,2
E,E01029350,40.347,21.2,20.0,42.26741001749006,5282.0,2
E,E01007348,40.209,20.8,20.5,42.26705347846882,5283.0,2
E,E01003052,40.689,27.800000000000004,15.9,42.26622174427947,5284.0,2
E,E01002067,39.987,28.4,17.1,42.26360217337454,5285.0,2
E,E01001957,38.797,29.9,18.9,42.26335007626115,5286.0,2
E,E01003168,40.412,25.8,17.5,42.260823241897945,5287.0,2
E,E01025481,39.285,25.8,19.900000000000002,42.250556585289466,5288.0,2
S,S01009625,42.24731829123254,23.0,16.0,42.24731829123254,5289.0,2
E,E01007168,39.823,23.5,19.900000000000002,42.24641482952537,5290.0,2
E,E01026662,42.749,21.5,14.6,42.24173629423716,5291.0,2
E,E01001118,40.478,25.8,17.299999999999997,42.24002473450583,5292.0,2
E,E01013886,40.087,24.7,18.7,42.239123144957894,5293.0,2
E,E01029564,40.605,22.900000000000002,18.5,42.239095243588615,5294.0,2
E,E01007294,40.811,23.400000000000002,17.8,42.23852857118717,5295.0,2
E,E01014311,40.751,21.099999999999998,19.1,42.2384892389702,5296.0,2
E,E01001979,41.479,24.5,15.8,42.23831240237903,5297.0,2
E,E01011859,40.397,21.4,19.7,42.23485244982835,5298.0,2
W,W01001660,40.5,27.0,12.0,42.23086773263931,5299.0,2
E,E01004721,38.504,28.799999999999997,20.0,42.230475057728576,5300.0,2
S,S01012137,42.22754127696697,25.0,21.0,42.22754127696697,5301.0,2
E,E01011763,40.252,20.200000000000003,20.599999999999998,42.226459731236865,5302.0,2
E,E01027195,41.289,21.7,17.599999999999998,42.22579791413601,5303.0,2
E,E01017188,42.58,22.1,14.6,42.220592180794455,5304.0,2
E,E01025244,40.531,28.199999999999996,15.9,42.21696205734484,5305.0,2
E,E01005263,40.299,21.099999999999998,20.0,42.21185399828353,5306.0,2
E,E01029987,40.703,24.3,17.5,42.2116831971203,5307.0,2
E,E01008428,40.949,25.2,16.5,42.207450198445514,5308.0,2
E,E01013128,41.301,24.099999999999998,16.3,42.20692914749941,5309.0,2
E,E01001857,39.967,26.8,17.8,42.206879512576066,5310.0,2
