nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_S_score,GB_IMD_S_rank,GB_IMD_S_decile
E,E01032219,5.286,3.4000000000000004,3.5000000000000004,5.8706644322465635,38344.0,10
E,E01022857,5.888,3.5999999999999996,2.1,5.870316306359026,38345.0,10
E,E01016243,5.33,3.8,3.2,5.870100777559075,38346.0,10
E,E01014940,5.306,3.5000000000000004,3.4000000000000004,5.868505456073021,38347.0,10
E,E01013012,5.469,3.0,3.3000000000000003,5.8673232280342384,38348.0,10
E,E01033390,5.862,3.1,2.4,5.866518023006296,38349.0,10
E,E01030500,5.395,3.5000000000000004,3.2,5.865547310299469,38350.0,10
E,E01018015,5.184,4.0,3.4000000000000004,5.8654937735874215,38351.0,10
E,E01018167,4.861,3.4000000000000004,4.3999999999999995,5.864972224764294,38352.0,10
E,E01000436,5.016,3.6999999999999997,3.9,5.860191157848872,38353.0,10
S,S01007248,5.858412322127552,2.0,2.0,5.858412322127552,38354.0,10
E,E01030561,5.314,4.0,3.1,5.858341717289485,38355.0,10
S,S01012485,5.857096789406327,4.0,3.0,5.857096789406327,38356.0,10
S,S01012886,5.857030183688301,3.0,4.0,5.857030183688301,38357.0,10
E,E01028764,4.498,4.5,4.6,5.856960928849356,38358.0,10
E,E01027893,4.964,3.9,3.9,5.856504347585963,38359.0,10
S,S01013341,5.855646858100344,2.0,3.0,5.855646858100344,38360.0,10
E,E01015547,5.4,4.6,2.6,5.855011446047833,38361.0,10
E,E01029457,5.569,2.7,3.2,5.853921842871492,38362.0,10
E,E01027565,4.871,3.1,4.5,5.853753317478643,38363.0,10
E,E01031110,4.68,4.3,4.3,5.853495682814327,38364.0,10
E,E01002920,5.052,3.9,3.6999999999999997,5.85277053391595,38365.0,10
E,E01027596,4.494,4.1000000000000005,4.8,5.852555005115997,38366.0,10
E,E01018116,5.357,2.8000000000000003,3.5999999999999996,5.851789386115468,38367.0,10
E,E01012337,4.888,3.8,4.1000000000000005,5.851222215836998,38368.0,10
E,E01018366,5.378,2.9000000000000004,3.5000000000000004,5.850406077838385,38369.0,10
E,E01030428,5.091,4.9,3.1,5.850283417967443,38370.0,10
E,E01013806,4.932,4.0,3.9,5.850006935075752,38371.0,10
E,E01016575,5.372,3.9,3.0,5.849010200828423,38372.0,10
E,E01024426,5.771,2.8000000000000003,2.7,5.848949246736683,38373.0,10
S,S01006525,5.848606084168278,3.0,4.0,5.848606084168278,38374.0,10
S,S01009918,5.848237601146864,5.0,4.0,5.848237601146864,38375.0,10
E,E01000449,5.445,2.8000000000000003,3.4000000000000004,5.848055572445457,38376.0,10
E,E01024832,5.393,4.0,2.9000000000000004,5.84762689255134,38377.0,10
S,S01006942,5.846696584964906,2.0,3.0,5.846696584964906,38378.0,10
E,E01031948,5.065,4.2,3.5000000000000004,5.845833508540952,38379.0,10
E,E01030589,6.816,1.5,1.0999999999999999,5.845370007774886,38380.0,10
E,E01031919,4.297,4.5,5.0,5.845036858777894,38381.0,10
S,S01013270,5.843592046221771,3.0,2.0,5.843592046221771,38382.0,10
E,E01000666,5.577,3.0,3.0,5.843106478014198,38383.0,10
S,S01008363,5.842365176010324,4.0,4.0,5.842365176010324,38384.0,10
E,E01028637,5.179,3.5000000000000004,3.5999999999999996,5.84198822178112,38385.0,10
E,E01007200,4.642,4.2,4.3999999999999995,5.8416926368516044,38386.0,10
E,E01022994,4.455,4.2,4.8,5.840627917330574,38387.0,10
E,E01008271,4.689,3.5999999999999996,4.6,5.8401978554847,38388.0,10
E,E01030416,5.062,3.0,4.1000000000000005,5.839596748409023,38389.0,10
E,E01026233,4.87,4.3999999999999995,3.8,5.839215071922009,38390.0,10
S,S01009475,5.838796036520419,3.0,1.0,5.838796036520419,38391.0,10
S,S01013105,5.83829512474638,3.0,4.0,5.83829512474638,38392.0,10
E,E01005883,4.876,2.6,4.7,5.838004444636935,38393.0,10
S,S01010258,5.836618587257664,0.0,0.0,5.836618587257664,38394.0,10
E,E01016424,5.289,2.6,3.8,5.834388637361691,38395.0,10
E,E01017373,5.236,3.5999999999999996,3.4000000000000004,5.832532663497358,38396.0,10
E,E01012223,4.839,4.1000000000000005,4.0,5.83219007516074,38397.0,10
E,E01014930,4.603,4.9,4.1000000000000005,5.831720427287454,38398.0,10
S,S01007996,5.831462653187713,2.0,2.0,5.831462653187713,38399.0,10
S,S01007684,5.831036563661707,1.0,3.0,5.831036563661707,38400.0,10
E,E01023377,5.796,2.1999999999999997,2.9000000000000004,5.830389771647677,38401.0,10
E,E01023926,5.677,2.7,2.9000000000000004,5.829705092851453,38402.0,10
S,S01006909,5.829366537598385,3.0,1.0,5.829366537598385,38403.0,10
E,E01016781,4.945,5.2,3.2,5.828004079893059,38404.0,10
E,E01027464,5.528,4.1000000000000005,2.5,5.826680841632974,38405.0,10
E,E01019593,4.904,3.4000000000000004,4.2,5.826333355753616,38406.0,10
E,E01028949,4.575,4.2,4.5,5.8257191820680445,38407.0,10
S,S01013049,5.825644705110332,3.0,4.0,5.825644705110332,38408.0,10
E,E01029514,5.182,3.2,3.6999999999999997,5.825339639220253,38409.0,10
E,E01003809,6.067,2.4,2.1999999999999997,5.825269631986616,38410.0,10
E,E01023024,5.573,3.5000000000000004,2.7,5.823634724473151,38411.0,10
S,S01007010,5.822042205999584,5.0,3.0,5.822042205999584,38412.0,10
E,E01025665,4.988,4.0,3.6999999999999997,5.821451748719044,38413.0,10
S,S01007146,5.820737751852995,5.0,2.0,5.820737751852995,38414.0,10
E,E01028476,4.35,5.8999999999999995,4.1000000000000005,5.81871605124812,38415.0,10
E,E01002196,5.376,4.5,2.6,5.818071456356323,38416.0,10
E,E01021570,4.963,3.1,4.2,5.8171258811152535,38417.0,10
E,E01007936,5.424,3.3000000000000003,3.1,5.815397464664602,38418.0,10
S,S01008033,5.814777774792645,2.0,2.0,5.814777774792645,38419.0,10
E,E01030495,5.863,3.4000000000000004,2.1,5.814276688594572,38420.0,10
E,E01012303,4.51,5.0,4.2,5.813903567372442,38421.0,10
E,E01017917,5.303,4.0,3.0,5.813813076149218,38422.0,10
E,E01000836,5.562,3.1,2.9000000000000004,5.813799125464581,38423.0,10
E,E01028824,4.669,5.3,3.6999999999999997,5.812225172042854,38424.0,10
E,E01005839,4.77,3.3000000000000003,4.5,5.812058780289227,38425.0,10
E,E01020395,4.373,3.8,5.1,5.811716191952607,38426.0,10
S,S01009512,5.811245132785673,5.0,3.0,5.811245132785673,38427.0,10
E,E01013089,4.185,4.2,5.3,5.811179056682638,38428.0,10
S,S01010864,5.810520583193011,3.0,4.0,5.810520583193011,38429.0,10
E,E01022465,5.508,3.9,2.6,5.81051585763003,38430.0,10
E,E01022588,4.711,4.9,3.8,5.807503677267416,38431.0,10
E,E01018232,5.04,3.5000000000000004,3.8,5.806162972731709,38432.0,10
E,E01032298,5.204,2.8000000000000003,3.8,5.805104786515626,38433.0,10
S,S01009098,5.804121060426781,2.0,2.0,5.804121060426781,38434.0,10
E,E01030075,4.994,2.7,4.3,5.80387203947876,38435.0,10
S,S01012689,5.803799777782079,5.0,3.0,5.803799777782079,38436.0,10
E,E01027786,4.963,4.3999999999999995,3.5000000000000004,5.803363303455079,38437.0,10
S,S01008073,5.801258374628694,1.0,2.0,5.801258374628694,38438.0,10
E,E01031425,5.102,3.8,3.5000000000000004,5.801237380004,38439.0,10
E,E01028594,5.566,3.8,2.5,5.801184341168966,38440.0,10
E,E01025973,5.872,2.7,2.4,5.800978861264943,38441.0,10
W,W01001728,1.7,4.0,2.0,5.80079210793618,38442.0,10
E,E01027730,4.822,4.0,4.0,5.800679760744446,38443.0,10
E,E01025845,4.546,3.4000000000000004,4.9,5.800618308775692,38444.0,10
E,E01015342,4.819,4.2,3.9,5.799004383128825,38445.0,10
S,S01010364,5.79891569468388,3.0,3.0,5.79891569468388,38446.0,10
S,S01007777,5.798721162563589,2.0,2.0,5.798721162563589,38447.0,10
S,S01008062,5.797766738707245,3.0,3.0,5.797766738707245,38448.0,10
E,E01029663,4.841,4.1000000000000005,3.9,5.797745116674444,38449.0,10
E,E01003007,4.72,5.0,3.6999999999999997,5.79681235423282,38450.0,10
E,E01030319,4.836,4.9,3.5000000000000004,5.796473281487183,38451.0,10
E,E01025624,5.234,3.8,3.2,5.795636659498984,38452.0,10
E,E01007149,4.772,3.2,4.5,5.79528615590566,38453.0,10
E,E01022645,4.728,2.6,4.9,5.795198184519389,38454.0,10
E,E01024474,5.309,2.3,3.8,5.794930114761419,38455.0,10
E,E01018705,4.836,4.3,3.8,5.794518403265906,38456.0,10
E,E01011709,4.787,4.9,3.5999999999999996,5.794461848839893,38457.0,10
E,E01027048,5.374,3.2,3.2,5.794286403944365,38458.0,10
E,E01033531,5.351,3.1,3.3000000000000003,5.79411837642853,38459.0,10
S,S01011255,5.793589267699226,2.0,3.0,5.793589267699226,38460.0,10
S,S01011333,5.7922852479166735,3.0,3.0,5.7922852479166735,38461.0,10
E,E01017534,4.669,4.2,4.2,5.790643081497574,38462.0,10
S,S01012734,5.788776977977365,2.0,1.0,5.788776977977365,38463.0,10
S,S01008628,5.788737256240591,5.0,4.0,5.788737256240591,38464.0,10
E,E01010586,5.11,3.1,3.8,5.787163884777914,38465.0,10
E,E01002317,5.481,2.9000000000000004,3.1,5.786314694056836,38466.0,10
E,E01012503,5.527,2.7,3.1,5.7853474969409895,38467.0,10
E,E01017746,5.198,3.5000000000000004,3.4000000000000004,5.784733323255419,38468.0,10
E,E01022749,4.873,3.5000000000000004,4.1000000000000005,5.784615316860652,38469.0,10
E,E01022585,5.616,3.3000000000000003,2.6,5.784344229388713,38470.0,10
E,E01016184,5.57,3.1,2.8000000000000003,5.784008174357042,38471.0,10
S,S01008396,5.7836484526238845,4.0,2.0,5.7836484526238845,38472.0,10
E,E01031949,4.938,4.2,3.5999999999999996,5.783319979969838,38473.0,10
S,S01010384,5.783150665317252,3.0,2.0,5.783150665317252,38474.0,10
E,E01022534,4.798,4.2,3.9,5.78271535730318,38475.0,10
S,S01006910,5.782203300258915,2.0,2.0,5.782203300258915,38476.0,10
E,E01028385,4.184,5.0,4.8,5.777013598801998,38477.0,10
E,E01017888,5.935,2.3,2.4,5.776550098035933,38478.0,10
S,S01010366,5.775571294883632,4.0,3.0,5.775571294883632,38479.0,10
E,E01031672,5.163,3.4000000000000004,3.5000000000000004,5.775257280982073,38480.0,10
E,E01021747,5.348,3.4000000000000004,3.1,5.774770664710183,38481.0,10
E,E01030379,5.0,3.3000000000000003,3.9,5.774484630799579,38482.0,10
S,S01006926,5.774036736049968,1.0,3.0,5.774036736049968,38483.0,10
E,E01026907,4.317,5.4,4.3,5.7734917983409595,38484.0,10
S,S01008740,5.773227356154917,3.0,2.0,5.773227356154917,38485.0,10
S,S01006513,5.77269755702259,2.0,3.0,5.77269755702259,38486.0,10
S,S01007573,5.772514636295234,3.0,2.0,5.772514636295234,38487.0,10
E,E01020355,4.346,3.5000000000000004,5.2,5.771797572497963,38488.0,10
S,S01011953,5.770419510843133,4.0,3.0,5.770419510843133,38489.0,10
E,E01023667,4.871,5.0,3.3000000000000003,5.769953029481318,38490.0,10
E,E01015433,5.438,2.1999999999999997,3.5000000000000004,5.768678430390538,38491.0,10
E,E01020702,5.97,2.5,2.1999999999999997,5.7683538062065525,38492.0,10
E,E01017697,4.594,4.0,4.3999999999999995,5.7678126574685855,38493.0,10
S,S01010429,5.7667817349185135,4.0,5.0,5.7667817349185135,38494.0,10
E,E01000463,5.128,3.5000000000000004,3.5000000000000004,5.766432864782484,38495.0,10
E,E01028763,4.869,4.2,3.6999999999999997,5.765795189393363,38496.0,10
E,E01017401,4.893,3.9,3.8,5.765435632658139,38497.0,10
E,E01009672,4.568,3.6999999999999997,4.6,5.764666000189614,38498.0,10
E,E01004950,4.94,3.5000000000000004,3.9,5.764592477364995,38499.0,10
E,E01030430,4.773,4.2,3.9,5.763323659891698,38500.0,10
E,E01024449,5.589,3.1,2.7,5.762749570110555,38501.0,10
E,E01028747,6.404,2.4,1.3,5.762703064580467,38502.0,10
E,E01022697,5.123,3.3000000000000003,3.5999999999999996,5.761902899226428,38503.0,10
E,E01022181,5.168,3.3000000000000003,3.5000000000000004,5.760811660287882,38504.0,10
S,S01010907,5.75974472864375,4.0,2.0,5.75974472864375,38505.0,10
S,S01006770,5.759488736978237,3.0,4.0,5.759488736978237,38506.0,10
E,E01030314,5.042,5.0,2.9000000000000004,5.758607062658997,38507.0,10
E,E01028455,5.444,2.9000000000000004,3.1,5.757614981887842,38508.0,10
E,E01016651,4.79,3.9,4.0,5.757534427881263,38509.0,10
E,E01016934,4.859,3.4000000000000004,4.1000000000000005,5.755432006133735,38510.0,10
E,E01019238,5.228,3.8,3.1,5.754986357841014,38511.0,10
E,E01018202,5.556,3.0,2.8000000000000003,5.754824863630126,38512.0,10
E,E01006347,4.763,3.8,4.1000000000000005,5.7542637287795895,38513.0,10
S,S01011765,5.753959677218264,2.0,3.0,5.753959677218264,38514.0,10
E,E01025426,5.227,3.5999999999999996,3.2,5.753559063870797,38515.0,10
E,E01029302,4.626,3.0,4.8,5.753379605507274,38516.0,10
S,S01009530,5.752803075238832,2.0,4.0,5.752803075238832,38517.0,10
E,E01028710,4.875,4.3,3.5999999999999996,5.752776862669391,38518.0,10
E,E01028097,4.53,3.2,4.9,5.751559702079373,38519.0,10
E,E01025802,4.527,3.8,4.6,5.751187576611268,38520.0,10
E,E01030306,6.649,1.3,1.3,5.751178137271642,38521.0,10
E,E01003870,5.807,2.7,2.4,5.75056044799509,38522.0,10
E,E01032707,5.364,3.2,3.1,5.750533430700559,38523.0,10
E,E01014424,4.572,3.4000000000000004,4.7,5.748793085525206,38524.0,10
S,S01008142,5.74684004825074,3.0,4.0,5.74684004825074,38525.0,10
E,E01027899,4.397,5.1,4.2,5.74457705524903,38526.0,10
S,S01011862,5.744381701576175,3.0,3.0,5.744381701576175,38527.0,10
E,E01014168,4.818,4.1000000000000005,3.8,5.743908460776666,38528.0,10
E,E01030756,5.427,2.7,3.2,5.743777001574275,38529.0,10
E,E01019881,5.497,2.6,3.1,5.743753499870724,38530.0,10
E,E01032753,6.053,2.4,2.0,5.742417692877758,38531.0,10
E,E01032759,4.557,4.6,4.1000000000000005,5.741067823520869,38532.0,10
E,E01021067,5.14,3.9,3.2,5.741047837408298,38533.0,10
E,E01000263,5.865,2.4,2.4,5.74057730546027,38534.0,10
E,E01003868,5.583,3.2,2.6,5.740423228629071,38535.0,10
E,E01027324,4.745,3.5999999999999996,4.2,5.739650080569563,38536.0,10
S,S01010998,5.739589101723512,2.0,3.0,5.739589101723512,38537.0,10
E,E01031486,5.699,2.9000000000000004,2.5,5.739432529809674,38538.0,10
S,S01012564,5.73677604114724,4.0,3.0,5.73677604114724,38539.0,10
E,E01004097,4.804,4.7,3.5000000000000004,5.735003988447514,38540.0,10
E,E01019909,4.667,4.1000000000000005,4.1000000000000005,5.734771491248957,38541.0,10
E,E01020420,4.313,5.0,4.3999999999999995,5.733089580328392,38542.0,10
E,E01028669,5.221,3.9,3.0,5.731884348463073,38543.0,10
S,S01009384,5.731220475604844,2.0,3.0,5.731220475604844,38544.0,10
E,E01024153,4.988,3.9,3.5000000000000004,5.731135199984131,38545.0,10
E,E01030604,5.146,4.8,2.7,5.730636014979361,38546.0,10
E,E01025661,4.82,5.0,3.3000000000000003,5.730393966761894,38547.0,10
E,E01018118,5.266,3.6999999999999997,3.0,5.730141483450767,38548.0,10
E,E01026572,4.987,3.6999999999999997,3.5999999999999996,5.729707906013912,38549.0,10
E,E01024144,5.875,1.9,2.6,5.728706772100859,38550.0,10
E,E01003899,5.147,3.8,3.2,5.7281535525070275,38551.0,10
E,E01007186,4.38,4.1000000000000005,4.7,5.728132570640428,38552.0,10
E,E01022099,6.056,2.1,2.1,5.725769110316891,38553.0,10
E,E01020946,4.985,2.9000000000000004,4.0,5.725550065925958,38554.0,10
E,E01031874,4.159,5.4,4.5,5.722928859258821,38555.0,10
E,E01027492,4.699,3.6999999999999997,4.2,5.722293317508923,38556.0,10
E,E01026186,4.418,4.1000000000000005,4.6,5.721611656426667,38557.0,10
E,E01023885,5.584,2.7,2.8000000000000003,5.721571684201527,38558.0,10
S,S01009467,5.721092130685254,2.0,4.0,5.721092130685254,38559.0,10
E,E01031797,4.791,3.5000000000000004,4.1000000000000005,5.721010549350991,38560.0,10
E,E01002967,5.324,3.5999999999999996,2.9000000000000004,5.720809966989705,38561.0,10
E,E01028585,7.028,1.0999999999999999,0.5,5.720537995443024,38562.0,10
E,E01026294,4.948,4.6,3.2,5.720387322523521,38563.0,10
E,E01013057,5.025,2.7,4.0,5.719928861431358,38564.0,10
E,E01024853,5.043,3.8,3.4000000000000004,5.719476679833689,38565.0,10
E,E01017544,4.757,4.3999999999999995,3.6999999999999997,5.715568305342895,38566.0,10
E,E01009808,5.25,2.7,3.5000000000000004,5.714472666738626,38567.0,10
E,E01028460,5.27,3.2,3.2,5.7136169427126005,38568.0,10
E,E01011266,5.808,2.1,2.6,5.71338494339106,38569.0,10
E,E01030792,5.575,2.3,3.0,5.713287420985876,38570.0,10
E,E01023354,5.644,2.1999999999999997,2.9000000000000004,5.712488251385866,38571.0,10
S,S01006671,5.711197337824656,1.0,1.0,5.711197337824656,38572.0,10
E,E01014067,5.1,3.6999999999999997,3.3000000000000003,5.709369495476169,38573.0,10
E,E01004687,6.967,0.8999999999999999,0.7000000000000001,5.708566921964463,38574.0,10
E,E01006382,5.102,2.9000000000000004,3.6999999999999997,5.708314326974053,38575.0,10
E,E01019610,4.821,3.5000000000000004,4.0,5.708284291965555,38576.0,10
E,E01025729,5.285,3.3000000000000003,3.1,5.707579627056762,38577.0,10
S,S01010406,5.707151237238028,3.0,3.0,5.707151237238028,38578.0,10
S,S01013039,5.706225645257135,2.0,2.0,5.706225645257135,38579.0,10
E,E01024115,4.44,5.1,4.0,5.70593818623835,38580.0,10
E,E01032270,5.284,2.9000000000000004,3.3000000000000003,5.705500707012785,38581.0,10
E,E01023230,5.005,2.5,4.1000000000000005,5.703763877428413,38582.0,10
E,E01028719,4.813,3.6999999999999997,3.9,5.70273057486764,38583.0,10
E,E01032611,6.211,2.1,1.7000000000000002,5.702012457151223,38584.0,10
E,E01020165,4.245,5.5,4.2,5.699971375693163,38585.0,10
E,E01006147,5.298,3.2,3.1,5.699339349534246,38586.0,10
E,E01012339,4.39,3.9,4.7,5.699241329252048,38587.0,10
S,S01012828,5.698397043035979,3.0,2.0,5.698397043035979,38588.0,10
W,W01001769,1.9,2.0,2.0,5.69659757923953,38589.0,10
E,E01027655,5.849,3.5999999999999996,1.7000000000000002,5.69608008128026,38590.0,10
E,E01022439,4.704,5.3,3.3000000000000003,5.695388371302076,38591.0,10
E,E01018569,4.596,2.6,4.9,5.692810022186765,38592.0,10
E,E01016284,4.769,5.2,3.2,5.691486530116228,38593.0,10
E,E01027697,4.542,4.0,4.3,5.691481632573488,38594.0,10
E,E01017607,5.915,2.9000000000000004,1.9,5.690999029769596,38595.0,10
S,S01008502,5.685255938120205,2.0,1.0,5.685255938120205,38596.0,10
E,E01030462,4.15,6.800000000000001,3.6999999999999997,5.684512936427786,38597.0,10
E,E01022220,4.361,5.7,3.8,5.6826115949185585,38598.0,10
E,E01028091,4.834,3.5000000000000004,3.9,5.682371680340311,38599.0,10
E,E01003358,5.46,3.4000000000000004,2.6,5.681663997717553,38600.0,10
S,S01008859,5.680182174305362,6.0,2.0,5.680182174305362,38601.0,10
E,E01028596,4.923,3.6999999999999997,3.5999999999999996,5.680065160640519,38602.0,10
E,E01018416,4.432,4.3999999999999995,4.3,5.679454004668915,38603.0,10
E,E01022571,5.804,2.9000000000000004,2.1,5.676892481821044,38604.0,10
E,E01016692,4.653,5.800000000000001,3.1,5.675456520906656,38605.0,10
E,E01017483,5.17,4.2,2.8000000000000003,5.67530457771468,38606.0,10
E,E01002938,4.776,3.9,3.8,5.6746824887724046,38607.0,10
E,E01028403,4.241,4.2,4.8,5.674634987488289,38608.0,10
E,E01030606,5.481,1.7000000000000002,3.4000000000000004,5.674416054776643,38609.0,10
E,E01031998,6.385,1.6,1.5,5.673366281694278,38610.0,10
E,E01022573,4.707,3.2,4.3,5.67287515407738,38611.0,10
E,E01031531,4.817,4.5,3.4000000000000004,5.672443456469297,38612.0,10
E,E01025783,4.773,3.9,3.8,5.672355485083026,38613.0,10
E,E01023802,4.699,4.8,3.5000000000000004,5.671882819495774,38614.0,10
E,E01011213,4.542,3.1,4.7,5.670551168101969,38615.0,10
E,E01031256,5.332,2.3,3.4000000000000004,5.668785299263128,38616.0,10
E,E01017897,4.971,4.6,3.0,5.666235095583657,38617.0,10
E,E01023379,4.672,3.9,4.0,5.666005616099067,38618.0,10
E,E01022111,4.412,5.0,4.0,5.665895524961005,38619.0,10
E,E01019684,4.271,5.2,4.2,5.665166860471646,38620.0,10
E,E01022461,5.413,3.3000000000000003,2.7,5.662879940686695,38621.0,10
E,E01031155,5.018,3.4000000000000004,3.5000000000000004,5.6627854359954775,38622.0,10
E,E01010648,5.064,3.0,3.5999999999999996,5.6611666128058715,38623.0,10
S,S01008024,5.660670439942446,0.0,1.0,5.660670439942446,38624.0,10
E,E01003473,5.269,3.6999999999999997,2.8000000000000003,5.660475898581717,38625.0,10
E,E01013380,4.732,4.3999999999999995,3.5999999999999996,5.6601803136522015,38626.0,10
E,E01027086,4.764,2.3,4.6,5.6601614654248245,38627.0,10
E,E01023516,5.2,3.2,3.2,5.659320189960451,38628.0,10
E,E01024464,5.412,2.3,3.2,5.658846142421441,38629.0,10
S,S01013071,5.658694860181548,2.0,2.0,5.658694860181548,38630.0,10
E,E01031915,4.447,5.4,3.6999999999999997,5.658350859205383,38631.0,10
E,E01002434,5.524,3.0,2.6,5.658010902385002,38632.0,10
S,S01007129,5.657531384773485,1.0,2.0,5.657531384773485,38633.0,10
E,E01022496,5.474,3.5999999999999996,2.4,5.657178680062528,38634.0,10
S,S01012557,5.656481783395968,3.0,3.0,5.656481783395968,38635.0,10
E,E01030682,5.218,3.5000000000000004,3.0,5.65626150406775,38636.0,10
E,E01005046,4.497,3.5999999999999996,4.5,5.655273325085304,38637.0,10
E,E01031225,4.707,3.1,4.3,5.654551193900893,38638.0,10
E,E01026307,4.377,3.6999999999999997,4.7,5.652509726245106,38639.0,10
E,E01019341,5.193,2.1999999999999997,3.6999999999999997,5.6506323843164425,38640.0,10
E,E01011696,4.885,3.1,3.9,5.648634902353789,38641.0,10
S,S01013019,5.648465870427798,2.0,1.0,5.648465870427798,38642.0,10
E,E01024977,5.347,3.5000000000000004,2.7,5.648333779873354,38643.0,10
E,E01027606,4.069,3.8,5.3,5.647905739987415,38644.0,10
E,E01015909,4.895,5.800000000000001,2.5,5.647190386174518,38645.0,10
S,S01009794,5.646607491385872,3.0,3.0,5.646607491385872,38646.0,10
S,S01008132,5.64562507794831,4.0,4.0,5.64562507794831,38647.0,10
E,E01011452,5.719,2.3,2.5,5.645002126679944,38648.0,10
E,E01031879,6.228,2.5,1.3,5.644509474980122,38649.0,10
E,E01028668,5.46,2.6,2.9000000000000004,5.643061199143305,38650.0,10
S,S01008060,5.643034879301682,3.0,2.0,5.643034879301682,38651.0,10
E,E01003813,4.739,2.9000000000000004,4.3,5.642724646234618,38652.0,10
E,E01011088,4.711,4.0,3.8,5.642588035679038,38653.0,10
E,E01021557,4.851,3.8,3.5999999999999996,5.642541032271936,38654.0,10
E,E01020413,4.592,4.3,3.9,5.641251730809056,38655.0,10
E,E01017563,4.709,4.0,3.8,5.6410366998861186,38656.0,10
E,E01022553,4.847,3.8,3.5999999999999996,5.6394383606861,38657.0,10
E,E01028845,4.702,4.6,3.5000000000000004,5.637561902832182,38658.0,10
E,E01012490,4.422,4.8,4.0,5.637004283572624,38659.0,10
S,S01008386,5.636860600820608,4.0,2.0,5.636860600820608,38660.0,10
E,E01029168,4.958,3.9,3.3000000000000003,5.635872574531924,38661.0,10
E,E01024114,4.33,4.2,4.5,5.635680547435522,38662.0,10
E,E01002286,5.332,2.9000000000000004,3.0,5.634743883205189,38663.0,10
E,E01030966,4.355,3.3000000000000003,4.9,5.634141780375485,38664.0,10
E,E01020242,4.184,5.2,4.3,5.633680047758903,38665.0,10
E,E01000897,5.398,3.0,2.8000000000000003,5.63226933598956,38666.0,10
E,E01019413,4.931,3.2,3.6999999999999997,5.6306469972089745,38667.0,10
S,S01008432,5.624769657904013,1.0,3.0,5.624769657904013,38668.0,10
E,E01023444,4.688,4.0,3.8,5.624747674060474,38669.0,10
E,E01003874,5.246,3.5999999999999996,2.8000000000000003,5.624311576786668,38670.0,10
E,E01023211,5.105,4.0,2.9000000000000004,5.62423453837107,38671.0,10
S,S01012569,5.62269992909287,2.0,2.0,5.62269992909287,38672.0,10
E,E01024837,4.543,4.2,4.0,5.620916337985279,38673.0,10
E,E01032850,5.452,2.5,2.9000000000000004,5.618531895795144,38674.0,10
E,E01013556,4.891,3.1,3.8,5.617292615453332,38675.0,10
E,E01010207,4.773,3.4000000000000004,3.9,5.61673197847981,38676.0,10
E,E01015434,5.194,2.6,3.4000000000000004,5.616715010081206,38677.0,10
E,E01024755,5.54,2.5,2.7,5.614798082125132,38678.0,10
E,E01023072,5.024,3.5000000000000004,3.3000000000000003,5.613770814992291,38679.0,10
E,E01028696,4.795,2.7,4.2,5.613517833804151,38680.0,10
E,E01007262,4.956,3.0,3.6999999999999997,5.613390774267485,38681.0,10
E,E01027275,4.555,4.1000000000000005,4.0,5.611900392566305,38682.0,10
E,E01003403,5.764,3.5000000000000004,1.7000000000000002,5.611824349904735,38683.0,10
E,E01003748,4.929,3.1,3.6999999999999997,5.610771701239571,38684.0,10
E,E01003883,4.784,4.3,3.4000000000000004,5.610198495533169,38685.0,10
S,S01011468,5.610147519705551,2.0,2.0,5.610147519705551,38686.0,10
E,E01026836,5.65,2.4,2.5,5.60980500200074,38687.0,10
E,E01005815,4.624,3.5999999999999996,4.1000000000000005,5.609797970818777,38688.0,10
E,E01014617,5.37,2.4,3.1,5.608595756667425,38689.0,10
S,S01010413,5.608501654731492,2.0,3.0,5.608501654731492,38690.0,10
E,E01009470,5.369,2.4,3.1,5.607820088770965,38691.0,10
E,E01014713,4.734,4.3,3.5000000000000004,5.607411394989419,38692.0,10
E,E01033190,4.383,4.8,4.0,5.606753235610713,38693.0,10
E,E01003797,5.944,2.9000000000000004,1.6,5.605504515929273,38694.0,10
S,S01007941,5.604868772000035,2.0,2.0,5.604868772000035,38695.0,10
E,E01013527,5.783,2.0,2.4,5.603676697244665,38696.0,10
E,E01013068,3.94,3.9,5.4,5.6021648357998695,38697.0,10
E,E01001101,5.124,2.6,3.5000000000000004,5.59841455160827,38698.0,10
E,E01017447,4.344,5.3,3.8,5.596129399972805,38699.0,10
E,E01013574,5.194,1.7000000000000002,3.8,5.595784545609685,38700.0,10
E,E01027046,4.226,5.4,4.0,5.594917136925524,38701.0,10
S,S01007608,5.594787532486988,2.0,4.0,5.594787532486988,38702.0,10
E,E01000460,5.115,3.4000000000000004,3.1,5.594040044835173,38703.0,10
E,E01032284,4.997,3.6999999999999997,3.2,5.5934794078616505,38704.0,10
E,E01020682,4.327,3.0,5.0,5.593447493024379,38705.0,10
S,S01011330,5.5922913699729255,4.0,4.0,5.5922913699729255,38706.0,10
E,E01030203,4.714,4.3,3.5000000000000004,5.5918980370602345,38707.0,10
S,S01012230,5.590639970694567,1.0,2.0,5.590639970694567,38708.0,10
E,E01013544,5.223,3.1,3.0,5.5868440028441,38709.0,10
E,E01031638,4.987,3.9,3.1,5.586374354970816,38710.0,10
E,E01020366,4.661,3.9,3.8,5.585480680679588,38711.0,10
E,E01015431,6.109,1.3,2.0,5.5842915331381295,38712.0,10
