lsoa,pop
E01032734,"1,930"
E01016610,"2,763"
E01016611,"1,433"
E01016612,"2,372"
E01016613,"1,594"
E01016614,"1,614"
E01016615,"1,598"
E01016616,"1,652"
E01016617,"2,030"
E01016618,"1,463"
E01016619,"1,626"
E01016620,"1,473"
E01016621,"1,568"
E01016622,"1,163"
E01016623,"1,483"
E01016624,"1,360"
E01016625,"1,889"
E01016626,"2,119"
E01016627,"1,961"
E01016628,"1,971"
E01016629,"1,434"
E01016630,"1,490"
E01016631,"1,398"
E01016632,"1,850"
E01016633,"1,371"
E01016634,"1,941"
E01016635,"1,419"
E01016636,"1,617"
E01016637,"1,084"
E01016638,"1,362"
E01016639,"1,584"
E01016640,"1,589"
E01016641,"1,662"
E01016642,"1,126"
E01016643,"1,398"
E01016644,"1,545"
E01016645,"1,585"
E01016646,"1,667"
E01016647,"1,969"
E01016648,"1,564"
E01016649,"1,448"
E01016651,"1,474"
E01016652,"1,307"
E01016653,"1,401"
E01016654,"1,418"
E01016655,"1,384"
E01016656,"1,513"
E01016657,"1,460"
E01016658,"2,046"
E01016659,"1,453"
E01016660,"1,729"
E01016661,"1,261"
E01016662,"1,963"
E01016663,"1,554"
E01016664,"1,328"
E01016665,"1,707"
E01016666,"1,470"
E01016668,"1,777"
E01016669,"2,038"
E01016670,"2,756"
E01016671,"1,855"
E01016672,"2,287"
E01016673,"1,859"
E01016674,"1,524"
E01016675,"1,032"
E01016676,"1,517"
E01016677,"1,571"
E01016678,"1,479"
E01016679,"2,238"
E01016680,"1,477"
E01016682,"2,893"
E01016683,"2,494"
E01016684,"1,554"
E01016685,"1,716"
E01016686,"1,192"
E01016687,"1,348"
E01016688,"1,951"
E01016689,"1,416"
E01016690,"1,920"
E01016691,"1,312"
E01016692,"1,515"
E01016693,"1,372"
E01016694,"1,620"
E01016695,"1,662"
E01016696,"1,729"
E01016699,"1,723"
E01016700,"2,020"
E01016701,"1,960"
E01016702,"1,908"
E01016703,"2,390"
E01016704,"2,110"
E01016705,"1,730"
E01016706,"1,686"
E01016707,"1,671"
E01016708,"1,528"
E01016709,"1,449"
E01032758,"2,393"
E01032759,"1,954"
E01032761,"4,260"
E01032763,"3,530"
E01016710,"1,848"
E01016711,"2,792"
E01016713,"1,737"
E01016714,"2,059"
E01016715,"1,638"
E01016716,"2,398"
E01016717,"1,464"
E01016718,"1,842"
E01016719,"1,369"
E01016720,"1,572"
E01016721,"1,807"
E01016722,"1,584"
E01016723,"1,661"
E01016724,"1,869"
E01016725,"1,672"
E01016726,"1,890"
E01016727,"1,689"
E01016728,"2,046"
E01016729,"2,227"
E01016731,"1,461"
E01016732,"1,370"
E01016733,"2,033"
E01016734,"1,252"
E01016735,"2,696"
E01016736,"1,426"
E01016737,"1,580"
E01016738,"1,912"
E01016739,"1,508"
E01016740,"1,301"
E01016741,"1,739"
E01016742,"1,679"
E01016743,"4,062"
E01016744,"1,726"
E01016745,"1,569"
E01016746,"1,803"
E01016748,"2,042"
E01016750,"1,572"
E01016751,"1,634"
E01016752,"1,621"
E01016753,"2,189"
E01016754,"1,601"
E01016755,"1,886"
E01016756,"2,252"
E01016757,"1,513"
E01016758,"1,695"
E01016759,"1,298"
E01016760,"4,347"
E01016761,"1,273"
E01016762,"1,279"
E01016763,"1,325"
E01016764,"1,344"
E01016765,"1,594"
E01016766,"1,309"
E01016767,"1,250"
E01016768,"2,216"
E01016769,"1,334"
E01016770,"1,689"
E01016771,"1,384"
E01016772,"1,311"
E01016773,"1,732"
E01016774,"1,779"
E01016775,"1,670"
E01016776,"1,358"
E01016777,"1,560"
E01016778,"1,763"
E01016780,"1,659"
E01016781,"1,394"
E01016783,"1,829"
E01016784,"1,686"
E01016786,"1,408"
E01016787,"1,687"
E01016788,"1,467"
E01016789,"1,276"
E01016790,"1,381"
E01016791,"1,303"
E01016792,"1,216"
E01016793,"2,010"
E01016794,"1,514"
E01016795,"1,493"
E01016796,"1,463"
E01016797,"1,643"
E01016798,"1,747"
E01016799,"1,800"
E01016800,"1,719"
E01016801,"1,270"
E01016802,"1,302"
E01016803,"1,274"
E01016804,"1,730"
E01016805,"1,260"
E01016806,"1,952"
E01016807,"1,646"
E01016808,"1,339"
E01016809,"1,376"
E01016810,"1,423"
E01016811,"1,638"
E01016812,"1,452"
E01016813,"1,390"
E01016814,"2,683"
E01016815,"1,304"
E01016816,"1,396"
E01016817,"1,553"
E01016818,"1,729"
E01016819,"1,205"
E01016820,"1,936"
E01016821,"1,439"
E01016822,"1,540"
E01016823,"1,732"
E01016824,"1,613"
E01016825,"1,494"
E01016826,"1,350"
E01016827,"1,685"
E01016828,"1,745"
E01016829,"1,715"
E01016830,"1,162"
E01016831,"1,512"
E01016832,"1,232"
E01016833,"1,220"
E01016834,"1,579"
E01016835,"1,721"
E01016836,"1,623"
E01016837,"1,894"
E01016838,"1,602"
E01016839,"1,699"
E01016840,"3,576"
E01016841,"2,598"
E01016842,"1,662"
E01016843,"1,608"
E01016844,"1,548"
E01016845,"1,957"
E01016846,"1,696"
E01016847,"2,032"
E01016848,"1,510"
E01033497,"1,483"
E01033498,"1,713"
E01033499,"1,866"
E01033500,"1,676"
E01033501,"2,396"
E01033503,"2,374"
E01033505,"3,102"
E01033506,"1,969"
E01033508,"2,881"
E01033509,"5,818"
E01033511,"1,627"
E01033512,"3,091"
E01033514,"1,622"
E01033515,"1,967"
E01033517,"1,761"
E01033519,"2,394"
E01033520,"1,759"
E01033522,"2,152"
E01033523,"1,522"
E01033525,"2,886"
E01016849,"1,714"
E01016850,"1,898"
E01016851,"2,011"
E01016852,"1,883"
E01016853,"2,195"
E01016854,"1,774"
E01016855,"1,658"
E01016856,"1,646"
E01016857,"1,634"
E01016858,"1,631"
E01016859,"1,531"
E01016860,"1,731"
E01016861,"1,621"
E01016862,"1,516"
E01016863,"1,532"
E01016864,"1,470"
E01016865,"1,551"
E01016866,"1,467"
E01016867,"1,336"
E01016868,"1,650"
E01016869,"1,995"
E01016870,"1,641"
E01016871,"1,873"
E01016872,"2,002"
E01016873,"1,748"
E01016874,"1,886"
E01016875,"1,646"
E01016876,"1,765"
E01016877,"2,010"
E01016878,"2,000"
E01016879,"1,516"
E01016880,"1,393"
E01016881,"1,467"
E01016882,"1,452"
E01016883,"1,453"
E01016884,"1,635"
E01016885,"1,424"
E01016886,"1,553"
E01016887,"1,427"
E01016888,"1,528"
E01016889,"1,981"
E01016890,"2,095"
E01016891,"2,128"
E01016892,"1,906"
E01016893,"2,048"
E01016894,"2,001"
E01016895,"1,696"
E01016896,"1,819"
E01016897,"1,999"
E01016898,"2,737"
E01016899,"4,561"
E01016900,"1,784"
E01016901,"1,781"
E01016902,"1,645"
E01016903,"1,997"
E01016904,"1,702"
E01016905,"1,914"
E01016906,"1,573"
E01016907,"1,907"
E01016908,"1,542"
E01016909,"2,033"
E01016910,"1,522"
E01016911,"1,500"
E01016912,"2,177"
E01016913,"2,108"
E01016914,"2,702"
E01016915,"1,708"
E01016916,"1,351"
E01016917,"1,393"
E01016918,"1,471"
E01016919,"1,308"
E01016920,"1,560"
E01016921,"1,630"
E01016922,"1,255"
E01016923,"1,674"
E01016924,"1,462"
E01016925,"1,532"
E01016926,"1,605"
E01016927,"1,588"
E01016928,"1,698"
E01016929,"1,601"
E01016930,"1,848"
E01016931,"1,598"
E01016932,"1,721"
E01016933,"1,525"
E01016934,"1,314"
E01016935,"1,713"
E01016936,"1,842"
E01016937,"1,968"
E01016938,"2,045"
E01016939,"1,620"
E01016940,"1,515"
E01016941,"2,189"
E01016942,"2,025"
E01016943,"1,592"
E01016944,"1,648"
E01016945,"1,771"
E01016946,"1,598"
E01016947,"1,885"
E01016948,"1,804"
E01016949,"1,772"
E01016950,"1,974"
E01016951,"1,733"
E01016952,"2,268"
E01016953,"1,812"
E01016954,"2,103"
E01016955,"2,096"
E01016956,"1,501"
E01016957,"2,256"
E01016958,"1,806"
E01016959,"1,448"
E01016960,"1,787"
E01016961,"1,949"
E01016962,"1,643"
E01016963,"1,934"
E01016964,"2,986"
E01016966,"2,011"
E01016967,"2,085"
E01016968,"1,723"
E01016969,"2,196"
E01016970,"1,781"
E01016971,"2,391"
E01016972,"2,087"
E01016973,"1,461"
E01016974,"1,841"
E01016975,"1,576"
E01016976,"1,619"
E01016977,"1,674"
E01016978,"1,665"
E01016979,"1,815"
E01016980,"1,648"
E01016981,"1,620"
E01016982,"1,334"
E01016983,"1,527"
E01016984,"1,516"
E01016985,"1,621"
E01016986,"1,738"
E01016987,"1,874"
E01016988,"1,580"
E01016989,"1,572"
E01016990,"1,803"
E01016991,"1,793"
E01016992,"1,685"
E01016993,"1,469"
E01016994,"1,736"
E01016995,"1,680"
E01016996,"1,801"
E01016997,"1,660"
E01016998,"1,479"
E01016999,"1,509"
E01017000,"1,863"
E01017001,"1,558"
E01017002,"1,878"
E01017003,"1,610"
E01017004,"1,872"
E01017005,"1,806"
E01017006,"1,621"
E01017007,"1,609"
E01017008,"1,734"
E01017009,"1,489"
E01017010,"1,764"
E01017011,"1,366"
E01017012,"1,889"
E01033328,"1,401"
E01033329,"2,009"
E01017013,"1,808"
E01017014,"1,539"
E01017015,"1,495"
E01017016,"1,593"
E01017017,"1,393"
E01017018,"1,579"
E01017019,"1,794"
E01017020,"2,481"
E01017021,"1,401"
E01017022,"1,464"
E01017023,"1,723"
E01017024,"1,876"
E01017025,"1,992"
E01017026,"2,029"
E01017027,"1,786"
E01017028,"2,077"
E01017029,"1,697"
E01017030,"1,961"
E01017031,"2,058"
E01017032,"3,676"
E01017034,"3,582"
E01017035,"2,286"
E01017036,"1,685"
E01017037,"1,690"
E01017038,"1,853"
E01017039,"1,892"
E01017040,"1,521"
E01017041,"1,432"
E01017042,"1,438"
E01017043,"1,442"
E01017044,"1,438"
E01017045,"1,366"
E01017046,"1,656"
E01017047,"1,572"
E01017048,"1,539"
E01017049,"1,489"
E01017050,"1,830"
E01017051,"2,137"
E01017052,"1,480"
E01017053,"1,506"
E01017054,"1,407"
E01017055,"1,618"
E01017056,"1,304"
E01017057,"1,496"
E01017058,"2,035"
E01017059,"1,549"
E01017060,"1,851"
E01017061,"1,681"
E01017062,"1,602"
E01017063,"1,466"
E01017064,"1,740"
E01017066,"1,853"
E01017067,"1,436"
E01017068,"1,740"
E01017069,"1,787"
E01017070,"1,555"
E01017071,"1,800"
E01017072,"1,491"
E01017073,"1,982"
E01017074,"2,079"
E01017075,"1,678"
E01017076,"1,669"
E01017077,"1,812"
E01017078,"1,559"
E01017079,"1,585"
E01017080,"2,187"
E01017081,"1,750"
E01017082,"1,890"
E01017083,"1,684"
E01017084,"1,353"
E01017085,"1,406"
E01017086,"1,262"
E01017087,"1,352"
E01017088,"1,715"
E01017089,"1,579"
E01017090,"1,799"
E01017091,"1,630"
E01017092,"1,480"
E01017093,"1,361"
E01017094,"1,483"
E01017095,"1,800"
E01017096,"1,393"
E01017097,"1,629"
E01017098,"1,453"
E01017099,"2,595"
E01017100,"1,412"
E01017101,"1,531"
E01017102,"1,778"
E01017103,"1,205"
E01017104,"1,214"
E01017105,"1,545"
E01017106,"1,531"
E01017107,"1,652"
E01017108,"1,616"
E01017109,"1,371"
E01017110,"1,520"
E01017111,"1,678"
E01017112,"1,809"
E01017113,"1,531"
E01017114,"1,553"
E01017115,"1,362"
E01017116,"1,837"
E01017117,"1,500"
E01017118,"1,326"
E01017119,"1,729"
E01017120,"1,565"
E01017121,"1,711"
E01017122,"1,610"
E01017123,"2,119"
E01017124,"1,651"
E01017125,"1,995"
E01017126,"1,772"
E01017127,"2,128"
E01017128,"1,732"
E01017129,"1,952"
E01017130,"2,378"
E01017131,"1,962"
E01017132,"2,311"
E01017133,"2,029"
E01017135,"1,730"
E01032604,"1,571"
E01033380,"1,939"
E01033381,"2,205"
E01033383,"1,488"
E01033384,"1,525"
E01017136,"1,891"
E01017137,"2,270"
E01017138,"2,727"
E01017139,"2,747"
E01017140,"4,221"
E01017142,"2,380"
E01017144,"1,382"
E01017145,"1,396"
E01017146,"3,498"
E01017147,"1,379"
E01017148,"1,230"
E01017149,"1,493"
E01017150,"1,620"
E01017151,"1,591"
E01017152,"1,646"
E01017153,"1,862"
E01017154,"2,342"
E01017155,"1,841"
E01017156,"1,898"
E01017157,"1,758"
E01017158,"2,304"
E01017159,"1,666"
E01017160,"1,790"
E01017162,"1,320"
E01017163,"1,592"
E01017164,"1,459"
E01017165,"1,441"
E01017166,"1,724"
E01017167,"1,628"
E01017168,"1,740"
E01017169,"1,647"
E01017170,"1,570"
E01017171,"1,896"
E01017172,"1,980"
E01017173,"1,493"
E01017174,"1,385"
E01017175,"1,483"
E01017176,"1,576"
E01017177,"1,597"
E01017178,"1,525"
E01017179,"1,390"
E01017180,"1,410"
E01017181,"1,396"
E01017182,"1,312"
E01017183,"1,603"
E01017184,"1,385"
E01017185,"1,747"
E01017186,"1,583"
E01017187,"1,581"
E01017188,"1,705"
E01017189,"1,675"
E01017190,"1,759"
E01017191,"1,846"
E01017192,"2,218"
E01017193,"1,644"
E01017194,"2,113"
E01017195,"2,036"
E01017196,"2,245"
E01017197,"1,472"
E01017198,"1,348"
E01017199,"1,556"
E01017200,"1,753"
E01017201,"1,161"
E01017202,"1,656"
E01017203,"1,624"
E01017204,"1,476"
E01017205,"1,534"
E01017206,"1,651"
E01017207,"1,661"
E01017208,"1,391"
E01017209,"1,401"
E01017210,"1,700"
E01017211,"1,738"
E01017212,"1,350"
E01017213,"1,670"
E01017214,"1,568"
E01017215,"1,623"
E01017216,"1,393"
E01017217,"1,629"
E01017218,"1,361"
E01017219,"1,772"
E01017220,"1,873"
E01017221,"1,680"
E01017222,"1,445"
E01017223,"1,676"
E01017224,"1,315"
E01017225,"1,480"
E01017226,"1,598"
E01017227,"1,482"
E01017228,"1,603"
E01017231,"1,902"
E01017232,"1,252"
E01017233,"1,629"
E01017234,"2,038"
E01017235,"1,831"
E01017236,"1,497"
E01017237,"1,499"
E01017238,"1,912"
E01017239,"1,556"
E01017240,"1,367"
E01017241,"1,355"
E01017242,"1,831"
E01017243,"1,696"
E01017244,"1,381"
E01017245,"1,517"
E01017246,"2,123"
E01017247,"1,705"
E01017248,"1,565"
E01017249,"1,316"
E01017250,"1,585"
E01017251,"1,639"
E01017252,"1,548"
E01017253,"1,705"
E01017254,"1,700"
E01017255,"1,558"
E01017256,"1,934"
E01017257,"1,494"
E01017258,"1,494"
E01017259,"1,307"
E01017260,"1,353"
E01017261,"1,599"
E01017262,"1,249"
E01017263,"1,415"
E01017264,"2,906"
E01017265,"1,672"
E01017266,"1,550"
E01017267,"1,265"
E01017270,"1,242"
E01017271,"1,144"
E01017272,"1,386"
E01017273,"1,458"
E01017274,"1,412"
E01017275,"1,735"
E01017276,"1,878"
E01017277,"1,431"
E01017278,"2,362"
E01017279,"1,659"
E01017280,"1,471"
E01017281,"1,689"
E01032738,"2,226"
E01032745,"2,677"
E01032746,"1,727"
E01032748,"1,804"
E01032750,"2,048"
E01032751,"1,728"
E01032753,"2,373"
E01032755,"1,138"
E01032756,"3,711"
E01017282,"1,381"
E01017283,"1,691"
E01017284,"1,682"
E01017285,"1,983"
E01017286,"1,612"
E01017287,"1,633"
E01017288,"1,164"
E01017289,"2,078"
E01017290,"1,248"
E01017291,"1,203"
E01017292,"1,853"
E01017293,"2,003"
E01017294,"1,596"
E01017295,"1,243"
E01017296,"1,307"
E01017297,"1,470"
E01017298,"1,559"
E01017299,"1,218"
E01017300,"2,203"
E01017301,"1,197"
E01017302,"1,863"
E01017303,"1,187"
E01017304,"1,357"
E01017305,"1,533"
E01017306,"1,348"
E01017307,"2,300"
E01017308,"1,681"
E01017309,"1,614"
E01017310,"1,496"
E01017311,"1,561"
E01017312,"1,758"
E01017315,"1,525"
E01017316,"1,865"
E01017317,"1,437"
E01017318,"1,203"
E01017319,"1,388"
E01017320,"1,100"
E01017321,"1,458"
E01017322,"1,412"
E01017323,"1,133"
E01017324,"1,392"
E01017325,"1,324"
E01017326,"1,741"
E01017327,"1,585"
E01017328,"1,382"
E01017329,"2,326"
E01017331,"1,787"
E01017332,"1,816"
E01017333,"2,443"
E01017334,"1,777"
E01017335,"1,590"
E01017336,"1,696"
E01017337,"1,685"
E01017338,"1,397"
E01017339,"1,774"
E01017340,"1,724"
E01017341,"1,718"
E01017342,"1,681"
E01017343,"1,284"
E01017344,"1,807"
E01017345,"2,180"
E01017346,"1,497"
E01017347,"1,662"
E01017348,"1,499"
E01017349,"2,260"
E01017350,"1,931"
E01017351,"1,478"
E01017352,"1,153"
E01017353,"1,222"
E01017354,"1,115"
E01017355,"1,584"
E01017356,"1,594"
E01017357,"1,542"
E01017358,"1,260"
E01017359,"1,509"
E01017360,"1,713"
E01017361,"1,371"
E01017362,"1,469"
E01017363,"1,501"
E01017364,"1,459"
E01017365,"1,371"
E01017366,"1,478"
E01017367,"1,935"
E01017368,"1,602"
E01017369,"1,492"
E01017370,"1,720"
E01033229,"1,779"
E01033237,"1,674"
E01033239,"2,249"
E01020590,"1,271"
E01020591,"1,418"
E01020592,"1,619"
E01020593,"1,277"
E01020594,"1,630"
E01020595,"1,763"
E01020596,"1,648"
E01020597,"1,417"
E01020598,"1,716"
E01020599,"1,759"
E01020600,"1,481"
E01020601,"1,473"
E01020602,"1,809"
E01020603,"1,722"
E01020604,"1,388"
E01020605,"1,721"
E01020606,"1,415"
E01020607,"1,756"
E01020608,"1,814"
E01020609,"1,299"
E01020610,"1,474"
E01020611,"1,520"
E01020612,"1,582"
E01020613,"1,343"
E01020614,"1,359"
E01020615,"1,744"
E01020616,"1,676"
E01020617,"2,413"
E01020618,"1,821"
E01020619,"1,584"
E01020620,"1,626"
E01020621,"2,010"
E01020622,"1,539"
E01020623,"1,535"
E01020624,"1,569"
E01020625,"1,771"
E01020626,"1,513"
E01020627,"1,472"
E01020628,"1,833"
E01020629,"1,714"
E01020630,"1,398"
E01020631,"1,615"
E01020632,"1,679"
E01020633,"1,703"
E01020634,"1,676"
E01020635,"1,352"
E01020636,"1,744"
E01020637,"1,614"
E01020638,"1,601"
E01020639,"1,696"
E01020640,"2,259"
E01020641,"2,184"
E01020642,"1,348"
E01020643,"2,174"
E01020644,"3,774"
E01020645,"1,592"
E01020646,"1,644"
E01020647,"2,099"
E01020648,"2,569"
E01020649,"1,625"
E01020650,"2,511"
E01020651,"1,668"
E01020652,"2,133"
E01020653,"1,555"
E01020654,"1,852"
E01020655,"2,032"
E01020656,"1,518"
E01020657,"1,491"
E01020658,"1,912"
E01020659,"1,439"
E01020660,"1,677"
E01020661,"1,985"
E01020662,"1,755"
E01020663,"1,839"
E01020664,"1,489"
E01020665,"1,368"
E01020666,"1,376"
E01020667,"1,530"
E01020668,"1,412"
E01020669,"1,521"
E01020670,"1,550"
E01020671,"1,243"
E01020672,"1,707"
E01020673,"1,514"
E01020674,"1,661"
E01020675,"1,748"
E01020676,"1,501"
E01020677,"1,502"
E01020678,"1,298"
E01020679,"1,522"
E01020680,"1,667"
E01020681,"1,527"
E01020682,"1,800"
E01020683,"1,582"
E01020684,"3,023"
E01020685,"1,662"
E01020686,"1,540"
E01020687,"1,372"
E01020688,"1,472"
E01020689,"1,529"
E01020690,"1,262"
E01020691,"1,362"
E01020692,"1,423"
E01020693,"1,731"
E01020694,"1,462"
E01020695,"2,037"
E01020696,"1,286"
E01020697,"1,749"
E01020698,"1,602"
E01020699,"1,327"
E01020700,"1,494"
E01020701,"1,377"
E01020702,"3,310"
E01020703,"3,650"
E01020704,"2,914"
E01020705,"1,634"
E01020706,"1,797"
E01020708,"1,313"
E01020709,"2,859"
E01020710,"1,707"
E01020711,"1,878"
E01020712,"2,200"
E01020713,"3,328"
E01020714,"1,537"
E01020715,"2,889"
E01020716,"1,673"
E01020717,"1,612"
E01020718,"1,335"
E01020719,"1,258"
E01020720,"1,444"
E01020721,"1,146"
E01020722,"2,214"
E01020723,"2,206"
E01020724,"1,725"
E01020725,"1,504"
E01020726,"1,220"
E01020727,"1,190"
E01020729,"2,181"
E01020730,"1,670"
E01020731,"1,417"
E01020732,"2,164"
E01020733,"1,094"
E01020734,"1,206"
E01020735,"1,435"
E01020736,"1,185"
E01020737,"1,383"
E01020738,944
E01020739,"1,240"
E01020740,"1,432"
E01020741,"1,237"
E01020742,"1,718"
E01020743,"1,512"
E01020744,963
E01020745,"1,280"
E01020746,"1,112"
E01020747,"1,299"
E01020748,"1,261"
E01020749,"1,327"
E01020750,"1,146"
E01020751,"1,767"
E01020752,"1,122"
E01020753,"1,879"
E01020754,"1,386"
E01020756,"1,460"
E01020757,"1,122"
E01020758,"1,383"
E01020759,"1,257"
E01020760,"1,889"
E01020761,"1,606"
E01020762,"1,490"
E01020763,"1,871"
E01020764,"1,170"
E01020765,"1,605"
E01020766,"1,325"
E01020767,"1,773"
E01020768,"1,517"
E01020769,"1,260"
E01020770,"1,163"
E01020771,"1,076"
E01020772,"2,014"
E01020773,"1,426"
E01020775,"1,692"
E01020776,"1,845"
E01020777,"1,384"
E01020778,"1,111"
E01020779,"1,526"
E01020780,"1,300"
E01020781,"1,110"
E01020782,"1,282"
E01020783,"1,282"
E01020784,"1,608"
E01020786,"1,564"
E01020787,"1,761"
E01020788,"1,488"
E01020789,"1,609"
E01020790,"1,259"
E01020791,"1,391"
E01020792,"1,540"
E01020793,"1,707"
E01020794,"1,819"
E01020795,"1,813"
E01020796,"1,297"
E01020797,"2,481"
E01020798,"1,479"
E01020799,"1,329"
E01020801,"1,437"
E01020802,"1,882"
E01020803,"2,495"
E01020805,"1,936"
E01020806,"1,301"
E01020807,"1,213"
E01020808,"1,414"
E01020809,"1,406"
E01020810,"1,284"
E01020811,"1,290"
E01020812,"1,470"
E01020813,"1,198"
E01020814,"1,368"
E01020815,"1,215"
E01020816,"1,403"
E01020817,"1,288"
E01020818,"1,423"
E01020819,"1,051"
E01020820,"1,923"
E01020821,"2,081"
E01020822,"1,930"
E01020823,"1,756"
E01020824,"1,547"
E01020825,"1,635"
E01020826,"1,491"
E01020827,"1,790"
E01020828,"1,597"
E01020829,"2,342"
E01020830,"1,611"
E01020831,"1,398"
E01020832,"1,484"
E01020833,"1,230"
E01020834,"1,241"
E01020835,"1,525"
E01020836,"2,711"
E01020837,"1,582"
E01020838,"1,745"
E01020839,"1,625"
E01020840,"1,874"
E01020841,"1,772"
E01020842,"2,932"
E01020843,"1,566"
E01020844,"1,484"
E01020845,"1,368"
E01020846,"1,240"
E01020847,"1,545"
E01020848,"1,137"
E01020849,"1,334"
E01020850,"2,388"
E01020851,"1,365"
E01020852,"1,708"
E01020853,"1,779"
E01020854,"2,581"
E01020855,"1,188"
E01020856,"1,530"
E01020857,"1,483"
E01020858,"1,124"
E01020859,"1,169"
E01020860,"1,103"
E01020861,"1,221"
E01020862,"2,387"
E01020863,"1,392"
E01020864,"1,997"
E01020865,"1,291"
E01020866,976
E01020867,"2,197"
E01020868,"2,062"
E01020869,"1,405"
E01020870,"1,291"
E01020871,"1,357"
E01020872,"1,747"
E01020873,"1,435"
E01020874,"1,598"
E01020875,"1,363"
E01020876,"1,770"
E01020877,"1,507"
E01020878,"1,814"
E01020879,"2,156"
E01020880,"1,562"
E01020881,"1,311"
E01020882,"1,497"
E01020883,"1,637"
E01020884,"1,263"
E01020885,"1,186"
E01020886,"1,308"
E01020887,"1,985"
E01020888,"1,964"
E01020889,"1,364"
E01020890,"1,785"
E01020891,"1,610"
E01020892,"1,092"
E01020893,"1,908"
E01020894,"1,248"
E01020895,"1,486"
E01020896,"1,341"
E01020897,"2,818"
E01020898,"1,533"
E01020899,"1,330"
E01020900,"1,687"
E01020901,"1,412"
E01020902,"1,464"
E01020903,"1,112"
E01020904,"1,679"
E01020905,"1,531"
E01020906,"1,693"
E01020907,"1,680"
E01020908,"1,373"
E01020909,"1,763"
E01033161,"1,673"
E01033163,"2,230"
E01033164,"1,830"
E01033195,"1,312"
E01033197,"3,819"
E01033198,"1,462"
E01033202,"1,147"
E01033203,"2,675"
E01033205,"1,522"
E01033206,"1,564"
E01033221,"3,862"
E01018386,"1,697"
E01018387,"1,690"
E01018388,"1,621"
E01018389,"1,581"
E01018390,"1,643"
E01018391,"2,183"
E01018392,"1,800"
E01018393,"2,985"
E01018394,"2,369"
E01018395,"1,800"
E01018396,"1,397"
E01018397,"1,946"
E01018398,"1,418"
E01018399,"1,692"
E01018400,"2,453"
E01018401,"1,558"
E01018402,"1,957"
E01018403,"2,096"
E01018404,"1,384"
E01018405,"1,213"
E01018406,"1,392"
E01018407,"1,391"
E01018408,"1,624"
E01018409,"1,818"
E01018410,"1,497"
E01018411,"2,266"
E01018412,"1,514"
E01018413,"1,372"
E01018414,"1,509"
E01018415,"1,630"
E01018416,"1,692"
E01018417,"1,634"
E01018418,"1,518"
E01018419,"2,026"
E01018420,"1,922"
E01018421,"1,310"
E01018422,"1,344"
E01018423,"1,415"
E01018424,"1,716"
E01018425,"1,610"
E01018426,"1,604"
E01018427,"1,183"
E01018428,"1,310"
E01018429,"1,559"
E01018430,"1,318"
E01018431,"1,178"
E01018432,"1,372"
E01018433,"1,241"
E01018434,"1,367"
E01018435,"1,436"
E01018436,"1,638"
E01018437,"1,483"
E01018438,"1,307"
E01018439,"1,760"
E01018440,"2,457"
E01018441,"2,038"
E01018442,"2,639"
E01018443,"2,017"
E01018444,"2,906"
E01018445,"2,011"
E01018446,"1,341"
E01018447,"2,058"
E01018448,"1,713"
E01018449,"1,633"
E01018450,"2,604"
E01018451,"1,320"
E01018452,"1,141"
E01018454,"1,548"
E01018455,"1,305"
E01018456,"1,306"
E01018457,"1,529"
E01018458,"2,145"
E01018459,"1,447"
E01018460,"1,345"
E01018461,"1,448"
E01018462,"2,085"
E01018463,"1,462"
E01018464,"1,601"
E01018465,"3,464"
E01018466,"2,511"
E01018467,"2,957"
E01018468,"1,490"
E01018469,"1,715"
E01018470,"1,649"
E01018471,"1,389"
E01018472,"1,240"
E01018473,"1,681"
E01018474,"1,736"
E01018475,"1,690"
E01018476,"1,378"
E01018477,"1,727"
E01018478,"1,515"
E01018479,"2,038"
E01018480,"2,830"
E01018481,"2,000"
E01018482,"1,394"
E01018483,"1,422"
E01018484,"2,488"
E01018485,"1,576"
E01018486,"1,690"
E01018487,"1,827"
E01018488,"1,568"
E01018489,"1,469"
E01018490,"1,434"
E01018491,"1,428"
E01018492,"1,057"
E01018493,"1,381"
E01018494,"1,791"
E01018495,"1,347"
E01018496,"1,676"
E01018497,"1,193"
E01018498,"1,631"
E01018499,"1,526"
E01018500,"1,173"
E01018501,"1,547"
E01018502,"1,441"
E01018503,"1,652"
E01018504,"1,670"
E01018505,"1,205"
E01018506,"1,294"
E01018507,"1,380"
E01018508,"1,216"
E01018509,"1,259"
E01018510,"1,495"
E01018511,"1,427"
E01018512,"1,682"
E01018513,"1,490"
E01018514,"2,170"
E01018515,"2,336"
E01018516,"1,475"
E01018572,"1,792"
E01018573,"1,616"
E01018574,"2,071"
E01018575,"1,260"
E01018576,"1,768"
E01018577,"2,461"
E01018578,"1,218"
E01018579,"1,208"
E01018580,"1,584"
E01018581,"1,215"
E01018582,"2,069"
E01018583,"1,858"
E01018584,"1,973"
E01018585,"1,348"
E01018586,"1,856"
E01018587,"1,615"
E01018588,"1,572"
E01018589,"1,582"
E01018590,"1,914"
E01018591,"2,290"
E01018592,"1,735"
E01018593,"1,706"
E01018594,"1,737"
E01018595,"1,629"
E01018596,"1,993"
E01018597,"2,561"
E01018598,"1,625"
E01018599,"1,147"
E01018600,"1,740"
E01018601,"1,757"
E01018602,"1,835"
E01018603,"1,268"
E01018604,"1,363"
E01018605,"1,049"
E01018606,"1,522"
E01018607,"1,228"
E01018608,"1,334"
E01018609,"1,652"
E01018610,"1,972"
E01018611,"1,707"
