lsoa,pop
W01000401,"1,945"
W01000402,"2,506"
W01000403,"1,336"
W01000404,"2,152"
W01000405,"2,320"
W01000406,"2,257"
W01000407,"1,373"
W01000408,"1,142"
W01000409,"2,069"
W01000410,"1,729"
W01000411,"1,615"
W01000412,"1,589"
W01000413,"1,331"
W01000414,"1,211"
W01000415,"1,362"
W01000416,"1,215"
W01000417,"1,475"
W01000418,"1,649"
W01000419,"1,514"
W01000420,"1,425"
W01000422,"2,116"
W01000423,"2,310"
W01000424,"1,252"
W01000425,"2,251"
W01001929,"1,314"
W01001930,"2,092"
W01001931,"1,505"
W01000506,"1,331"
W01000507,"1,255"
W01000508,"1,188"
W01000509,"1,826"
W01000510,"1,178"
W01000511,"1,213"
W01000512,"1,377"
W01000513,"2,170"
W01000515,"1,298"
W01000516,"1,695"
W01000517,"1,270"
W01000518,"1,037"
W01000519,"1,656"
W01000522,"1,197"
W01000523,"1,833"
W01000524,"1,966"
W01000525,"1,192"
W01000527,"1,425"
W01000528,"1,501"
W01000529,"1,616"
W01000531,"1,780"
W01000532,"1,931"
W01000533,"1,384"
W01000534,"1,524"
W01000535,"2,065"
W01000536,"1,364"
W01000537,"1,490"
W01000538,"1,472"
W01000539,"1,181"
W01000540,"1,147"
W01000541,"1,762"
W01000542,"2,166"
W01000543,"1,977"
W01000544,987
W01000545,"2,039"
W01000546,"1,130"
W01000547,"1,088"
W01000548,"1,830"
W01000549,"1,704"
W01000550,"1,228"
W01000551,"1,373"
W01000552,"2,095"
W01001934,"4,018"
W01001935,"1,087"
W01001936,"1,576"
W01001937,"2,073"
W01000553,"1,206"
W01000554,"1,895"
W01000555,"1,539"
W01000556,"1,213"
W01000557,"1,494"
W01000558,"2,187"
W01000559,"1,456"
W01000560,"1,274"
W01000561,"1,386"
W01000562,"1,712"
W01000563,"1,157"
W01000564,"1,302"
W01000565,"1,922"
W01000566,"1,538"
W01000567,"2,037"
W01000568,"2,420"
W01000569,"1,251"
W01000570,"1,579"
W01000571,"2,344"
W01000572,"1,860"
W01000573,"2,552"
W01000574,"1,795"
W01000575,"2,697"
W01000576,"2,316"
W01000577,"1,641"
W01000578,"1,653"
W01000579,"2,496"
W01000580,"2,457"
W01000581,"1,420"
W01000582,"1,713"
W01000583,"1,397"
W01000584,"2,039"
W01000585,"1,395"
W01000586,"2,255"
W01000587,"2,145"
W01000588,"2,354"
W01000589,"1,142"
W01000590,"1,069"
W01000591,"1,773"
W01000592,"1,347"
W01000593,"2,969"
W01000594,"2,309"
W01000595,"2,199"
W01000596,"1,637"
W01000597,"1,159"
W01000598,"2,306"
W01000599,"2,032"
W01000600,"1,689"
W01000601,"1,492"
W01000602,"1,268"
W01000603,"1,871"
W01000604,"1,544"
W01000605,"1,801"
W01000606,"1,706"
W01000607,"2,438"
W01000608,"1,455"
W01000609,"2,512"
W01000610,"1,761"
W01000611,"2,065"
W01000612,"1,772"
W01000613,"2,190"
W01000614,"1,468"
W01000615,"1,444"
W01000616,"1,069"
W01000617,"1,534"
W01000618,"1,914"
W01000619,"2,034"
W01000620,856
W01000621,"1,424"
W01000622,"1,442"
W01000623,"2,030"
W01000624,"2,322"
W01000625,"1,215"
W01000626,"1,531"
W01000627,"2,418"
W01000628,"1,528"
W01000629,"1,728"
W01000630,"1,664"
W01000631,"1,817"
W01000632,"1,465"
W01000633,"1,394"
W01000634,"1,295"
W01000635,"2,414"
W01000636,"2,121"
W01000637,"1,378"
W01000638,"1,163"
W01000639,"1,340"
W01000640,"1,266"
W01000641,"2,036"
W01000642,"1,766"
W01000643,"1,752"
W01000644,"1,829"
W01000645,"2,061"
W01000646,"2,197"
W01000647,"1,423"
W01000648,"1,445"
W01000649,"1,532"
W01000650,"1,598"
W01000651,"1,580"
W01000652,"1,948"
W01000653,"1,541"
W01000654,"1,775"
W01000655,"2,060"
W01000656,"2,181"
W01000657,"1,101"
W01000658,"1,268"
W01000659,"1,806"
W01000660,"1,552"
W01000662,"2,166"
W01000663,"2,463"
W01000664,"2,284"
W01000665,"1,853"
W01000666,"1,638"
W01000667,"1,833"
W01000670,"1,592"
W01000671,"2,100"
W01000672,"1,567"
W01000673,"1,136"
W01000674,"2,144"
W01000675,"2,076"
W01000676,"1,590"
W01000677,"1,424"
W01000678,"1,367"
W01000679,"1,168"
W01000680,"2,221"
W01000681,"2,073"
W01000682,"1,399"
W01000683,"1,036"
W01000684,"1,902"
W01000685,"1,572"
W01000686,"1,304"
W01000687,"1,979"
W01000688,"1,770"
W01000689,"1,610"
W01000690,"1,744"
W01000691,"1,849"
W01000692,"1,560"
W01000693,"1,112"
W01000694,"1,535"
W01000695,"1,875"
W01000696,"1,642"
W01000697,"2,037"
W01000698,"1,945"
W01000699,"1,518"
W01000700,"1,996"
W01000701,"1,615"
W01000702,"1,189"
W01000703,"1,829"
W01000704,"1,649"
W01000705,"1,982"
W01000706,"1,584"
W01000707,"1,498"
W01000708,"1,422"
W01000709,"2,206"
W01000710,"2,220"
W01000711,"1,939"
W01000712,"1,597"
W01000713,"1,320"
W01000714,"1,408"
W01000715,"1,353"
W01000716,"1,261"
W01000717,"1,506"
W01000718,"1,370"
W01000719,"1,447"
W01000720,"1,835"
W01000721,"1,399"
W01000722,"1,319"
W01000723,"1,376"
W01000724,"1,944"
W01000725,"2,316"
W01000726,"1,571"
W01000727,929
W01000728,"2,058"
W01000729,"1,253"
W01000730,"1,232"
W01000731,"2,566"
W01000732,"1,435"
W01000733,"1,336"
W01000734,"1,465"
W01000735,"2,406"
W01001923,"1,720"
W01001924,"1,398"
W01001925,"2,228"
W01000736,"1,733"
W01000737,"1,452"
W01000738,"1,865"
W01000739,"2,287"
W01000740,"1,657"
W01000741,"1,718"
W01000742,"1,835"
W01000744,"1,662"
W01000745,"2,427"
W01000746,"1,730"
W01000747,"2,105"
W01000749,"2,008"
W01000750,"1,533"
W01000751,"1,424"
W01000752,"1,631"
W01000753,"1,535"
W01000754,"1,554"
W01000755,"2,146"
W01000756,"1,633"
W01000757,"1,499"
W01000758,"1,968"
W01000759,"1,597"
W01000760,"1,691"
W01000761,"1,614"
W01000762,"1,698"
W01000763,"1,472"
W01000764,"1,643"
W01000765,"1,607"
W01000766,"1,502"
W01000767,"1,597"
W01000768,"1,385"
W01000769,"1,369"
W01000770,"1,540"
W01000771,"1,324"
W01000772,"1,488"
W01000773,"2,976"
W01000774,"1,731"
W01000775,"1,743"
W01000776,"1,855"
W01000777,"1,790"
W01000778,"1,828"
W01000779,"1,500"
W01000781,"1,666"
W01000782,"1,072"
W01000784,"1,269"
W01000785,"1,681"
W01000786,"1,336"
W01000787,"1,440"
W01000788,"1,473"
W01000789,"1,493"
W01000790,"2,388"
W01000791,"1,458"
W01000792,"1,659"
W01000793,"1,949"
W01000794,"2,187"
W01000795,"1,571"
W01000796,"3,230"
W01000797,"1,415"
W01000798,"1,382"
W01000799,"2,043"
W01000800,"1,563"
W01000801,"1,701"
W01000802,"2,380"
W01000803,"1,852"
W01000804,"1,434"
W01000805,"1,194"
W01000806,"1,460"
W01000807,"1,313"
W01000808,"1,434"
W01000809,"1,558"
W01000810,"1,429"
W01000811,"1,501"
W01000812,"1,408"
W01000813,"1,542"
W01000814,"1,590"
W01000815,"1,486"
W01000816,"1,742"
W01000817,"1,919"
W01000818,"1,518"
W01000819,"1,489"
W01000820,"1,427"
W01000821,"1,466"
W01000822,"1,272"
W01000823,"1,770"
W01000824,"1,582"
W01000825,"1,364"
W01000826,"1,355"
W01000827,"1,338"
W01000828,"1,737"
W01000829,"1,852"
W01000830,"1,830"
W01000831,"1,895"
W01000832,"1,706"
W01000833,"1,914"
W01000834,"1,615"
W01000835,"1,529"
W01000836,"2,578"
W01000837,"2,106"
W01000838,"1,235"
W01000839,"1,092"
W01000840,"1,653"
W01000841,"1,559"
W01000842,"1,427"
W01000843,"1,405"
W01000844,"1,541"
W01000845,"2,083"
W01000846,"2,092"
W01000847,"1,277"
W01000848,"1,234"
W01000849,"2,109"
W01000850,"3,001"
W01000851,"1,649"
W01000852,"1,511"
W01000853,"1,511"
W01000854,"1,557"
W01000855,"1,485"
W01000856,"1,748"
W01000857,"1,888"
W01000858,"1,599"
W01000859,"1,409"
W01000860,"1,513"
W01000861,"1,835"
W01000862,"1,765"
W01000863,"1,663"
W01000864,"1,725"
W01000865,"1,363"
W01000866,"1,253"
W01000867,"1,329"
W01000868,"1,173"
W01000869,"1,561"
W01000870,"1,457"
W01000871,"2,055"
W01000872,"1,386"
W01000873,"1,915"
W01000874,"2,022"
W01000875,"2,155"
W01000876,"2,052"
W01000877,"1,702"
W01000878,"1,180"
W01000879,"1,700"
W01000880,"1,581"
W01000881,"1,451"
W01000882,"1,775"
W01001938,"1,483"
W01001955,"1,914"
W01001956,"2,276"
W01001957,"1,103"
W01001958,"1,628"
W01000883,"1,379"
W01000884,"1,306"
W01000885,"1,465"
W01000886,"1,690"
W01000887,"2,398"
W01000888,"2,701"
W01000889,"1,754"
W01000890,"1,513"
W01000891,"1,513"
W01000892,"1,945"
W01000893,"1,984"
W01000894,"1,454"
W01000895,"1,391"
W01000896,"1,635"
W01000897,"1,323"
W01000898,"1,554"
W01000899,"1,891"
W01000900,"1,591"
W01000901,"1,701"
W01000902,990
W01000903,"1,081"
W01000904,"1,551"
W01000905,"1,549"
W01000906,"1,026"
W01000907,"1,768"
W01000908,"1,615"
W01000909,"1,194"
W01000910,"1,401"
W01000911,"1,192"
W01000912,"1,131"
W01000913,"1,155"
W01000914,"1,667"
W01000915,"1,274"
W01000916,"1,248"
W01000917,"4,445"
W01000918,"1,969"
W01000919,"1,148"
W01000920,"1,229"
W01000921,"1,594"
W01000922,"1,597"
W01000923,"1,459"
W01000924,999
W01000925,"1,540"
W01000926,"1,740"
W01000927,"2,106"
W01000928,"1,643"
W01000929,"1,278"
W01000930,"1,288"
W01000931,"1,372"
W01000932,"1,091"
W01000933,"2,032"
W01000934,"1,275"
W01000935,"1,670"
W01000936,"1,486"
W01000937,"2,176"
W01000938,"1,315"
W01000939,"1,229"
W01000940,"1,312"
W01000941,"1,587"
W01000942,"1,948"
W01000943,"1,572"
W01000944,"1,194"
W01000945,"1,106"
W01000946,"1,646"
W01000947,"2,165"
W01000948,"1,883"
W01000949,"1,348"
W01000950,"1,554"
W01000951,"1,660"
W01000952,"1,218"
W01000953,"1,756"
W01000954,"1,414"
W01000955,"1,244"
W01000956,"1,208"
W01000957,"1,711"
W01000958,"1,644"
W01000959,"1,811"
W01000960,"1,787"
W01000961,"1,598"
W01000962,"1,614"
W01000963,"1,945"
W01000964,"1,688"
W01000965,"2,067"
W01000966,"1,436"
W01000967,"1,513"
W01000968,"2,030"
W01000969,"1,321"
W01000970,"1,270"
W01000971,"1,443"
W01000973,"1,417"
W01001900,"1,494"
W01000974,"2,550"
W01000975,"2,314"
W01000976,"1,128"
W01000977,"1,413"
W01000978,"1,792"
W01000979,"1,624"
W01000980,"1,353"
W01000981,"1,220"
W01000982,"1,439"
W01000983,"1,542"
W01000984,"2,380"
W01000985,"1,295"
W01000986,"1,601"
W01000987,"2,705"
W01000989,"1,380"
W01000990,"1,533"
W01000991,"1,205"
W01000992,"1,493"
W01000993,"1,493"
W01000994,"1,438"
W01000995,"1,450"
W01000996,"1,571"
W01000997,"1,630"
W01000998,"5,684"
W01000999,"1,444"
W01001000,"1,851"
W01001001,"1,656"
W01001002,"2,644"
W01001003,"1,405"
W01001004,"1,125"
W01001005,"1,718"
W01001006,"2,343"
W01001007,"1,935"
W01001008,"2,419"
W01001009,"1,292"
W01001010,"1,253"
W01001011,"1,344"
W01001012,"1,600"
W01001013,"1,464"
W01001014,"1,744"
W01001015,"1,428"
W01001016,"1,604"
W01001017,"1,484"
W01001018,"1,314"
W01001019,"1,500"
W01001020,"1,426"
W01001021,"1,589"
W01001022,"1,436"
W01001023,"1,680"
W01001024,"1,133"
W01001025,"1,249"
W01001026,"2,065"
W01001027,"1,589"
W01001028,"1,931"
W01001029,"1,873"
W01001030,"1,854"
W01001031,"1,459"
W01001032,"1,770"
W01001033,"1,750"
W01001034,"1,462"
W01001035,"1,891"
W01001036,"1,555"
W01001037,"1,697"
W01001038,"2,318"
W01001039,"1,691"
W01001040,"1,541"
W01001041,"2,428"
W01001042,"1,267"
W01001043,"1,156"
W01001044,"1,627"
W01001045,"1,736"
W01001046,"1,846"
W01001047,"1,716"
W01001048,"1,506"
W01001049,"1,341"
W01001050,"1,584"
W01001051,"1,967"
W01001052,"1,321"
W01001053,966
W01001054,"1,242"
W01001055,"1,213"
W01001056,"1,200"
W01001057,"1,740"
W01001058,"2,013"
W01001918,"1,982"
W01001919,"1,513"
W01001920,"1,324"
W01001921,"1,602"
W01001059,"1,634"
W01001060,"1,484"
W01001061,"2,789"
W01001062,"1,349"
W01001063,"1,750"
W01001064,"1,517"
W01001065,"1,634"
W01001066,"1,618"
W01001067,"1,450"
W01001068,"1,752"
W01001069,"1,481"
W01001070,"1,160"
W01001071,"1,550"
W01001072,"2,873"
W01001073,"2,221"
W01001075,"1,197"
W01001076,"1,476"
W01001077,"1,389"
W01001078,"1,304"
W01001079,"1,607"
W01001080,"1,618"
W01001081,"1,787"
W01001082,"1,623"
W01001083,"1,556"
W01001084,"1,651"
W01001085,"1,611"
W01001086,"1,568"
W01001087,"1,608"
W01001088,"1,934"
W01001089,"1,480"
W01001090,"1,461"
W01001091,"1,632"
W01001092,"2,137"
W01001093,"1,818"
W01001094,"1,355"
W01001095,"1,630"
W01001096,"1,362"
W01001097,"1,760"
W01001098,"1,087"
W01001099,"1,309"
W01001100,"1,586"
W01001101,"1,610"
W01001102,"1,632"
W01001103,"1,183"
W01001104,"1,906"
W01001105,"2,865"
W01001106,"1,444"
W01001107,"1,586"
W01001108,"1,803"
W01001109,"1,497"
W01001110,"1,532"
W01001111,"1,497"
W01001112,"1,403"
W01001113,"2,318"
W01001114,"1,560"
W01001115,"2,237"
W01001116,"1,989"
W01001117,"1,354"
W01001118,"2,681"
W01001119,"1,974"
W01001120,"1,351"
W01001121,"1,631"
W01001122,"3,095"
W01001123,"1,602"
W01001124,"1,503"
W01001125,"1,593"
W01001126,"2,653"
W01001127,"1,503"
W01001128,"1,673"
W01001129,"1,612"
W01001130,"1,301"
W01001131,"1,821"
W01001132,"1,405"
W01001133,"2,271"
W01001134,"1,200"
W01001135,"2,003"
W01001136,"1,332"
W01001910,"1,951"
W01001911,"1,208"
W01001694,"2,019"
W01001695,"4,609"
W01001696,"1,677"
W01001697,"1,632"
W01001698,"2,136"
W01001699,"2,641"
W01001702,"1,869"
W01001703,"1,265"
W01001704,"1,721"
W01001705,"1,903"
W01001706,"1,332"
W01001707,"2,179"
W01001708,"1,714"
W01001709,"2,299"
W01001710,"1,834"
W01001711,"1,882"
W01001712,"1,502"
W01001713,"1,687"
W01001714,"1,544"
W01001715,"1,602"
W01001716,"1,293"
W01001717,"1,587"
W01001718,"1,582"
W01001719,"2,221"
W01001720,"2,045"
W01001721,"2,999"
W01001722,"1,737"
W01001724,"2,180"
W01001725,"2,255"
W01001726,"1,845"
W01001727,"1,083"
W01001728,"1,437"
W01001729,"2,328"
W01001730,"1,546"
W01001731,"1,506"
W01001732,"1,713"
W01001733,"2,717"
W01001734,"1,593"
W01001735,"1,624"
W01001736,"1,557"
W01001737,"1,611"
W01001738,"1,461"
W01001739,"1,439"
W01001740,"1,519"
W01001741,"1,740"
W01001742,"1,569"
W01001743,"1,465"
W01001744,"1,783"
W01001745,"1,337"
W01001746,"1,644"
W01001747,"1,658"
W01001748,"1,622"
W01001749,"1,502"
W01001750,"1,672"
W01001751,"1,854"
W01001752,"1,521"
W01001753,"1,558"
W01001754,"1,687"
W01001755,"1,504"
W01001756,"4,736"
W01001757,"1,488"
W01001758,"2,100"
W01001759,"1,546"
W01001760,"1,649"
W01001761,"1,860"
W01001762,"1,853"
W01001764,"2,056"
W01001765,"1,496"
W01001766,"1,847"
W01001767,"1,845"
W01001768,"1,720"
W01001769,"1,605"
W01001770,"1,094"
W01001771,"1,628"
W01001772,"1,444"
W01001773,"2,527"
W01001774,"1,406"
W01001775,"1,644"
W01001776,"1,322"
W01001777,"1,456"
W01001778,"1,757"
W01001779,"1,484"
W01001780,"1,757"
W01001781,"1,767"
W01001782,"1,376"
W01001783,"1,209"
W01001784,"1,282"
W01001785,"1,213"
W01001786,"1,631"
W01001787,"1,495"
W01001788,"1,502"
W01001789,"1,573"
W01001790,"1,274"
W01001791,"1,708"
W01001792,"1,783"
W01001793,"1,440"
W01001794,"1,373"
W01001795,"1,538"
W01001796,"1,412"
W01001797,"1,407"
W01001798,"1,407"
W01001799,"1,222"
W01001800,"1,550"
W01001802,"1,695"
W01001803,"1,711"
W01001804,"1,678"
W01001805,"1,478"
W01001806,"1,721"
W01001807,"1,625"
W01001808,"1,802"
W01001809,"1,250"
W01001810,"1,718"
W01001811,"1,525"
W01001812,"1,271"
W01001813,"1,674"
W01001814,"1,350"
W01001815,"1,321"
W01001816,"2,880"
W01001817,"1,388"
W01001818,"1,546"
W01001819,"2,365"
W01001820,"1,169"
W01001821,"1,211"
W01001822,"1,905"
W01001823,"1,298"
W01001824,"1,524"
W01001825,"2,335"
W01001826,"1,411"
W01001827,"2,326"
W01001828,"1,522"
W01001829,"1,721"
W01001830,"1,643"
W01001831,"1,428"
W01001832,"1,790"
W01001833,"1,538"
W01001834,"1,631"
W01001835,"1,987"
W01001836,"1,518"
W01001837,"1,647"
W01001838,"1,685"
W01001839,"1,452"
W01001840,"1,794"
W01001841,"1,982"
W01001842,"1,716"
W01001843,"3,023"
W01001844,"2,016"
W01001846,"1,786"
W01001847,"1,515"
W01001848,"1,511"
W01001849,"1,541"
W01001850,"1,924"
W01001851,"1,498"
W01001852,"1,832"
W01001853,"1,656"
W01001854,"1,555"
W01001855,"1,810"
W01001856,"1,887"
W01001857,"2,026"
W01001858,"1,719"
W01001859,"1,498"
W01001860,"1,700"
W01001861,"1,748"
W01001862,"1,709"
W01001863,"1,538"
W01001864,"1,521"
W01001865,"1,297"
W01001866,"1,664"
W01001867,"1,498"
W01001868,"1,532"
W01001869,"1,296"
W01001870,"1,359"
W01001871,"1,622"
W01001872,"1,602"
W01001873,"1,732"
W01001874,"1,535"
W01001875,"2,818"
W01001876,"1,693"
W01001877,"1,773"
W01001878,"1,606"
W01001879,"1,898"
W01001880,"1,680"
W01001881,"1,509"
W01001882,"1,786"
W01001883,"1,749"
W01001884,"1,411"
W01001885,"2,266"
W01001886,"1,299"
W01001887,"1,705"
W01001888,"1,770"
W01001889,"1,539"
W01001890,"1,726"
W01001891,"1,751"
W01001892,"1,378"
W01001893,"1,973"
W01001894,"1,591"
W01001895,"1,706"
W01001896,"1,568"
W01001922,"1,965"
W01001939,"1,661"
W01001940,"1,506"
W01001941,"1,605"
W01001942,"1,687"
W01001943,"1,710"
W01001944,"1,499"
W01001945,"2,508"
W01001946,"1,428"
W01001947,"2,356"
W01001948,"2,179"
W01001949,"1,482"
W01001950,"1,691"
W01001951,"1,484"
W01001952,"1,876"
W01001953,"1,682"
W01001954,"1,485"
W01001137,"2,262"
W01001138,"1,302"
W01001139,"1,649"
W01001140,"1,402"
W01001141,"1,651"
W01001142,"1,886"
W01001143,"1,509"
W01001144,"1,683"
W01001145,"1,817"
W01001146,"1,483"
W01001147,"1,706"
W01001148,"1,811"
W01001149,"1,522"
W01001150,"1,776"
W01001151,"1,585"
W01001152,"1,908"
W01001153,"1,579"
W01001154,"1,469"
W01001155,"1,555"
W01001156,"1,425"
W01001157,"1,349"
W01001158,"1,531"
W01001159,"1,696"
W01001160,"1,620"
W01001161,"3,154"
W01001162,"2,427"
W01001164,"1,569"
W01001165,"1,321"
W01001166,"1,283"
W01001167,"1,455"
W01001168,"1,492"
W01001169,"2,577"
W01001170,"1,150"
W01001171,"1,329"
W01001172,"1,503"
W01001173,"1,279"
W01001174,"1,483"
W01001175,"1,369"
W01001176,"1,479"
W01001177,"1,248"
W01001178,"1,687"
W01001179,"1,779"
W01001180,"1,566"
W01001181,"1,448"
W01001182,"1,395"
W01001183,988
W01001184,"2,093"
W01001185,"2,023"
W01001186,"1,751"
W01001187,"1,392"
W01001188,"1,196"
W01001189,"1,596"
W01001190,"2,986"
W01001191,"3,270"
W01001192,"1,422"
W01001193,"1,162"
W01001194,"2,256"
W01001195,"1,503"
W01001196,"1,491"
W01001197,"1,218"
W01001198,"1,569"
W01001199,"1,609"
W01001200,976
W01001201,"1,247"
W01001202,"1,723"
W01001203,"1,394"
W01001204,"1,416"
W01001205,"1,542"
W01001206,"1,393"
W01001207,"1,461"
W01001208,"1,598"
W01001209,"1,445"
W01001210,"1,537"
W01001211,"1,629"
W01001212,"1,339"
W01001213,"1,426"
W01001214,"1,261"
W01001215,"1,069"
W01001216,"1,537"
W01001217,"1,170"
W01001218,"1,573"
W01001219,"1,287"
W01001220,"1,488"
W01001221,"1,539"
W01001222,"1,663"
W01001223,"1,721"
W01001224,"2,105"
W01001225,"1,697"
W01001226,"1,757"
W01001227,"1,310"
W01001228,"1,531"
W01001229,"1,384"
W01001230,"1,608"
W01001231,"1,527"
W01001232,"1,506"
W01001233,"1,744"
W01001234,"1,411"
W01001235,"1,683"
W01001236,"1,639"
W01001237,"1,481"
W01001238,"1,683"
W01001239,"1,362"
W01001240,"2,019"
W01001241,"1,792"
W01001242,"1,289"
W01001243,"1,533"
W01001244,"1,334"
W01001245,"1,270"
W01001246,"1,331"
W01001247,"1,632"
W01001248,"2,161"
W01001249,"1,380"
W01001250,"1,488"
W01001251,"1,600"
W01001252,"1,530"
W01001253,"1,487"
W01001255,"1,872"
W01001256,"1,255"
W01001257,"1,206"
W01001258,"1,320"
W01001259,"1,705"
W01001260,"1,198"
W01001261,"1,320"
W01001262,"1,379"
W01001263,"1,592"
W01001264,"1,978"
W01001265,"1,564"
W01001266,"1,383"
W01001267,"1,434"
W01001268,"1,481"
W01001269,"1,417"
W01001270,"1,497"
W01001271,"1,570"
W01001272,"1,485"
W01001273,"1,722"
W01001274,"1,253"
W01001275,"1,819"
W01001276,"1,371"
W01001277,"1,216"
W01001278,"1,222"
W01001279,"1,078"
W01001280,"1,603"
W01001281,"1,700"
W01001282,"1,965"
W01001283,"1,510"
W01001284,"1,106"
W01001285,"1,407"
W01001286,"1,589"
W01001287,"1,441"
W01001288,"1,383"
W01001914,"1,852"
W01001915,"1,755"
W01001916,"1,613"
W01001917,"1,601"
W01001325,"1,765"
W01001326,"2,226"
W01001327,"2,407"
W01001328,"1,554"
W01001329,"1,591"
W01001330,"1,513"
W01001331,"1,772"
W01001332,"1,968"
W01001333,"1,551"
W01001334,"1,503"
W01001335,"1,265"
W01001336,"1,439"
W01001337,"1,483"
W01001338,"1,781"
W01001339,"1,472"
W01001340,"1,808"
W01001341,"1,786"
W01001342,"1,254"
W01001343,"1,173"
W01001344,"1,625"
W01001345,"1,484"
W01001346,"1,614"
W01001347,"1,479"
W01001348,"1,872"
W01001349,"1,827"
W01001350,"1,832"
W01001351,"1,426"
W01001352,"1,935"
W01001353,"1,528"
W01001354,"1,722"
W01001355,"1,677"
W01001356,"1,196"
W01001357,"1,692"
W01001358,"1,503"
W01001359,"1,641"
W01001360,"1,357"
W01001361,"1,186"
W01001362,"2,081"
W01001363,"1,850"
W01001364,"1,891"
W01001365,"2,082"
W01001366,"1,697"
W01001367,"1,498"
W01001368,"1,509"
W01001369,"2,279"
W01001370,"1,850"
W01001371,"1,680"
W01001372,"1,812"
W01001373,"2,036"
W01001374,"1,466"
W01001375,"1,503"
W01001376,"1,572"
W01001377,"1,544"
W01001378,"1,492"
W01001379,"1,585"
W01001380,"1,885"
W01001381,"1,626"
W01001382,"1,643"
W01001383,"1,536"
W01001384,"1,639"
W01001385,"1,519"
W01001386,"1,621"
W01001387,"1,386"
W01001388,"1,778"
W01001389,"1,120"
W01001390,"2,011"
W01001391,"1,659"
W01001392,"1,819"
W01001393,"1,325"
W01001394,"1,346"
W01001395,"1,447"
W01001396,"1,616"
W01001397,"1,645"
W01001398,"2,858"
W01001399,"1,261"
W01001400,"1,472"
W01001401,"2,062"
W01001402,"1,680"
W01001403,"1,734"
W01001404,"1,332"
W01001405,"1,794"
W01001406,"1,941"
W01001407,"1,339"
W01001408,"1,434"
W01001409,"1,687"
W01001410,"1,822"
W01001411,"1,651"
W01001412,"1,682"
W01001413,"1,852"
W01001414,"1,539"
W01001415,"1,769"
W01001416,"1,463"
W01001417,"1,401"
W01001418,"1,433"
W01001419,"1,559"
W01001420,"1,275"
W01001421,"1,551"
W01001422,"1,491"
W01001423,"1,360"
W01001424,"1,432"
W01001425,"1,722"
W01001426,"1,331"
W01001427,"1,987"
W01001428,"1,275"
W01001429,"1,123"
W01001430,"2,521"
W01001431,"1,630"
W01001432,"2,936"
W01001433,"1,346"
W01001434,"1,375"
W01001435,"1,417"
W01001436,"1,380"
W01001437,"1,485"
W01001438,"1,469"
W01001439,"1,703"
W01001440,"1,381"
W01001441,"1,285"
W01001442,"1,182"
W01001443,"1,372"
W01001444,"1,998"
W01001445,"1,431"
W01001446,"1,409"
W01001447,"1,581"
W01001448,"1,196"
W01001449,"1,364"
W01001450,"1,251"
W01001451,"1,399"
W01001452,"1,470"
W01001453,"1,544"
W01001454,"1,377"
W01001455,"1,800"
W01001456,"1,355"
W01001457,"1,783"
W01001458,"1,528"
W01001459,"1,200"
W01001460,"1,812"
W01001461,"1,352"
W01001462,"1,788"
W01001463,"1,936"
W01001464,"1,510"
W01001465,"1,586"
W01001466,"1,543"
W01001467,"1,977"
W01001468,"1,349"
W01001469,"1,361"
W01001470,"1,409"
W01001471,"1,787"
W01001472,"1,336"
W01001473,"1,402"
W01001474,"1,493"
W01001475,"1,208"
W01001476,997
W01001477,"1,390"
W01001478,"1,393"
W01001479,"1,560"
W01001480,"1,637"
W01001481,"1,676"
W01001482,"1,309"
W01001483,"1,512"
W01001484,"1,692"
W01001485,"1,358"
W01001486,"1,532"
W01001487,"1,720"
W01001488,"1,648"
W01001489,"1,602"
W01001490,"1,482"
W01001491,"1,801"
W01001492,"2,462"
W01001493,"1,880"
W01001494,"1,552"
W01001495,"1,802"
W01001496,"1,427"
W01001497,"1,486"
W01001498,"1,220"
W01001499,"1,236"
W01001500,"1,261"
W01001501,"1,319"
W01001502,"1,267"
W01001503,"1,402"
W01001504,"2,456"
W01001505,"2,391"
W01001506,"1,598"
W01001507,"2,034"
W01001508,"1,206"
W01001509,"1,412"
W01001510,"1,590"
W01001511,"1,616"
W01001512,"1,251"
W01001513,"1,455"
W01001514,"1,097"
W01001515,"1,429"
W01001516,"1,391"
W01001517,"2,555"
W01001518,"1,158"
W01001519,"1,358"
W01001520,"2,034"
W01001521,"1,415"
W01001522,"1,641"
W01001523,"1,497"
W01001524,"1,930"
W01001525,"1,812"
W01001526,"1,405"
W01001527,"1,241"
W01001528,"1,513"
W01001529,"2,147"
W01001530,"1,941"
W01001531,"1,731"
W01001532,"1,744"
W01001533,"1,577"
W01001534,"1,461"
W01001535,"1,265"
W01001536,"1,215"
W01001537,"1,193"
W01001538,"1,362"
W01001539,"1,431"
W01001540,"1,267"
W01001541,"1,172"
W01001542,"2,141"
W01001543,"1,807"
W01001545,"1,522"
W01001546,"1,596"
W01001548,"2,174"
W01001549,"1,440"
W01001551,"1,179"
W01001552,"1,520"
W01001553,"3,261"
W01001554,"1,898"
W01001555,"1,105"
W01001556,"1,311"
W01001557,"1,857"
W01001558,"1,577"
W01001559,"1,366"
W01001560,"1,391"
W01001561,"1,555"
W01001562,"1,482"
W01001563,"1,159"
W01001564,"2,872"
W01001565,"1,903"
W01001566,"1,348"
W01001567,"1,043"
W01001568,"1,792"
W01001569,"1,498"
W01001571,"1,344"
W01001572,"1,634"
W01001573,"1,452"
