nation,lsoa,overall_local_score,income_score,employment_score,UK_IMD_S_score,original_decile,S_expanded_decile,UK_IMD_S_rank,UK_IMD_S_pop_decile,UK_IMD_S_pop_quintile
N,95EE11W1,13.678205388232206,11.1,14.2,33.45660023291661,7,3,9423.0,3,2
E,E01011940,31.978,16.3,14.799999999999999,33.45652547558191,3,3,9424.0,3,2
E,E01015934,32.5,22.400000000000002,13.900000000000002,33.45257521819304,3,3,9425.0,3,2
E,E01006035,31.446,15.5,15.7,33.45225869000834,3,3,9426.0,3,2
N,95JJ01W1,14.60638412382168,13.7,13.6,33.4478816860894,7,3,9427.0,3,2
E,E01000063,33.371,18.099999999999998,12.4,33.4468131601745,2,3,9428.0,3,2
E,E01005363,32.313,16.8,14.2,33.44320981480482,3,3,9429.0,3,2
E,E01001767,33.95,20.5,11.4,33.44160228100173,2,3,9430.0,3,2
E,E01005992,32.719,19.7,13.5,33.44013739239126,3,3,9431.0,3,2
E,E01005372,32.309,19.2,14.2,33.43992299761984,3,3,9432.0,3,2
E,E01020729,31.371,19.6,15.8,33.43872863445983,3,3,9433.0,3,2
E,E01013453,34.47,18.0,10.5,33.43600861502036,2,3,9434.0,3,2
E,E01012617,32.942,14.099999999999998,13.100000000000001,33.430986383774446,3,3,9435.0,3,2
S,S01012764,33.43015442119823,21.0,15.0,33.43015442119823,3,3,9436.0,3,2
E,E01006020,31.535,18.2,15.5,33.42919483903443,3,3,9437.0,3,2
E,E01017326,32.237,19.2,14.299999999999999,33.42885805496007,3,3,9438.0,3,2
E,E01019661,32.524,16.3,13.8,33.42419835463308,3,3,9439.0,3,2
E,E01001703,31.821,24.3,15.0,33.4237134344112,3,3,9440.0,3,2
E,E01020973,31.41,20.200000000000003,15.7,33.422677335343536,3,3,9441.0,3,2
E,E01033051,32.341,21.4,14.099999999999998,33.41811976842983,3,3,9442.0,3,2
S,S01010774,33.417546378278786,18.0,18.0,33.417546378278786,3,3,9443.0,3,2
E,E01011758,31.637,16.900000000000002,15.299999999999999,33.41681314391171,3,3,9444.0,3,2
E,E01029553,31.227,19.8,16.0,33.416598749140284,3,3,9445.0,3,2
E,E01005536,32.041,20.0,14.6,33.41209731290564,3,3,9446.0,3,2
E,E01022293,33.094,19.2,12.8,33.411592136794106,3,3,9447.0,3,2
E,E01005505,32.858,16.5,13.200000000000001,33.41006098955973,3,3,9448.0,3,2
E,E01003097,32.154,20.0,14.399999999999999,33.4087543650416,3,3,9449.0,3,2
E,E01008318,31.919,21.6,14.799999999999999,33.40804492210348,3,3,9450.0,3,2
E,E01000785,31.622,22.900000000000002,15.299999999999999,33.40448757946804,3,3,9451.0,3,2
S,S01008190,33.40405640251049,26.0,13.0,33.40405640251049,3,3,9452.0,3,2
S,S01009410,33.403015262455504,23.0,12.0,33.403015262455504,3,3,9453.0,3,2
E,E01002809,31.444,21.6,15.6,33.402517514746016,3,3,9454.0,3,2
S,S01011025,33.40192583196295,18.0,15.0,33.40192583196295,3,3,9455.0,3,2
E,E01015954,33.199,23.799999999999997,12.6,33.40167555456011,3,3,9456.0,3,2
S,S01008566,33.399038049576866,18.0,14.0,33.399038049576866,3,3,9457.0,3,2
E,E01015705,34.769,22.3,9.9,33.39311159957847,2,3,9458.0,3,2
S,S01012930,33.39301319644111,17.0,17.0,33.39301319644111,3,3,9459.0,3,2
E,E01000367,30.905,20.5,16.5,33.39249879909873,3,3,9460.0,3,2
E,E01013888,31.776,18.8,15.0,33.386736741080185,3,3,9461.0,3,2
E,E01029996,31.833,18.5,14.899999999999999,33.38547611929628,3,3,9462.0,3,2
E,E01027137,33.179,20.3,12.6,33.385241468635215,3,3,9463.0,3,2
S,S01010806,33.383907154291684,21.0,17.0,33.383907154291684,3,3,9464.0,3,2
E,E01029938,33.112,19.5,12.7,33.37828504745667,3,3,9465.0,3,2
E,E01012206,30.24,19.0,17.599999999999998,33.3751408754643,3,3,9466.0,3,2
S,S01013479,33.37152736862297,18.0,16.0,33.37152736862297,3,3,9467.0,3,2
E,E01001328,33.629,19.400000000000002,11.799999999999999,33.37022626858656,2,3,9468.0,3,2
E,E01029643,31.053,23.400000000000002,16.2,33.369817734933406,3,3,9469.0,3,2
S,S01011510,33.36802520345155,21.0,13.0,33.36802520345155,3,3,9470.0,3,2
E,E01033488,32.982,23.0,12.9,33.36765902228455,3,3,9471.0,3,2
E,E01032744,33.801,20.200000000000003,11.5,33.36726610753112,2,3,9472.0,3,2
E,E01018734,32.274,16.7,14.099999999999998,33.36306558058144,3,3,9473.0,3,2
E,E01031914,30.634,22.2,16.900000000000002,33.362208001495794,3,3,9474.0,3,2
W,W01001302,33.2,21.0,13.0,33.3614575728656,3,3,9475.0,3,2
E,E01025246,33.029,20.9,12.8,33.35818135753821,3,3,9476.0,3,2
E,E01033198,31.385,17.0,15.6,33.35403696126758,3,3,9477.0,3,2
E,E01014291,32.614,18.6,13.5,33.35385844128557,3,3,9478.0,3,2
E,E01020631,29.336,21.7,19.1,33.353786691706766,3,3,9479.0,3,2
E,E01010336,33.256,20.599999999999998,12.4,33.352317166106374,2,3,9480.0,3,2
E,E01005316,32.552,18.0,13.600000000000001,33.351010541588245,3,3,9481.0,3,2
S,S01006630,33.35083094418324,21.0,14.0,33.35083094418324,3,3,9482.0,3,2
E,E01009599,31.203,15.2,15.9,33.34878007936058,3,3,9483.0,3,2
E,E01017266,35.474,16.8,8.6,33.347142161723,2,3,9484.0,3,2
E,E01001239,32.662,20.599999999999998,13.4,33.34520248083547,3,3,9485.0,3,2
S,S01007462,33.34486722961409,19.0,17.0,33.34486722961409,3,3,9486.0,3,2
E,E01029635,30.778,20.4,16.6,33.336240120145504,3,3,9487.0,3,2
S,S01011922,33.33375550511433,20.0,15.0,33.33375550511433,3,3,9488.0,3,2
E,E01003726,31.711,20.200000000000003,15.0,33.333325961824286,3,3,9489.0,3,2
E,E01024931,31.884,18.3,14.7,33.331187505065074,3,3,9490.0,3,2
E,E01004584,32.114,27.3,14.299999999999999,33.32778842652198,3,3,9491.0,3,2
E,E01001053,32.404,21.099999999999998,13.8,33.32559383908372,3,3,9492.0,3,2
E,E01004402,32.696,22.8,13.3,33.32504266023795,3,3,9493.0,3,2
E,E01016445,32.811,19.8,13.100000000000001,33.3233431209664,3,3,9494.0,3,2
E,E01000750,30.702,20.1,16.7,33.321888360300754,3,3,9495.0,3,2
E,E01001777,34.27,17.599999999999998,10.6,33.31976552244129,2,3,9496.0,3,2
E,E01003622,33.739,17.8,11.5,33.31632044116395,2,3,9497.0,3,2
W,W01001137,30.7,24.0,16.0,33.31603774042629,3,3,9498.0,3,2
E,E01030077,31.629,21.9,15.1,33.31404397620207,3,3,9499.0,3,2
E,E01005760,32.97,16.900000000000002,12.8,33.30970080405977,3,3,9500.0,3,2
E,E01032461,32.033,18.5,14.399999999999999,33.309328145196005,3,3,9501.0,3,2
E,E01026825,32.559,18.3,13.5,33.30866470499211,3,3,9502.0,3,2
E,E01007049,30.86,20.4,16.400000000000002,33.30742433909788,3,3,9503.0,3,2
E,E01011608,33.191,16.0,12.4,33.298906386850476,3,3,9504.0,3,2
E,E01014139,32.722,20.599999999999998,13.200000000000001,33.29830920527047,3,3,9505.0,3,2
E,E01023650,31.547,19.1,15.2,33.29476199057985,3,3,9506.0,3,2
E,E01020856,30.961,20.0,16.2,33.294220939678894,3,3,9507.0,3,2
E,E01016173,31.073,19.5,16.0,33.29005628751862,3,3,9508.0,3,2
E,E01033074,30.073,23.400000000000002,17.7,33.286014024661284,3,3,9509.0,3,2
E,E01016018,34.227,20.1,10.6,33.28443223770276,2,3,9510.0,3,2
N,95VV24S1,12.190844321652406,13.4,15.0,33.277887187260134,7,3,9511.0,3,2
E,E01016373,32.58,19.400000000000002,13.4,33.27782272854341,3,3,9512.0,3,2
E,E01010396,32.755,16.6,13.100000000000001,33.2773276803767,3,3,9513.0,3,2
S,S01009226,33.27708235034183,18.0,17.0,33.27708235034183,3,3,9514.0,3,2
E,E01031437,33.34,15.0,12.1,33.27704702698139,2,3,9515.0,3,2
E,E01023323,32.402,17.8,13.700000000000001,33.27585266382139,3,3,9516.0,3,2
E,E01000998,32.577,17.5,13.4,33.27535761565468,3,3,9517.0,3,2
S,S01009262,33.272931964911464,18.0,12.0,33.272931964911464,3,3,9518.0,3,2
E,E01008598,30.873,17.0,16.3,33.27000872827922,3,3,9519.0,3,2
E,E01013742,32.863,27.6,12.9,33.26987621103144,3,3,9520.0,3,2
N,95QQ14S2,13.900672002218387,12.3,13.9,33.268126126089065,7,3,9521.0,3,2
E,E01009732,31.279,21.8,15.6,33.26693630586565,3,3,9522.0,3,2
S,S01008581,33.26401551022345,21.0,16.0,33.26401551022345,3,3,9523.0,3,2
E,E01028229,30.103,16.0,17.599999999999998,33.262567386878786,3,3,9524.0,3,2
S,S01007367,33.26209287128877,23.0,17.0,33.26209287128877,3,3,9525.0,3,2
E,E01009763,31.273,21.4,15.6,33.262006080088184,3,3,9526.0,3,2
E,E01029096,32.206,16.900000000000002,14.000000000000002,33.25909192176697,3,3,9527.0,3,2
E,E01012196,30.502,20.200000000000003,16.900000000000002,33.253743034391505,3,3,9528.0,3,2
S,S01012436,33.25076442454597,19.0,17.0,33.25076442454597,3,3,9529.0,3,2
E,E01008930,32.371,20.9,13.700000000000001,33.25037983063781,3,3,9530.0,3,2
E,E01005282,33.714,20.0,11.4,33.247680067088,2,3,9531.0,3,2
E,E01007371,30.26,18.7,17.299999999999997,33.24728166137966,3,3,9532.0,3,2
E,E01013245,31.249,19.400000000000002,15.6,33.242285176978314,3,3,9533.0,3,2
E,E01007541,31.247,17.299999999999997,15.6,33.24064176838582,3,3,9534.0,3,2
E,E01005757,32.534,15.6,13.4,33.24002433091616,3,3,9535.0,3,2
E,E01029359,32.591,21.0,13.3,33.238763709132265,3,3,9536.0,3,2
E,E01021279,31.126,21.7,15.8,33.2374110818799,3,3,9537.0,3,2
E,E01016042,32.062,17.4,14.2,33.236962036447416,3,3,9538.0,3,2
E,E01027359,31.24,20.1,15.6,33.23488983831211,3,3,9539.0,3,2
S,S01011363,33.2306180397241,18.0,16.0,33.2306180397241,3,3,9540.0,3,2
E,E01011298,33.281,16.0,12.1,33.22856647350296,2,3,9541.0,3,2
E,E01001287,31.223,26.6,15.6,33.22092086527595,3,3,9542.0,3,2
E,E01024399,31.278,20.0,15.5,33.218016834899565,3,3,9543.0,3,2
E,E01003086,31.39,23.1,15.299999999999999,33.21385218273929,3,3,9544.0,3,2
E,E01007758,30.803,18.0,16.3,33.2124894275421,3,3,9545.0,3,2
E,E01015744,31.271,19.0,15.5,33.21226490482585,3,3,9546.0,3,2
E,E01009302,32.789,13.3,12.9,33.20907009310934,3,3,9547.0,3,2
S,S01008196,33.20794442551027,21.0,16.0,33.20794442551027,3,3,9548.0,3,2
S,S01011653,33.20593852906042,19.0,12.0,33.20593852906042,3,3,9549.0,3,2
E,E01032242,33.018,12.9,12.5,33.20484931026999,3,3,9550.0,3,2
E,E01002729,31.027,18.6,15.9,33.20416012322153,3,3,9551.0,3,2
E,E01000012,34.714,23.9,9.6,33.20362456327549,2,3,9552.0,3,2
E,E01000577,32.606,22.400000000000002,13.200000000000001,33.202991506906095,3,3,9553.0,3,2
E,E01007817,30.497,16.0,16.8,33.20153674624044,3,3,9554.0,3,2
E,E01016396,33.653,18.9,11.4,33.19755610501707,2,3,9555.0,3,2
E,E01015503,30.43,22.2,16.900000000000002,33.19458032506189,3,3,9556.0,3,2
E,E01015788,32.409,20.1,13.5,33.18540906055542,3,3,9557.0,3,2
S,S01010484,33.183839934892085,20.0,12.0,33.183839934892085,3,3,9558.0,3,2
E,E01026123,31.23,22.6,15.5,33.17857502867982,3,3,9559.0,3,2
E,E01004819,31.871,18.2,14.399999999999999,33.17621204920437,3,3,9560.0,3,2
E,E01001860,31.87,20.9,14.399999999999999,33.17539034490813,3,3,9561.0,3,2
E,E01000143,31.342,23.9,15.299999999999999,33.174410376519546,3,3,9562.0,3,2
E,E01005139,32.161,18.5,13.900000000000002,33.17401746176612,3,3,9563.0,3,2
E,E01029248,31.046,19.0,15.8,33.17167473818033,3,3,9564.0,3,2
S,S01007864,33.17109111387117,20.0,17.0,33.17109111387117,3,3,9565.0,3,2
E,E01008262,30.283,20.0,17.1,33.16998532685361,3,3,9566.0,3,2
E,E01022157,32.506,21.9,13.3,33.16891884395147,3,3,9567.0,3,2
E,E01006654,31.919,16.400000000000002,14.299999999999999,33.167556088754274,3,3,9568.0,3,2
W,W01001057,31.3,22.0,15.0,33.16698926511272,3,3,9569.5,3,2
W,W01001211,31.3,24.0,15.0,33.16698926511272,3,3,9569.5,3,2
E,E01000385,32.32,22.0,13.600000000000001,33.16037514485949,3,3,9571.0,3,2
E,E01019161,30.62,16.7,16.5,33.15831307466902,3,3,9572.0,3,2
S,S01008922,33.155394820100014,22.0,13.0,33.155394820100014,3,3,9573.0,3,2
E,E01001591,31.725,22.2,14.6,33.15243875529234,3,3,9574.0,3,2
E,E01009255,31.549,21.3,14.899999999999999,33.15211209916281,3,3,9575.0,3,2
E,E01033722,34.358,16.0,10.100000000000001,33.1515866671616,2,3,9576.0,3,2
E,E01016164,31.08,17.299999999999997,15.7,33.15151491758281,3,3,9577.0,3,2
E,E01026721,31.954,17.5,14.2,33.148217972453,3,3,9578.0,3,2
E,E01031372,30.487,18.0,16.7,33.14522193660816,3,3,9579.0,3,2
E,E01001491,32.824,21.5,12.7,33.141634210138214,3,3,9580.0,3,2
E,E01013335,31.358,20.4,15.2,33.13945987858961,3,3,9581.0,3,2
E,E01002763,33.113,16.7,12.2,33.1386179184037,3,3,9582.0,3,2
S,S01010803,33.137019623853504,20.0,16.0,33.137019623853504,3,3,9583.0,3,2
E,E01006014,31.995,20.200000000000003,14.099999999999998,33.13381008192919,3,3,9584.0,3,2
E,E01033090,32.928,17.8,12.5,33.13089592360797,3,3,9585.0,3,2
S,S01011447,33.13014966328229,18.0,14.0,33.13014966328229,3,3,9586.0,3,2
E,E01015807,31.225,18.9,15.4,33.12636874052876,3,3,9587.0,3,2
S,S01007260,33.121800545166984,20.0,17.0,33.121800545166984,3,3,9588.0,3,2
W,W01001362,28.8,20.0,18.0,33.12156943267341,3,3,9589.0,3,2
N,95LL24S1,15.115005196813469,14.7,13.0,33.11946316093185,6,3,9590.0,3,2
E,E01022364,30.452,20.4,16.7,33.1164622862396,3,3,9591.0,3,2
E,E01020282,31.271,17.2,15.299999999999999,33.11606937148618,3,3,9592.0,3,2
E,E01012181,30.45,17.4,16.7,33.11481887764711,3,3,9593.0,3,2
E,E01019773,30.273,19.1,17.0,33.11367051722133,3,3,9594.0,3,2
E,E01001843,32.022,18.2,14.000000000000002,33.10789833125795,3,3,9595.0,3,2
E,E01005498,32.664,15.299999999999999,12.9,33.10635705607876,3,3,9596.0,3,2
E,E01015727,34.829,23.599999999999998,9.2,33.10572949066426,2,3,9597.0,3,2
E,E01023958,31.668,21.2,14.6,33.105601610406396,3,3,9598.0,3,2
E,E01005975,31.899,19.3,14.2,33.10302423615954,3,3,9599.0,3,2
E,E01010521,33.7,18.7,11.1,33.091882906931055,2,3,9600.0,3,2
N,95II05S2,8.342832978407438,9.5,17.3,33.09033577284252,9,3,9601.0,3,2
E,E01005437,33.054,19.5,12.2,33.09013736492527,3,3,9602.0,3,2
E,E01004231,32.526,22.6,13.100000000000001,33.089157396536685,3,3,9603.0,3,2
E,E01010599,32.875,24.9,12.5,33.08734559590701,3,3,9604.0,3,2
E,E01031053,31.115,20.0,15.5,33.08407903461169,3,3,9605.0,3,2
E,E01001109,32.11,20.200000000000003,13.8,33.0840127759878,3,3,9606.0,3,2
E,E01007083,31.641,17.8,14.6,33.08341559440779,3,3,9607.0,3,2
N,95GG11S2,10.835845158533964,10.7,15.7,33.08070227908514,8,3,9608.0,3,2
E,E01026078,30.701,17.0,16.2,33.08057782265529,3,3,9609.0,3,2
E,E01021003,32.63,17.7,12.9,33.07841911000644,3,3,9610.0,3,2
E,E01001468,29.819,13.600000000000001,17.7,33.07730113341515,3,3,9611.0,3,2
E,E01015115,31.222,21.099999999999998,15.299999999999999,33.07580586097019,3,3,9612.0,3,2
E,E01015677,34.089,13.900000000000002,10.4,33.074841511481324,2,3,9613.0,3,2
E,E01000184,31.921,21.2,14.099999999999998,33.073003964007086,3,3,9614.0,3,2
S,S01010944,33.06940402205631,19.0,16.0,33.06940402205631,3,3,9615.0,3,2
E,E01003240,32.442,20.5,13.200000000000001,33.06823200232197,3,3,9616.0,3,2
E,E01019536,31.093,21.4,15.5,33.066001540094305,3,3,9617.0,3,2
E,E01013310,31.385,19.0,15.0,33.06545036124854,3,3,9618.0,3,2
E,E01011817,30.682,16.400000000000002,16.2,33.064965441026644,3,3,9619.0,3,2
E,E01009084,31.793,19.1,14.299999999999999,33.06402134742745,3,3,9620.0,3,2
E,E01007473,31.731,19.8,14.399999999999999,33.06117344773013,3,3,9621.0,3,2
E,E01029679,29.857,22.6,17.599999999999998,33.060428130002606,3,3,9622.0,3,2
S,S01010143,33.06042519231739,22.0,16.0,33.06042519231739,3,3,9623.0,3,2
E,E01027081,31.78,21.3,14.299999999999999,33.05333919157627,3,3,9624.0,3,2
E,E01003546,33.531,20.200000000000003,11.3,33.04921041420539,2,3,9625.0,3,2
E,E01032483,30.601,19.0,16.3,33.046505159700686,3,3,9626.0,3,2
E,E01012759,32.532,17.5,13.0,33.0459898556443,3,3,9627.0,3,2
E,E01033586,34.463,20.1,9.700000000000001,33.04547455158793,2,3,9628.0,3,2
E,E01003542,32.819,21.0,12.5,33.04133015531731,3,3,9629.0,3,2
E,E01014501,32.114,16.1,13.700000000000001,33.03920182650294,3,3,9630.0,3,2
E,E01020621,29.714,18.6,17.8,33.039119948979305,3,3,9631.0,3,2
E,E01025844,31.173,18.8,15.299999999999999,33.0355423504542,3,3,9632.0,3,2
E,E01006815,30.586,16.8,16.3,33.034179595257015,3,3,9633.0,3,2
E,E01003498,33.218,19.3,11.799999999999999,33.03250580283003,3,3,9634.0,3,2
E,E01005115,31.636,18.6,14.499999999999998,33.03120930625673,3,3,9635.0,3,2
E,E01002506,32.981,19.6,12.2,33.030152951299414,3,3,9636.0,3,2
S,S01007437,33.027729269741585,19.0,19.0,33.027729269741585,3,3,9637.0,3,2
E,E01019401,30.461,18.5,16.5,33.02766209156612,3,3,9638.0,3,2
E,E01010669,32.157,23.3,13.600000000000001,33.02643734457161,3,3,9639.0,3,2
S,S01009411,33.02633883525477,18.0,14.0,33.02633883525477,3,3,9640.0,3,2
E,E01001920,31.102,19.6,15.4,33.02529911209067,3,3,9641.0,3,2
E,E01010139,31.277,18.8,15.1,33.024804063923966,3,3,9642.0,3,2
N,95DD21W1,14.990339155538733,14.2,13.0,33.02446851717467,7,3,9643.0,3,2
E,E01019768,30.574,20.599999999999998,16.3,33.02431914370208,3,3,9644.0,3,2
E,E01010425,32.269,17.7,13.4,33.022272692411335,3,3,9645.0,3,2
W,W01001231,31.9,22.0,14.0,33.017940789799134,3,3,9646.0,3,2
E,E01006831,31.268,18.4,15.1,33.01740872525776,3,3,9647.0,3,2
E,E01018799,29.801,20.5,17.599999999999998,33.01441268941291,3,3,9648.0,3,2
E,E01023920,33.313,17.599999999999998,11.600000000000001,33.01437217763359,2,3,9649.0,3,2
E,E01020677,29.731,19.900000000000002,17.7,33.00499115534563,3,3,9650.0,3,2
E,E01016490,32.657,19.7,12.7,33.00440959266536,3,3,9651.0,3,2
E,E01004710,31.131,24.3,15.299999999999999,33.00103077001193,3,3,9652.0,3,2
E,E01016110,33.589,15.4,11.1,33.00067373004789,2,3,9653.0,3,2
E,E01021017,32.591,15.8,12.8,32.99827487578306,3,3,9654.0,3,2
E,E01010099,31.127,19.400000000000002,15.299999999999999,32.99774395282695,3,3,9655.0,3,2
E,E01025987,31.478,21.4,14.7,32.997575560789755,3,3,9656.0,3,2
E,E01000133,30.774,18.8,15.9,32.99626893627163,3,3,9657.0,3,2
E,E01004267,32.998,24.0,12.1,32.99602415766573,3,3,9658.0,3,2
E,E01003966,33.346,20.599999999999998,11.5,32.99339065273981,2,3,9659.0,3,2
E,E01008461,30.88,21.7,15.7,32.987174058333885,3,3,9660.0,3,2
E,E01011249,31.99,18.099999999999998,13.8,32.98540826043845,3,3,9661.0,3,2
E,E01019001,30.351,18.2,16.6,32.98537238564905,3,3,9662.0,3,2
E,E01016071,31.17,18.7,15.2,32.984979470895624,3,3,9663.0,3,2
E,E01001841,31.696,19.7,14.299999999999999,32.98431603069172,3,3,9664.0,3,2
E,E01025249,31.519,17.2,14.6,32.98316767026594,3,3,9665.0,3,2
E,E01001621,31.869,18.8,14.000000000000002,32.982177573932525,3,3,9666.0,3,2
E,E01003055,34.093,16.8,10.2,32.98193279532663,2,3,9667.0,3,2
E,E01001324,33.507,18.3,11.200000000000001,32.98139174442568,2,3,9668.0,3,2
E,E01010836,34.733,19.2,9.1,32.978748111554935,2,3,9669.0,3,2
E,E01001943,33.034,16.2,12.0,32.9775077456607,3,3,9670.0,3,2
S,S01006557,32.97377518021512,17.0,16.0,32.97377518021512,3,3,9671.0,3,2
E,E01014809,31.097,17.9,15.299999999999999,32.97309282393961,3,3,9672.0,3,2
S,S01013356,32.971757762587465,19.0,16.0,32.971757762587465,3,3,9673.0,3,2
E,E01031609,31.737,17.299999999999997,14.2,32.96990814016791,3,3,9674.0,3,2
E,E01024499,30.794,19.6,15.8,32.964605255526685,3,3,9675.0,3,2
E,E01006313,30.968,20.200000000000003,15.5,32.96328850306373,3,3,9676.0,3,2
E,E01013554,33.189,18.9,11.700000000000001,32.9605786115691,3,3,9677.0,3,2
S,S01007255,32.95995463752174,20.0,14.0,32.95995463752174,3,3,9678.0,3,2
E,E01001856,31.549,20.4,14.499999999999998,32.95972103248344,3,3,9679.0,3,2
E,E01001830,32.425,20.0,13.0,32.95806749594613,3,3,9680.0,3,2
E,E01033542,32.423,16.7,13.0,32.956424087353646,3,3,9681.0,3,2
E,E01020662,29.725,21.3,17.599999999999998,32.95196316289832,3,3,9682.0,3,2
N,95XX17S2,11.758597107090672,12.2,15.0,32.94851785987581,8,3,9683.0,3,2
E,E01003377,31.291,24.2,14.899999999999999,32.94011239073169,3,3,9684.0,3,2
E,E01007058,31.17,18.2,15.1,32.93688170422579,3,3,9685.0,3,2
E,E01018092,31.398,18.4,14.7,32.931839217090186,3,3,9686.0,3,2
E,E01025829,30.11,17.4,16.900000000000002,32.931634950263614,3,3,9687.0,3,2
E,E01006388,30.343,16.6,16.5,32.93070098460925,3,3,9688.0,3,2
S,S01013154,32.92914591982304,20.0,14.0,32.92914591982304,3,3,9689.0,3,2
E,E01013143,32.916,19.2,12.1,32.92864440537367,3,3,9690.0,3,2
E,E01022908,33.205,13.900000000000002,11.600000000000001,32.92562811363917,3,3,9691.0,3,2
E,E01005761,32.205,19.1,13.3,32.92158585078184,3,3,9692.0,3,2
S,S01010334,32.919872921821046,21.0,14.0,32.919872921821046,3,3,9693.0,3,2
E,E01012936,29.568,15.5,17.8,32.91915112172759,3,3,9694.0,3,2
S,S01012603,32.918847989125155,20.0,16.0,32.918847989125155,3,3,9695.0,3,2
N,95JJ13S2,10.464277107917392,13.2,15.8,32.916900745407006,8,3,9696.0,3,2
E,E01000016,32.839,19.900000000000002,12.2,32.913470941232674,3,3,9697.0,3,2
E,E01005522,32.253,15.9,13.200000000000001,32.91292989033174,3,3,9698.0,3,2
E,E01022254,31.078,22.900000000000002,15.2,32.90938267564112,3,3,9699.0,3,2
E,E01007346,30.668,18.4,15.9,32.90916828086971,3,3,9700.0,3,2
E,E01015381,31.545,19.8,14.399999999999999,32.908336448628624,3,3,9701.0,3,2
E,E01032310,31.778,16.900000000000002,14.000000000000002,32.90740248297426,3,3,9702.0,3,2
E,E01000092,33.768,21.5,10.6,32.907269965726485,2,3,9703.0,3,2
E,E01006177,30.897,22.2,15.5,32.90494749803036,3,3,9704.0,3,2
E,E01018461,30.662,18.3,15.9,32.904238055092236,3,3,9705.0,3,2
E,E01005102,32.183,16.900000000000002,13.3,32.90350835626445,3,3,9706.0,3,2
S,S01010927,32.903452281697085,22.0,15.0,32.903452281697085,3,3,9707.0,3,2
E,E01008241,31.246,17.8,14.899999999999999,32.903135697400685,3,3,9708.0,3,2
E,E01010050,31.882,20.599999999999998,13.8,32.89666419644403,3,3,9709.0,3,2
E,E01001529,32.233,22.3,13.200000000000001,32.89649580440685,3,3,9710.0,3,2
S,S01011554,32.89635831692187,19.0,15.0,32.89635831692187,3,3,9711.0,3,2
E,E01021846,32.173,19.400000000000002,13.3,32.89529131330201,3,3,9712.0,3,2
E,E01026077,30.002,21.0,17.0,32.890988652939036,3,3,9713.0,3,2
E,E01001479,33.274,21.9,11.4,32.886130176740366,2,3,9714.0,3,2
E,E01007240,29.995,15.299999999999999,17.0,32.88523672286533,3,3,9715.0,3,2
E,E01027224,31.691,16.0,14.099999999999998,32.88401197587083,3,3,9716.0,3,2
S,S01009131,32.883525228126416,15.0,16.0,32.883525228126416,3,3,9717.0,3,2
E,E01002807,31.573,23.3,14.299999999999999,32.88324640225363,3,3,9718.0,3,2
E,E01009140,32.387,14.399999999999999,12.9,32.878744966019,3,3,9719.0,3,2
E,E01006325,31.683,16.400000000000002,14.099999999999998,32.87743834150087,3,3,9720.0,3,2
E,E01009441,33.029,13.100000000000001,11.799999999999999,32.87720369083979,3,3,9721.0,3,2
E,E01030608,31.854,19.8,13.8,32.87365647614918,3,3,9722.0,3,2
E,E01003593,32.672,21.6,12.4,32.87244185709951,3,3,9723.0,3,2
S,S01008998,32.869694631461805,19.0,10.0,32.869694631461805,3,3,9724.0,3,2
W,W01000287,32.5,20.0,13.0,32.86889231448556,3,3,9725.0,3,2
E,E01004777,31.728,18.5,14.000000000000002,32.866317268162035,3,3,9726.0,3,2
E,E01025011,31.669,19.8,14.099999999999998,32.86593448135344,3,3,9727.0,3,2
E,E01008595,30.437,20.0,16.2,32.863647888446714,3,3,9728.0,3,2
E,E01024926,30.846,20.5,15.5,32.86304057892188,3,3,9729.0,3,2
E,E01026717,34.006,11.700000000000001,10.100000000000001,32.8623467548835,2,3,9730.0,3,2
E,E01005302,31.722,18.5,14.000000000000002,32.861387042384564,3,3,9731.0,3,2
S,S01013308,32.86109799771688,22.0,14.0,32.86109799771688,3,3,9732.0,3,2
E,E01025371,30.717,18.5,15.7,32.85323625804601,3,3,9733.0,3,2
E,E01007632,31.299,16.900000000000002,14.7,32.85049049176197,3,3,9734.0,3,2
E,E01025577,31.708,20.8,14.000000000000002,32.84988318223714,3,3,9735.0,3,2
E,E01031358,31.412,20.8,14.499999999999998,32.84714754389793,3,3,9736.0,3,2
E,E01004816,30.94,23.400000000000002,15.299999999999999,32.844085249429206,3,3,9737.0,3,2
E,E01004413,32.226,19.0,13.100000000000001,32.84264610766329,3,3,9738.0,3,2
E,E01018081,32.4,15.4,12.8,32.84132935520034,3,3,9739.0,3,2
E,E01010085,31.931,16.3,13.600000000000001,32.84073217362033,3,3,9740.0,3,2
E,E01002799,32.282,24.099999999999998,13.0,32.84056378158315,3,3,9741.0,3,2
E,E01031555,33.451,20.3,11.0,32.8391807704963,2,3,9742.0,3,2
S,S01010300,32.83329580744015,20.0,12.0,32.83329580744015,3,3,9743.0,3,2
E,E01015041,32.39,16.400000000000002,12.8,32.83311231223789,3,3,9744.0,3,2
E,E01000059,32.331,17.599999999999998,12.9,32.8327295254293,3,3,9745.0,3,2
E,E01008672,29.814,16.6,17.2,32.83270377858473,3,3,9746.0,3,2
E,E01033324,32.623,19.8,12.4,32.83217834658352,3,3,9747.0,3,2
E,E01013184,31.979,17.4,13.5,32.83207621317023,3,3,9748.0,3,2
W,W01001429,29.2,21.0,17.0,32.83178802639411,3,3,9749.0,3,2
