parl25,parl25-deprivation-score,parl25-imd-pop-quintile,parl25-imd-pop-decile,label
UKPARL.2025.BXB,17.425601448732827,4,7,4th IMD quintile
UKPARL.2025.CLE,17.379350435242106,4,7,4th IMD quintile
UKPARL.2025.CPT,17.358889350003686,4,7,4th IMD quintile
UKPARL.2025.WSF,17.29512377104492,4,7,4th IMD quintile
UKPARL.2025.BXC,17.25273910617934,4,7,4th IMD quintile
UKPARL.2025.WRH,17.218899592722213,4,7,4th IMD quintile
UKPARL.2025.CAW,17.19403215279511,4,7,4th IMD quintile
UKPARL.2025.NHI,17.186569946950932,4,7,4th IMD quintile
UKPARL.2025.WAV,17.16835273593038,4,7,4th IMD quintile
UKPARL.2025.ABM,17.124976698196903,4,7,4th IMD quintile
UKPARL.2025.CHN,17.09540580941752,4,7,4th IMD quintile
UKPARL.2025.AAD,17.093606753456097,4,7,4th IMD quintile
UKPARL.2025.ABL,17.093477832585283,4,7,4th IMD quintile
UKPARL.2025.ABN,17.02815770163101,4,7,4th IMD quintile
UKPARL.2025.BAT,17.01959164570392,4,7,4th IMD quintile
UKPARL.2025.ILN,17.019590893416808,4,7,4th IMD quintile
UKPARL.2025.HAU,16.92753608890765,4,7,4th IMD quintile
UKPARL.2025.SWL,16.88973181931476,4,7,4th IMD quintile
UKPARL.2025.CLW,16.884296404248282,4,7,4th IMD quintile
UKPARL.2025.NTA,16.87588539449068,4,7,4th IMD quintile
UKPARL.2025.BRS,16.867223958133195,4,7,4th IMD quintile
UKPARL.2025.COV,16.768382128777922,4,7,4th IMD quintile
UKPARL.2025.SHD,16.746565587141,4,7,4th IMD quintile
UKPARL.2025.TOO,16.740397871711497,4,7,4th IMD quintile
UKPARL.2025.EXT,16.70705437677401,4,7,4th IMD quintile
UKPARL.2025.BUC,16.621210456651223,4,7,4th IMD quintile
UKPARL.2025.HEX,16.472199150401405,4,7,4th IMD quintile
UKPARL.2025.NCN,16.46543748920952,4,7,4th IMD quintile
UKPARL.2025.EWS,16.41525235363489,4,7,4th IMD quintile
UKPARL.2025.HAW,16.410599463498443,4,7,4th IMD quintile
UKPARL.2025.DCT,16.35072676042247,4,7,4th IMD quintile
UKPARL.2025.HAE,16.323886740910265,4,7,4th IMD quintile
UKPARL.2025.BIM,16.31105276731028,4,7,4th IMD quintile
UKPARL.2025.CDV,16.269599812568558,4,7,4th IMD quintile
UKPARL.2025.DAE,16.21768296670779,4,7,4th IMD quintile
UKPARL.2025.GWR,16.158210157199782,4,7,4th IMD quintile
UKPARL.2025.ODB,16.148140457198444,4,7,4th IMD quintile
UKPARL.2025.PLE,16.13027028925988,4,7,4th IMD quintile
UKPARL.2025.DLB,16.107244335470423,4,7,4th IMD quintile
UKPARL.2025.GAS,16.09566406401866,4,7,4th IMD quintile
UKPARL.2025.SHR,16.088174862901152,4,7,4th IMD quintile
UKPARL.2025.ORP,16.0808233722472,4,7,4th IMD quintile
UKPARL.2025.HML,16.063034981542646,4,8,4th IMD quintile
UKPARL.2025.SUT,16.00432077450505,4,8,4th IMD quintile
UKPARL.2025.RMF,15.999270267840286,4,8,4th IMD quintile
UKPARL.2025.SFC,15.943132248374077,4,8,4th IMD quintile
UKPARL.2025.WAS,15.93172999279366,4,8,4th IMD quintile
UKPARL.2025.ENL,15.9107253056454,4,8,4th IMD quintile
UKPARL.2025.SWW,15.905565853233059,4,8,4th IMD quintile
UKPARL.2025.PUT,15.891945947379588,4,8,4th IMD quintile
UKPARL.2025.WDS,15.878054449328499,4,8,4th IMD quintile
UKPARL.2025.MKN,15.833050543813256,4,8,4th IMD quintile
UKPARL.2025.WKT,15.790870662855275,4,8,4th IMD quintile
UKPARL.2025.NWK,15.788612345475826,4,8,4th IMD quintile
UKPARL.2025.DFR,15.771004748715328,4,8,4th IMD quintile
UKPARL.2025.STM,15.668476012988203,4,8,4th IMD quintile
UKPARL.2025.CTB,15.651744249287885,4,8,4th IMD quintile
UKPARL.2025.LOE,15.647387783709613,4,8,4th IMD quintile
UKPARL.2025.HPK,15.62222436492349,4,8,4th IMD quintile
UKPARL.2025.HAH,15.610709807926728,4,8,4th IMD quintile
UKPARL.2025.BAN,15.606942861521173,4,8,4th IMD quintile
UKPARL.2025.UXB,15.601424503515958,4,8,4th IMD quintile
UKPARL.2025.WWR,15.576966968978667,4,8,4th IMD quintile
UKPARL.2025.EKS,15.558247590458883,4,8,4th IMD quintile
UKPARL.2025.CBG,15.518738710517018,4,8,4th IMD quintile
UKPARL.2025.TAM,15.432211029864005,4,8,4th IMD quintile
UKPARL.2025.GED,15.378841121495327,4,8,4th IMD quintile
UKPARL.2025.WAT,15.330335527747037,4,8,4th IMD quintile
UKPARL.2025.YOC,15.297716744217299,4,8,4th IMD quintile
UKPARL.2025.APG,15.284064089846563,4,8,4th IMD quintile
UKPARL.2025.BEV,15.27290544431721,4,8,4th IMD quintile
UKPARL.2025.MDS,15.268532779024321,4,8,4th IMD quintile
UKPARL.2025.GAB,15.181979804889655,4,8,4th IMD quintile
UKPARL.2025.MMS,15.179645285254093,4,8,4th IMD quintile
UKPARL.2025.WIR,15.064006245574001,4,8,4th IMD quintile
UKPARL.2025.FYL,15.051028528989962,4,8,4th IMD quintile
UKPARL.2025.CCH,15.04588534957483,4,8,4th IMD quintile
UKPARL.2025.STF,15.025872030675558,4,8,4th IMD quintile
UKPARL.2025.BSK,15.00666754045015,4,8,4th IMD quintile
UKPARL.2025.SPL,14.99546810023637,4,8,4th IMD quintile
UKPARL.2025.FGG,14.968000673246337,4,8,4th IMD quintile
UKPARL.2025.EPF,14.921783902245968,4,8,4th IMD quintile
UKPARL.2025.STG,14.91141041484351,4,8,4th IMD quintile
UKPARL.2025.SDE,14.889905156773711,4,8,4th IMD quintile
UKPARL.2025.ESW,14.847978634546973,4,8,4th IMD quintile
UKPARL.2025.FES,14.703952720820583,4,8,4th IMD quintile
UKPARL.2025.LBO,14.670001197779724,4,8,4th IMD quintile
UKPARL.2025.WHT,14.638401366208432,4,8,4th IMD quintile
UKPARL.2025.BXT,14.616045907553092,4,8,4th IMD quintile
UKPARL.2025.AHT,14.609124292573023,4,8,4th IMD quintile
UKPARL.2025.SEF,14.54893711301753,4,8,4th IMD quintile
UKPARL.2025.NWL,14.536770133425607,4,8,4th IMD quintile
UKPARL.2025.BTR,14.428203053420665,4,8,4th IMD quintile
UKPARL.2025.LWS,14.421738900218909,4,8,4th IMD quintile
UKPARL.2025.RUG,14.418479747013352,4,8,4th IMD quintile
UKPARL.2025.CRS,14.393344970219868,4,8,4th IMD quintile
UKPARL.2025.PHK,14.306334185360006,4,8,4th IMD quintile
UKPARL.2025.SRI,14.3053366852849,4,8,4th IMD quintile
UKPARL.2025.HKB,14.256850571311977,4,8,4th IMD quintile
UKPARL.2025.SSF,14.249898724412187,4,8,4th IMD quintile
UKPARL.2025.NEF,14.130907227335431,4,8,4th IMD quintile
UKPARL.2025.BAF,14.104166880208387,4,8,4th IMD quintile
UKPARL.2025.SAL,14.016632334410781,4,8,4th IMD quintile
UKPARL.2025.SBY,14.004802634839757,4,8,4th IMD quintile
UKPARL.2025.BAP,13.994548520908785,4,8,4th IMD quintile
UKPARL.2025.CSI,13.988232288519274,4,8,4th IMD quintile
UKPARL.2025.WYC,13.955263530152912,4,8,4th IMD quintile
UKPARL.2025.MNS,13.909220701112371,4,8,4th IMD quintile
UKPARL.2025.WAL,13.797972291181093,4,8,4th IMD quintile
UKPARL.2025.CNM,13.794535993447463,5,9,5th IMD quintile
UKPARL.2025.CFN,13.77855381272033,5,9,5th IMD quintile
UKPARL.2025.NDS,13.753598187088274,5,9,5th IMD quintile
UKPARL.2025.NFE,13.697081327101209,5,9,5th IMD quintile
UKPARL.2025.SGW,13.611226260504202,5,9,5th IMD quintile
UKPARL.2025.HMR,13.586221261979945,5,9,5th IMD quintile
UKPARL.2025.BES,13.57412944267736,5,9,5th IMD quintile
UKPARL.2025.CPB,13.557132750215311,5,9,5th IMD quintile
UKPARL.2025.OAS,13.553019284018939,5,9,5th IMD quintile
UKPARL.2025.MAL,13.544780109200389,5,9,5th IMD quintile
UKPARL.2025.WTM,13.376454983731449,5,9,5th IMD quintile
UKPARL.2025.EXM,13.359584307328983,5,9,5th IMD quintile
UKPARL.2025.WEL,13.351728528528529,5,9,5th IMD quintile
UKPARL.2025.LNW,13.351508750355706,5,9,5th IMD quintile
UKPARL.2025.AYS,13.197098778388817,5,9,5th IMD quintile
UKPARL.2025.MKM,13.16254232114588,5,9,5th IMD quintile
UKPARL.2025.WKL,13.14123081823195,5,9,5th IMD quintile
UKPARL.2025.MAC,13.04851018775785,5,9,5th IMD quintile
UKPARL.2025.CPM,13.032998040399441,5,9,5th IMD quintile
UKPARL.2025.RSO,13.005807598371778,5,9,5th IMD quintile
UKPARL.2025.DAV,12.9631350806638,5,9,5th IMD quintile
UKPARL.2025.SKW,12.948039188958935,5,9,5th IMD quintile
UKPARL.2025.MAS,12.898786628146924,5,9,5th IMD quintile
UKPARL.2025.ABS,12.84540967748369,5,9,5th IMD quintile
UKPARL.2025.RDW,12.836250613422637,5,9,5th IMD quintile
UKPARL.2025.NWH,12.833686002671003,5,9,5th IMD quintile
UKPARL.2025.FAW,12.823758211943735,5,9,5th IMD quintile
UKPARL.2025.ESU,12.795101282527517,5,9,5th IMD quintile
UKPARL.2025.TON,12.759059159177518,5,9,5th IMD quintile
UKPARL.2025.SEV,12.726354573662894,5,9,5th IMD quintile
UKPARL.2025.TEW,12.660727508892531,5,9,5th IMD quintile
UKPARL.2025.CHS,12.659885383986845,5,9,5th IMD quintile
UKPARL.2025.HNS,12.65322324824059,5,9,5th IMD quintile
UKPARL.2025.SXW,12.607480553112952,5,9,5th IMD quintile
UKPARL.2025.NBD,12.547519238812212,5,9,5th IMD quintile
UKPARL.2025.KAS,12.488846439633653,5,9,5th IMD quintile
UKPARL.2025.MDP,12.444045450261978,5,9,5th IMD quintile
UKPARL.2025.RIV,12.434866219886286,5,9,5th IMD quintile
UKPARL.2025.SAR,12.414371229036542,5,9,5th IMD quintile
UKPARL.2025.CHM,12.404147600540723,5,9,5th IMD quintile
UKPARL.2025.CNG,12.343890300150655,5,9,5th IMD quintile
UKPARL.2025.NFW,12.298796753803051,5,9,5th IMD quintile
UKPARL.2025.CDL,12.284708635627917,5,9,5th IMD quintile
UKPARL.2025.RAN,12.27899081196152,5,9,5th IMD quintile
UKPARL.2025.ASD,12.118397985192379,5,9,5th IMD quintile
UKPARL.2025.LIC,12.081258941079522,5,9,5th IMD quintile
UKPARL.2025.HTD,12.040278607182099,5,9,5th IMD quintile
UKPARL.2025.SNF,12.022434618565226,5,9,5th IMD quintile
UKPARL.2025.BBH,11.959708419704913,5,9,5th IMD quintile
UKPARL.2025.HNE,11.951842074689614,5,9,5th IMD quintile
UKPARL.2025.EWT,11.904413034627167,5,9,5th IMD quintile
UKPARL.2025.SLR,11.897904335299621,5,9,5th IMD quintile
UKPARL.2025.OBS,11.896684639125422,5,9,5th IMD quintile
UKPARL.2025.CHR,11.89308562295372,5,9,5th IMD quintile
UKPARL.2025.SOA,11.876145609753607,5,9,5th IMD quintile
UKPARL.2025.BRG,11.68277928735195,5,9,5th IMD quintile
UKPARL.2025.BTH,11.672172671813936,5,9,5th IMD quintile
UKPARL.2025.GAP,11.665246162603351,5,9,5th IMD quintile
UKPARL.2025.ESO,11.61033555271187,5,9,5th IMD quintile
UKPARL.2025.BAO,11.609344796314806,5,9,5th IMD quintile
UKPARL.2025.NES,11.597101573759153,5,9,5th IMD quintile
UKPARL.2025.KSS,11.57819904868434,5,9,5th IMD quintile
UKPARL.2025.DED,11.549952031540903,5,9,5th IMD quintile
UKPARL.2025.SWD,11.476570995510958,5,9,5th IMD quintile
UKPARL.2025.WND,11.467923992666663,5,9,5th IMD quintile
UKPARL.2025.NCT,11.264745011566667,5,9,5th IMD quintile
UKPARL.2025.SWS,11.249848017576337,5,9,5th IMD quintile
UKPARL.2025.BRK,11.218521281535365,5,9,5th IMD quintile
UKPARL.2025.EEC,11.201967061446286,5,9,5th IMD quintile
UKPARL.2025.EAR,11.180589258106812,5,9,5th IMD quintile
UKPARL.2025.HOW,11.124483974580027,5,10,5th IMD quintile
UKPARL.2025.STR,11.114200788746391,5,10,5th IMD quintile
UKPARL.2025.TNW,11.10861676415051,5,10,5th IMD quintile
UKPARL.2025.SAC,10.961926803600624,5,10,5th IMD quintile
UKPARL.2025.WOK,10.854296121754485,5,10,5th IMD quintile
UKPARL.2025.DAH,10.802916951399594,5,10,5th IMD quintile
UKPARL.2025.RUN,10.787035433721629,5,10,5th IMD quintile
UKPARL.2025.WAE,10.74264364296684,5,10,5th IMD quintile
UKPARL.2025.ASW,10.735791230291172,5,10,5th IMD quintile
UKPARL.2025.TAY,10.728461678130884,5,10,5th IMD quintile
UKPARL.2025.NBY,10.727309738940448,5,10,5th IMD quintile
UKPARL.2025.RNP,10.651577922904805,5,10,5th IMD quintile
UKPARL.2025.BWS,10.614955296513108,5,10,5th IMD quintile
UKPARL.2025.EWE,10.605034727332807,5,10,5th IMD quintile
UKPARL.2025.GDB,10.552407024035976,5,10,5th IMD quintile
UKPARL.2025.HGK,10.494026788959237,5,10,5th IMD quintile
UKPARL.2025.MDE,10.428066589574197,5,10,5th IMD quintile
UKPARL.2025.TAT,10.39564097069085,5,10,5th IMD quintile
UKPARL.2025.REI,10.363240473906117,5,10,5th IMD quintile
UKPARL.2025.MLE,10.359749371341106,5,10,5th IMD quintile
UKPARL.2025.NWE,10.232325031868626,5,10,5th IMD quintile
UKPARL.2025.FBS,10.149454465130392,5,10,5th IMD quintile
UKPARL.2025.EHA,10.108836998403406,5,10,5th IMD quintile
UKPARL.2025.SCT,10.074214540711244,5,10,5th IMD quintile
UKPARL.2025.ERF,10.038859863561807,5,10,5th IMD quintile
UKPARL.2025.RUT,10.009194409544477,5,10,5th IMD quintile
UKPARL.2025.HRH,9.89052304771698,5,10,5th IMD quintile
UKPARL.2025.SWH,9.888535596421471,5,10,5th IMD quintile
UKPARL.2025.KLW,9.822602516770308,5,10,5th IMD quintile
UKPARL.2025.OXW,9.820465940655986,5,10,5th IMD quintile
UKPARL.2025.MDB,9.762479568986668,5,10,5th IMD quintile
UKPARL.2025.ESL,9.735928906193669,5,10,5th IMD quintile
UKPARL.2025.DAW,9.679196707227105,5,10,5th IMD quintile
UKPARL.2025.RAW,9.672697174447174,5,10,5th IMD quintile
UKPARL.2025.SNC,9.656305036116304,5,10,5th IMD quintile
UKPARL.2025.MBD,9.644069067886463,5,10,5th IMD quintile
UKPARL.2025.RPK,9.586350290190078,5,10,5th IMD quintile
UKPARL.2025.STA,9.460159378290298,5,10,5th IMD quintile
UKPARL.2025.WIM,9.332594337309674,5,10,5th IMD quintile
UKPARL.2025.HIT,9.305815807560137,5,10,5th IMD quintile
UKPARL.2025.WIN,9.239923796565638,5,10,5th IMD quintile
UKPARL.2025.TWI,9.205415686818265,5,10,5th IMD quintile
UKPARL.2025.GAA,9.165109276795441,5,10,5th IMD quintile
UKPARL.2025.SCB,9.114483947416787,5,10,5th IMD quintile
UKPARL.2025.EGU,9.079090323625906,5,10,5th IMD quintile
UKPARL.2025.SLE,9.06827499296539,5,10,5th IMD quintile
UKPARL.2025.GUI,8.94335878458792,5,10,5th IMD quintile
UKPARL.2025.BCF,8.881501963961561,5,10,5th IMD quintile
UKPARL.2025.FAB,8.749443624699278,5,10,5th IMD quintile
UKPARL.2025.EAE,8.747110057915418,5,10,5th IMD quintile
UKPARL.2025.HAT,8.665105650097814,5,10,5th IMD quintile
UKPARL.2025.WIT,8.644810345340728,5,10,5th IMD quintile
UKPARL.2025.HBV,8.636346490120266,5,10,5th IMD quintile
UKPARL.2025.NSS,8.62200113137436,5,10,5th IMD quintile
UKPARL.2025.SHA,8.56105792334333,5,10,5th IMD quintile
UKPARL.2025.WAK,8.27461594793632,5,10,5th IMD quintile
UKPARL.2025.SRH,8.272938603851372,5,10,5th IMD quintile
UKPARL.2025.MAI,8.023803442223306,5,10,5th IMD quintile
UKPARL.2025.EAW,8.012390848756592,5,10,5th IMD quintile
UKPARL.2025.MSU,7.943571857678134,5,10,5th IMD quintile
UKPARL.2025.HAS,7.791214890623967,5,10,5th IMD quintile
UKPARL.2025.MBU,7.629418601760746,5,10,5th IMD quintile
UKPARL.2025.SNH,7.5849645509756565,5,10,5th IMD quintile
UKPARL.2025.YOO,7.495827210250658,5,10,5th IMD quintile
UKPARL.2025.RCF,7.166617491235671,5,10,5th IMD quintile
UKPARL.2025.CAA,6.8228731144012915,5,10,5th IMD quintile
UKPARL.2025.HAB,6.600332395873779,5,10,5th IMD quintile
UKPARL.2025.NEH,6.0500887379405395,5,10,5th IMD quintile
UKPARL.2025.WKM,5.732661845759454,5,10,5th IMD quintile
