pcon,pcon-deprivation-score,pcon-imd-pop-quintile,pcon-imd-pop-decile,label
E14000806,13.417626808142051,5,9,5th IMD quintile
E14000901,13.379137458390446,5,9,5th IMD quintile
E14000945,13.362917174739474,5,9,5th IMD quintile
E14001045,13.279771202734457,5,9,5th IMD quintile
E14001019,13.243361062823514,5,9,5th IMD quintile
E14000802,13.195317570313335,5,9,5th IMD quintile
E14001056,13.082962668556714,5,9,5th IMD quintile
E14000872,12.949188096605376,5,9,5th IMD quintile
E14000774,12.908670553809001,5,9,5th IMD quintile
E14000997,12.900959175745916,5,9,5th IMD quintile
E14000770,12.68927855948353,5,9,5th IMD quintile
E14000607,12.680272884685488,5,9,5th IMD quintile
W07000051,12.678709575858802,5,9,5th IMD quintile
E14000757,12.613059860323148,5,9,5th IMD quintile
E14000635,12.602057985860048,5,9,5th IMD quintile
E14000975,12.572215787894178,5,9,5th IMD quintile
E14000665,12.568548293717518,5,9,5th IMD quintile
E14000628,12.566074472353744,5,9,5th IMD quintile
E14000917,12.484073885228684,5,9,5th IMD quintile
E14000746,12.462519487528752,5,9,5th IMD quintile
E14000646,12.44616201455067,5,9,5th IMD quintile
E14001023,12.421890587925125,5,9,5th IMD quintile
E14000660,12.390963470140468,5,9,5th IMD quintile
E14000928,12.388547029136266,5,9,5th IMD quintile
E14000538,12.35722899967364,5,9,5th IMD quintile
E14000828,12.298796753803051,5,9,5th IMD quintile
E14000894,12.263385734965386,5,9,5th IMD quintile
E14001037,12.188202638423506,5,9,5th IMD quintile
E14000857,12.158393369330652,5,9,5th IMD quintile
E14000931,12.156065686733816,5,9,5th IMD quintile
E14000918,12.124608080519373,5,9,5th IMD quintile
S14000049,12.09916530070057,5,9,5th IMD quintile
E14000791,12.070601932735842,5,9,5th IMD quintile
S14000026,12.057759285657772,5,9,5th IMD quintile
E14000895,12.027050692629258,5,9,5th IMD quintile
E14000681,12.024301960508872,5,9,5th IMD quintile
E14000547,11.990987377336628,5,9,5th IMD quintile
E14000929,11.960114609055221,5,9,5th IMD quintile
E14000977,11.957974920119428,5,9,5th IMD quintile
E14000845,11.951842074689614,5,9,5th IMD quintile
E14000860,11.896619078391929,5,9,5th IMD quintile
E14000869,11.891448754269078,5,9,5th IMD quintile
E14000664,11.853298483521094,5,9,5th IMD quintile
E14000678,11.700200998634825,5,9,5th IMD quintile
E14000605,11.68277928735195,5,9,5th IMD quintile
E14000990,11.66297273581666,5,9,5th IMD quintile
E14000594,11.609344796314806,5,9,5th IMD quintile
E14000638,11.59545744025903,5,9,5th IMD quintile
E14000627,11.521205478878255,5,9,5th IMD quintile
E14001057,11.508805198203307,5,9,5th IMD quintile
E14000846,11.480859303042012,5,9,5th IMD quintile
E14000893,11.469554334622789,5,9,5th IMD quintile
E14000685,11.455446239390234,5,9,5th IMD quintile
S14000024,11.42205807156718,5,9,5th IMD quintile
S14000002,11.418505008687442,5,9,5th IMD quintile
E14000950,11.371183014618206,5,9,5th IMD quintile
E14000702,11.344761694599272,5,9,5th IMD quintile
E14000987,11.274230646448524,5,9,5th IMD quintile
E14000980,11.240344033640264,5,9,5th IMD quintile
E14000534,11.190291413864642,5,9,5th IMD quintile
E14000811,11.167829164060871,5,9,5th IMD quintile
E14001004,11.10861676415051,5,10,5th IMD quintile
E14000841,11.057219232677221,5,10,5th IMD quintile
E14000984,11.043800011643023,5,10,5th IMD quintile
E14000680,10.94830676167223,5,10,5th IMD quintile
E14000586,10.920735231468333,5,10,5th IMD quintile
E14000728,10.902687030653126,5,10,5th IMD quintile
E14000907,10.835006991881547,5,10,5th IMD quintile
E14001047,10.780597056236982,5,10,5th IMD quintile
E14000994,10.778721828426026,5,10,5th IMD quintile
E14000906,10.734600401257,5,10,5th IMD quintile
E14000909,10.631960985158017,5,10,5th IMD quintile
E14000830,10.627769949824115,5,10,5th IMD quintile
E14000815,10.622909046102063,5,10,5th IMD quintile
E14000625,10.602260520312111,5,10,5th IMD quintile
E14000991,10.539387454374705,5,10,5th IMD quintile
E14000730,10.494683397160653,5,10,5th IMD quintile
E14000532,10.403262170786212,5,10,5th IMD quintile
E14000814,10.39576235050022,5,10,5th IMD quintile
E14000937,10.184804077912267,5,10,5th IMD quintile
E14000910,10.126955898177561,5,10,5th IMD quintile
S14000021,10.038859863561807,5,10,5th IMD quintile
E14000551,9.991948513088893,5,10,5th IMD quintile
E14000940,9.958867296517008,5,10,5th IMD quintile
E14000888,9.856443675248926,5,10,5th IMD quintile
E14000767,9.811884713561396,5,10,5th IMD quintile
E14000824,9.77040455415389,5,10,5th IMD quintile
E14000960,9.540887990995412,5,10,5th IMD quintile
S14000037,9.475936462355108,5,10,5th IMD quintile
E14000699,9.474621052528343,5,10,5th IMD quintile
E14000753,9.439649197507798,5,10,5th IMD quintile
E14001005,9.308053342016459,5,10,5th IMD quintile
E14000813,9.27616880903098,5,10,5th IMD quintile
E14000896,9.097891162487182,5,10,5th IMD quintile
E14000608,8.961383847818448,5,10,5th IMD quintile
E14000874,8.958982153090462,5,10,5th IMD quintile
E14000719,8.94385095693986,5,10,5th IMD quintile
E14000983,8.907872110855516,5,10,5th IMD quintile
E14000724,8.881561832247195,5,10,5th IMD quintile
E14001015,8.813055665632664,5,10,5th IMD quintile
S14000018,8.780222703068713,5,10,5th IMD quintile
E14000850,8.752089225129664,5,10,5th IMD quintile
E14001046,8.736159973970336,5,10,5th IMD quintile
E14001040,8.655202926565442,5,10,5th IMD quintile
E14000550,8.631533032141224,5,10,5th IMD quintile
E14000942,8.444046487875593,5,10,5th IMD quintile
E14001042,8.404771190244633,5,10,5th IMD quintile
E14000742,8.316932685324286,5,10,5th IMD quintile
E14000951,8.295880526691807,5,10,5th IMD quintile
E14000694,8.269831896087098,5,10,5th IMD quintile
E14000749,8.251973031149548,5,10,5th IMD quintile
E14000697,8.227923156284152,5,10,5th IMD quintile
S14000058,8.161710053206363,5,10,5th IMD quintile
E14001041,8.046847591541022,5,10,5th IMD quintile
E14000934,7.985670813827261,5,10,5th IMD quintile
E14000744,7.953605912097808,5,10,5th IMD quintile
E14000922,7.742175121330526,5,10,5th IMD quintile
E14000817,7.662923267175306,5,10,5th IMD quintile
E14000803,7.655966007041399,5,10,5th IMD quintile
E14000953,7.546200761748287,5,10,5th IMD quintile
E14000908,7.166617491235671,5,10,5th IMD quintile
E14001062,7.109094799739935,5,10,5th IMD quintile
E14000631,6.977283114341046,5,10,5th IMD quintile
E14000844,6.2332401687450565,5,10,5th IMD quintile
E14001048,6.064711140989138,5,10,5th IMD quintile
