SOA2001,MDM_rank,Income_perc,Empl_perc,overall_imd_score,new_rank,agreement,2010_income_score
95TT09S2,661,11.3,11.5,10.634721769169614,661.0,True,14.000000000000002
95TT10W1,255,16.2,23.4,27.011679947244406,255.0,True,36.0
95TT11S1,562,13.7,16.3,14.085271079664201,562.0,True,20.0
95TT11S2,459,14.4,14.5,17.902068280740416,459.0,True,19.0
95TT12W1,582,11.1,16.2,13.323072860236095,582.0,True,20.0
95TT13S1,435,15.2,17.0,18.77474782129523,434.0,False,21.0
95TT13S2,218,15.0,26.4,29.040994323715594,218.0,True,32.0
95TT14W1,544,11.3,19.2,14.86564590217758,543.0,False,22.0
95TT15W1,358,15.7,17.9,21.918546891012223,358.0,True,23.0
95TT16W1,510,14.1,16.4,16.118163047066304,510.0,True,20.0
95UU06W1,584,11.7,20.3,13.293258755333127,584.0,True,23.0
95UU09W1,543,13.4,16.7,14.863804215463967,544.0,False,19.0
95UU14W1,221,16.6,27.2,29.02959407591599,219.0,False,37.0
95UU99C1,169,18.5,24.0,33.89494331936708,169.0,True,35.0
95UU99C2,177,18.9,24.3,32.893841698081324,177.0,True,36.0
95UU99C3,460,13.9,18.5,17.919134230036722,458.0,False,21.0
95UU99C4,210,18.0,19.1,29.71710303325821,210.0,True,22.0
95UU99C5,499,13.6,16.8,16.42306236784937,499.0,True,23.0
95UU99C6,124,20.7,26.2,38.14323897545203,124.0,True,33.0
95VV01S1,363,16.2,16.0,21.556610365585176,364.0,False,19.0
95VV01S2,187,18.6,23.5,31.9874400697001,187.0,True,30.0
95VV02W1,93,14.7,37.2,42.24460013094736,93.0,True,52.0
95VV03W1,132,14.6,31.9,37.28799268297194,132.0,True,40.0
95VV04W1,335,17.1,16.7,22.73386450649526,334.0,False,18.0
95VV05S1,473,14.9,15.7,17.35166987540509,473.0,True,17.0
95VV05S2,663,13.4,11.5,10.605904796159416,663.0,True,12.0
95VV06W1,260,17.4,23.6,26.881171011197292,260.0,True,33.0
95VV07S1,133,17.7,29.8,37.28563490866631,133.0,True,36.0
95VV07S2,619,13.0,17.8,12.255169772252684,619.0,True,21.0
95VV08W1,72,27.0,26.4,46.17878038865457,72.0,True,41.0
95VV09W1,57,25.7,33.1,49.4758508986695,57.0,True,52.0
95VV10S1,171,12.0,32.1,33.760818732324765,171.0,True,52.0
95VV10S2,75,17.5,34.0,45.67017277400519,75.0,True,39.0
