pcon,lsoa11,pcds
E14000709,E01008210,57
E14000709,E01008212,46
E14000709,E01008213,31
E14000709,E01008214,52
E14000709,E01008215,101
E14000709,E01008216,50
E14000709,E01008218,38
E14000709,E01008219,36
E14000709,E01008220,22
E14000709,E01008221,29
E14000574,E01008222,35
E14000574,E01008223,52
E14000574,E01008224,57
E14000574,E01008225,57
E14000574,E01008226,131
E14000709,E01008227,18
E14000709,E01008228,26
E14000709,E01008229,40
E14000709,E01008230,26
E14000709,E01008231,19
E14000709,E01008232,19
E14000709,E01008233,15
E14000709,E01008234,57
E14000709,E01008235,31
E14000709,E01008236,46
E14000709,E01008237,40
E14000709,E01008238,34
E14000709,E01008239,83
E14000765,E01008240,31
E14000765,E01008241,39
E14000765,E01008242,20
E14000765,E01008243,53
E14000765,E01008244,62
E14000574,E01008245,66
E14000574,E01008246,41
E14000574,E01008247,38
E14000574,E01008248,104
E14000574,E01008249,73
E14000574,E01008250,45
E14000709,E01008251,27
E14000709,E01008252,30
E14000709,E01008253,32
E14000709,E01008254,30
E14000709,E01008255,46
E14000709,E01008256,28
E14000709,E01008257,53
E14000709,E01008258,77
E14000709,E01008260,38
E14000709,E01008261,22
E14000574,E01008262,113
E14000574,E01008263,43
E14000574,E01008264,43
E14000574,E01008265,29
E14000574,E01008266,41
E14000574,E01008267,76
E14000574,E01008268,40
E14000574,E01008269,41
E14000574,E01008270,41
E14000574,E01008271,39
E14000574,E01008272,51
E14000574,E01008273,59
E14000574,E01008274,38
E14000574,E01008275,41
E14000574,E01008276,36
E14000574,E01008277,44
E14000574,E01008278,48
E14000574,E01008279,47
E14000574,E01008280,84
E14000765,E01008284,29
E14000709,E01008285,29
E14000765,E01008286,34
E14000765,E01008287,22
E14000831,E01008288,38
E14000831,E01008289,38
E14000831,E01008290,54
E14000831,E01008291,87
E14000831,E01008292,24
E14000833,E01008294,33
E14000831,E01008297,52
E14000831,E01008299,34
E14000831,E01008300,48
E14000832,E01008301,55
E14000832,E01008302,48
E14000832,E01008303,327
E14000832,E01008304,161
E14000832,E01008305,90
E14000833,E01008306,66
E14000833,E01008307,57
E14000833,E01008308,114
E14000833,E01008309,43
E14000833,E01008311,47
E14000833,E01008312,31
E14000833,E01008313,21
E14000832,E01008314,24
E14000832,E01008315,33
E14000832,E01008316,22
E14000832,E01008317,34
E14000832,E01008318,26
E14000832,E01008319,43
E14000832,E01008320,29
E14000832,E01008321,62
E14000832,E01008322,27
E14000832,E01008323,36
E14000833,E01008324,29
E14000833,E01008325,43
E14000833,E01008326,21
E14000833,E01008327,30
E14000833,E01008328,33
E14000833,E01008329,29
E14000833,E01008330,33
E14000831,E01008331,45
E14000831,E01008332,45
E14000831,E01008333,50
E14000831,E01008334,44
E14000831,E01008335,32
E14000833,E01008336,28
E14000833,E01008337,29
E14000833,E01008338,46
E14000833,E01008340,40
E14000833,E01008341,36
E14000833,E01008342,34
E14000831,E01008343,30
E14000831,E01008344,207
E14000831,E01008345,41
E14000831,E01008346,22
E14000831,E01008347,24
E14000831,E01008348,26
E14000831,E01008349,23
E14000831,E01008350,43
E14000833,E01008351,36
E14000833,E01008354,60
E14000833,E01008357,49
E14000832,E01008359,35
E14000832,E01008360,24
E14000832,E01008361,21
E14000832,E01008362,25
E14000832,E01008363,29
E14000832,E01008364,26
E14000832,E01008365,33
E14000832,E01008366,28
E14000832,E01008367,42
E14000832,E01008368,29
E14000832,E01008369,46
E14000832,E01008370,65
E14000832,E01008371,36
E14000832,E01008372,29
E14000832,E01008373,25
E14000831,E01008374,31
E14000831,E01008375,43
E14000831,E01008376,22
E14000831,E01008377,69
E14000831,E01008378,48
E14000831,E01008379,34
E14000831,E01008380,42
E14000833,E01008381,53
E14000833,E01008382,25
E14000833,E01008383,29
E14000833,E01008384,27
E14000833,E01008385,45
E14000833,E01008386,27
E14000833,E01008387,63
E14000832,E01008388,24
E14000832,E01008389,22
E14000832,E01008390,37
E14000832,E01008391,26
E14000832,E01008392,78
E14000831,E01008394,26
E14000831,E01008395,57
E14000831,E01008396,35
E14000831,E01008398,37
E14000831,E01008399,62
E14000833,E01008400,56
E14000833,E01008401,39
E14000833,E01008402,51
E14000833,E01008403,46
E14000833,E01008404,59
E14000833,E01008405,49
E14000832,E01008406,75
E14000832,E01008407,88
E14000832,E01008409,39
E14000832,E01008410,38
E14000832,E01008411,23
E14000832,E01008412,24
E14000832,E01008413,21
E14000831,E01008415,54
E14000831,E01008416,49
E14000833,E01008418,54
E14000831,E01008421,28
E14000833,E01008422,44
E14000831,E01008423,44
E14000833,E01008424,33
E14000832,E01008425,95
E14000832,E01008426,26
E14000832,E01008427,42
E14000832,E01008428,46
E14000832,E01008429,51
E14000832,E01008430,24
E14000832,E01008431,25
E14000832,E01008432,38
E14000832,E01008433,39
E14000832,E01008434,28
E14000832,E01008435,28
E14000832,E01008436,52
E14000831,E01008437,128
E14000831,E01008438,87
E14000831,E01008439,67
E14000833,E01008441,50
E14000833,E01008442,42
E14000833,E01008443,41
E14000833,E01008444,44
E14000833,E01008445,54
E14000833,E01008446,27
E14000833,E01008447,31
E14000833,E01008448,46
E14000831,E01008449,32
E14000831,E01008450,32
E14000831,E01008451,37
E14000831,E01008452,27
E14000831,E01008453,32
E14000831,E01008455,33
E14000833,E01008456,32
E14000833,E01008457,60
E14000833,E01008458,99
E14000833,E01008459,38
E14000833,E01008460,33
E14000853,E01008461,33
E14000853,E01008462,55
E14000853,E01008463,48
E14000853,E01008464,31
E14000853,E01008465,33
E14000853,E01008466,14
E14000853,E01008467,31
E14000853,E01008468,25
E14000853,E01008469,61
E14000853,E01008470,198
E14000853,E01008471,44
E14000853,E01008472,33
E14000853,E01008473,131
E14000853,E01008474,33
E14000853,E01008475,43
E14000853,E01008476,106
E14000853,E01008477,130
E14000853,E01008478,34
E14000853,E01008479,54
E14000853,E01008480,47
E14001006,E01008481,103
E14001006,E01008482,47
E14001006,E01008483,35
E14001006,E01008484,28
E14001006,E01008485,34
E14001006,E01008486,32
E14001006,E01008487,45
E14001006,E01008488,46
E14001006,E01008489,29
E14001006,E01008490,53
E14001006,E01008491,664
E14001006,E01008492,40
E14001006,E01008493,45
E14001006,E01008494,39
E14001006,E01008495,31
E14001006,E01008496,39
E14001006,E01008497,34
E14001006,E01008498,50
E14000853,E01008499,58
E14000853,E01008500,46
E14000853,E01008501,77
E14000853,E01008502,40
E14000853,E01008503,39
E14000853,E01008504,67
E14000853,E01008505,111
E14000853,E01008506,48
E14000853,E01008507,62
E14000853,E01008508,23
E14000853,E01008509,36
E14000853,E01008510,37
E14000853,E01008511,38
E14000853,E01008512,44
E14000853,E01008513,73
E14000853,E01008514,71
E14000853,E01008516,66
E14001006,E01008517,28
E14001006,E01008518,33
E14001006,E01008519,35
E14001006,E01008520,37
E14001006,E01008521,30
E14001006,E01008522,41
E14001006,E01008523,36
E14001006,E01008525,51
E14001006,E01008526,35
E14001006,E01008527,37
E14001006,E01008528,31
E14001006,E01008530,54
E14000853,E01008531,19
E14000853,E01008532,30
E14000853,E01008533,33
E14000853,E01008534,25
E14000853,E01008535,40
E14000853,E01008536,55
E14000853,E01008537,35
E14000853,E01008538,36
E14000853,E01008539,43
E14000853,E01008542,35
E14000853,E01008543,80
E14000853,E01008544,47
E14001006,E01008546,43
E14001006,E01008547,32
E14001006,E01008548,37
E14001006,E01008549,65
E14001006,E01008550,56
E14001006,E01008551,47
E14001006,E01008552,42
E14001006,E01008553,53
E14001006,E01008554,40
E14001006,E01008555,35
E14001006,E01008556,74
E14001006,E01008557,28
E14001006,E01008558,59
E14001006,E01008559,47
E14001006,E01008560,66
E14001006,E01008561,111
E14001006,E01008562,59
E14001006,E01008563,57
E14001006,E01008564,48
E14001006,E01008565,78
E14001006,E01008567,33
E14001006,E01008568,35
E14001006,E01008569,32
E14001006,E01008570,65
E14000853,E01008571,59
E14000853,E01008572,68
E14000853,E01008573,77
E14000853,E01008574,60
E14000853,E01008575,89
E14000853,E01008576,36
E14000853,E01008577,57
E14000853,E01008578,25
E14000853,E01008579,36
E14000853,E01008580,30
E14000853,E01008581,38
E14000853,E01008582,42
E14000853,E01008583,39
E14001006,E01008584,78
E14001006,E01008585,58
E14001006,E01008586,65
E14001006,E01008587,33
E14001006,E01008588,67
E14001006,E01008589,41
E14000944,E01008590,43
E14000944,E01008591,31
E14000944,E01008592,27
E14000944,E01008593,35
E14000944,E01008594,42
E14000944,E01008595,55
E14000944,E01008596,69
E14000944,E01008597,80
E14000944,E01008598,37
E14000944,E01008599,42
E14000765,E01008600,81
E14000765,E01008601,76
E14000765,E01008602,25
E14000765,E01008603,33
E14000765,E01008604,254
E14000944,E01008606,34
E14000944,E01008607,24
E14000765,E01008608,17
E14000944,E01008609,23
E14000765,E01008610,31
E14000765,E01008611,30
E14000765,E01008612,27
E14000765,E01008613,37
E14000765,E01008614,40
E14000765,E01008615,70
E14000765,E01008616,42
E14000765,E01008618,30
E14000765,E01008619,62
E14000765,E01008620,40
E14000765,E01008621,32
E14000944,E01008622,39
E14000944,E01008624,20
E14000944,E01008625,31
E14000765,E01008627,48
E14000765,E01008628,43
E14000765,E01008629,56
E14000765,E01008630,28
E14000765,E01008631,38
E14000765,E01008632,29
E14000944,E01008633,26
E14000944,E01008634,25
E14000944,E01008635,36
E14000944,E01008636,29
E14000944,E01008637,31
E14000765,E01008638,27
E14000765,E01008639,60
E14000765,E01008640,66
E14000765,E01008641,61
E14000765,E01008642,49
E14000765,E01008643,36
E14000765,E01008644,39
E14000765,E01008645,54
E14000765,E01008646,49
E14000944,E01008647,34
E14000944,E01008648,32
E14000944,E01008649,25
E14000944,E01008650,25
E14000944,E01008651,39
E14000765,E01008652,32
E14000765,E01008653,23
E14000765,E01008654,28
E14000765,E01008655,58
E14000765,E01008656,31
E14000765,E01008657,27
E14000765,E01008658,22
E14000765,E01008659,40
E14000765,E01008660,62
E14000765,E01008661,32
E14000765,E01008662,33
E14000765,E01008663,38
E14000944,E01008664,33
E14000944,E01008665,59
E14000944,E01008666,63
E14000944,E01008667,424
E14000944,E01008668,63
E14000944,E01008669,42
E14000944,E01008673,31
E14000944,E01008674,27
E14000944,E01008675,29
E14000944,E01008676,32
E14000944,E01008677,33
E14000944,E01008678,40
E14000944,E01008679,35
E14000944,E01008680,41
E14000944,E01008681,43
E14000944,E01008682,22
E14000944,E01008683,37
E14000944,E01008684,29
E14000944,E01008685,50
E14000944,E01008686,31
E14000944,E01008687,79
E14000944,E01008688,26
E14000944,E01008689,24
E14000944,E01008690,24
E14000944,E01008691,30
E14000944,E01008692,23
E14001020,E01008693,54
E14001020,E01008694,34
E14001020,E01008695,41
E14001020,E01008696,24
E14001020,E01008697,36
E14001020,E01008698,41
E14001020,E01008699,36
E14000982,E01008700,81
E14000982,E01008701,67
E14000982,E01008702,77
E14000982,E01008703,359
E14000982,E01008704,52
E14000982,E01008705,44
E14000982,E01008706,45
E14000982,E01008707,34
E14000982,E01008708,39
E14000982,E01008709,42
E14000982,E01008711,50
E14000982,E01008712,57
E14000982,E01008713,51
E14000754,E01008714,42
E14000754,E01008715,39
E14000754,E01008716,33
E14000754,E01008717,36
E14000754,E01008718,42
E14000754,E01008719,39
E14000754,E01008720,53
E14000754,E01008721,50
E14000982,E01008722,31
E14000982,E01008723,49
E14000982,E01008724,23
E14000982,E01008725,35
E14000982,E01008726,40
E14000982,E01008727,41
E14000982,E01008728,29
E14001020,E01008730,42
E14000754,E01008733,54
E14000754,E01008734,29
E14000982,E01008735,85
E14000982,E01008736,80
E14000982,E01008737,46
E14000982,E01008738,25
E14000982,E01008739,39
E14000982,E01008740,61
E14000982,E01008741,43
E14000754,E01008742,79
E14000754,E01008743,32
E14000754,E01008744,57
E14000754,E01008745,39
E14000754,E01008746,69
E14000754,E01008747,62
E14000754,E01008748,54
E14000754,E01008749,33
E14000754,E01008750,49
E14000754,E01008751,42
E14000754,E01008752,47
E14000754,E01008753,31
E14000754,E01008754,243
E14000754,E01008755,33
E14000982,E01008756,38
E14000982,E01008757,43
E14000982,E01008758,34
E14000982,E01008759,38
E14000982,E01008760,30
E14000982,E01008761,42
E14000982,E01008762,52
E14000982,E01008763,29
E14000982,E01008764,36
E14000754,E01008765,48
E14000982,E01008766,68
E14000982,E01008768,67
E14000982,E01008769,54
E14000754,E01008770,28
E14000754,E01008771,30
E14000754,E01008772,48
E14000754,E01008773,44
E14000754,E01008774,30
E14000754,E01008775,37
E14000754,E01008776,26
E14000754,E01008777,32
E14000754,E01008778,28
E14000982,E01008779,51
E14000982,E01008781,51
E14000982,E01008783,41
E14000982,E01008786,45
E14000982,E01008787,55
E14000982,E01008788,35
E14000982,E01008789,45
E14000982,E01008790,36
E14000982,E01008791,111
E14000982,E01008792,40
E14000754,E01008793,46
E14000754,E01008795,34
E14000754,E01008796,60
E14000754,E01008797,74
E14000754,E01008800,28
E14000754,E01008801,39
E14000754,E01008802,38
E14000754,E01008803,38
E14000754,E01008804,47
E14000754,E01008805,35
E14000754,E01008808,47
E14000754,E01008809,43
E14001020,E01008810,38
E14001020,E01008811,30
E14001020,E01008813,40
E14000982,E01008820,649
E14001020,E01008822,39
E14000754,E01008823,32
E14000754,E01008824,26
E14000754,E01008827,31
E14000754,E01008829,32
E14000982,E01008830,30
E14000982,E01008831,105
E14000982,E01008832,35
E14000982,E01008833,42
E14000982,E01008834,52
E14000982,E01008835,45
E14000982,E01008836,107
E14001020,E01008837,37
E14001020,E01008838,52
E14001020,E01008839,42
E14001020,E01008840,38
E14001020,E01008841,41
E14001020,E01008842,28
E14001020,E01008843,27
E14001020,E01008844,43
E14001020,E01008845,39
E14001020,E01008846,31
E14001020,E01008847,23
E14001020,E01008848,69
E14001020,E01008849,34
E14001020,E01008850,100
E14001020,E01008851,50
E14001020,E01008852,34
E14001020,E01008853,75
E14001020,E01008854,50
E14001020,E01008855,73
E14001020,E01008856,34
E14001020,E01008857,28
E14001020,E01008858,35
E14001020,E01008859,26
E14001020,E01008860,38
E14001020,E01008861,43
E14001020,E01008862,26
E14001020,E01008863,34
E14001020,E01008864,27
E14001020,E01008865,28
E14001020,E01008866,23
E14001020,E01008867,25
E14001020,E01008868,23
E14001020,E01008869,22
E14001020,E01008870,19
E14001020,E01008871,14
E14001020,E01008872,49
E14001020,E01008873,56
E14001020,E01008874,48
E14001020,E01008875,55
E14001020,E01008876,44
E14001020,E01008877,70
E14001020,E01008878,29
E14001020,E01008879,48
E14001020,E01008880,224
E14000568,E01008881,39
E14000568,E01008882,23
E14000568,E01008883,40
E14000568,E01008884,57
E14000568,E01008885,22
E14000568,E01008886,42
E14000568,E01008887,45
E14000568,E01008888,18
E14000568,E01008889,455
E14000568,E01008890,50
E14000568,E01008891,26
E14000568,E01008892,27
E14000568,E01008893,37
E14000568,E01008894,38
E14000568,E01008895,31
E14000568,E01008896,19
E14000568,E01008897,23
E14000568,E01008898,18
E14000564,E01008901,89
E14000566,E01008905,26
E14000566,E01008907,29
E14000564,E01008909,48
E14000564,E01008910,841
E14000564,E01008911,33
E14000564,E01008913,78
E14000564,E01008914,205
E14000566,E01008915,33
E14000560,E01008917,29
E14000560,E01008918,31
E14000560,E01008919,39
E14000560,E01008920,40
E14000560,E01008921,36
E14000560,E01008923,35
E14000560,E01008924,29
E14000560,E01008925,21
E14000560,E01008927,27
E14000560,E01008928,40
E14000560,E01008929,31
E14000560,E01008930,66
E14000560,E01008931,19
E14000567,E01008935,43
E14000567,E01008936,31
E14000567,E01008937,18
E14000567,E01008938,23
E14000567,E01008939,31
E14000567,E01008940,27
E14000567,E01008941,20
E14000567,E01008942,31
E14000567,E01008943,43
E14000567,E01008944,37
E14000567,E01008945,33
E14000567,E01008946,27
E14000567,E01008947,26
E14000567,E01008948,37
E14000567,E01008949,24
E14000567,E01008950,36
E14000567,E01008951,29
E14000567,E01008952,75
E14000567,E01008953,33
E14000567,E01008955,33
E14000567,E01008956,35
E14000567,E01008957,35
E14000567,E01008959,29
E14000567,E01008960,26
E14000567,E01008961,256
E14000567,E01008962,33
E14000567,E01008964,22
E14000567,E01008965,26
E14000567,E01008966,37
E14000567,E01008967,46
E14000567,E01008968,512
E14000567,E01008969,23
E14000567,E01008970,31
E14000567,E01008971,26
E14000567,E01008972,28
E14000567,E01008973,32
E14000567,E01008974,48
E14000567,E01008975,32
E14000567,E01008976,30
E14000567,E01008978,37
E14000567,E01008979,49
E14000567,E01008980,42
E14000567,E01008981,38
E14000560,E01008982,42
E14000560,E01008986,27
E14000560,E01008989,43
E14000560,E01008990,124
E14000560,E01008991,63
E14000560,E01008992,52
E14000560,E01008994,106
E14000560,E01008997,43
E14000561,E01008998,29
E14000561,E01008999,33
E14000561,E01009000,35
E14000561,E01009002,31
E14000561,E01009003,31
E14000561,E01009005,29
E14000561,E01009006,30
E14000561,E01009007,450
E14000561,E01009008,27
E14000561,E01009009,30
E14000561,E01009011,31
E14000561,E01009012,37
E14000561,E01009013,51
E14000568,E01009015,38
E14000568,E01009016,33
E14000562,E01009017,15
E14000568,E01009019,20
E14000568,E01009020,28
E14000568,E01009021,26
E14000568,E01009022,30
E14000568,E01009023,32
E14000568,E01009024,22
E14000568,E01009025,22
E14000568,E01009026,35
E14000568,E01009028,23
E14000568,E01009029,26
E14000562,E01009030,34
E14000562,E01009031,45
E14000562,E01009032,38
E14000562,E01009033,43
E14000562,E01009034,28
E14000562,E01009035,219
E14000562,E01009036,32
E14000562,E01009037,39
E14000562,E01009039,32
E14000562,E01009040,38
E14000562,E01009041,28
E14000562,E01009042,25
E14000562,E01009043,41
E14000562,E01009044,19
E14000562,E01009045,55
E14000562,E01009046,37
E14000566,E01009047,25
E14000566,E01009048,29
E14000566,E01009049,35
E14000566,E01009050,45
E14000564,E01009053,23
E14000564,E01009054,24
E14000566,E01009056,40
E14000566,E01009057,23
E14000564,E01009058,16
E14000566,E01009059,23
E14000564,E01009061,22
E14000560,E01009064,31
E14000560,E01009065,45
E14000560,E01009066,47
E14000560,E01009067,61
E14000560,E01009068,59
E14000560,E01009069,62
E14000560,E01009070,36
E14000560,E01009071,65
E14000560,E01009072,40
E14000560,E01009073,25
E14000560,E01009074,31
E14000560,E01009075,33
E14000563,E01009079,32
E14000563,E01009080,27
E14000563,E01009081,24
E14000563,E01009083,31
E14000563,E01009084,31
E14000563,E01009085,23
E14000563,E01009086,34
E14000563,E01009087,29
E14000563,E01009088,29
E14000563,E01009089,17
E14000563,E01009090,25
E14000568,E01009092,31
E14000568,E01009094,22
E14000568,E01009095,46
E14000561,E01009096,64
E14000561,E01009097,66
E14000561,E01009098,55
E14000561,E01009099,54
E14000561,E01009100,61
E14000561,E01009101,218
E14000561,E01009102,71
E14000561,E01009103,45
E14000561,E01009104,31
E14000561,E01009105,35
E14000561,E01009106,45
E14000565,E01009107,44
E14000565,E01009108,39
E14000565,E01009109,30
E14000565,E01009110,34
E14000565,E01009111,28
E14000565,E01009112,45
E14000565,E01009113,38
E14000565,E01009114,33
E14000565,E01009115,23
E14000565,E01009116,52
E14000565,E01009117,50
E14000565,E01009118,33
E14000565,E01009119,89
E14000565,E01009120,50
E14000561,E01009121,78
E14000561,E01009122,31
E14000561,E01009123,23
E14000561,E01009124,31
E14000561,E01009125,34
E14000561,E01009126,18
E14000561,E01009127,20
E14000561,E01009128,26
E14000561,E01009129,21
E14000561,E01009130,23
E14000561,E01009131,25
E14000561,E01009132,26
E14000561,E01009133,26
E14000561,E01009134,31
E14000561,E01009135,32
E14000561,E01009136,31
E14000561,E01009137,27
E14000560,E01009139,26
E14000564,E01009140,59
E14000564,E01009141,39
E14000564,E01009143,691
E14000564,E01009146,111
E14000560,E01009147,44
E14000564,E01009151,23
E14000564,E01009152,34
E14000564,E01009153,72
E14000565,E01009155,26
E14000565,E01009157,21
E14000565,E01009158,48
E14000565,E01009159,58
E14000565,E01009160,37
E14000565,E01009161,23
E14000565,E01009162,30
E14000565,E01009163,246
E14000565,E01009164,31
E14000565,E01009165,30
E14000565,E01009166,25
E14000565,E01009167,26
E14000565,E01009168,29
E14000565,E01009169,22
E14000565,E01009170,32
E14000565,E01009171,29
E14000565,E01009172,30
E14000565,E01009173,25
E14000565,E01009174,21
E14000562,E01009175,24
E14000562,E01009176,42
E14000562,E01009177,23
E14000562,E01009178,83
E14000562,E01009179,29
E14000562,E01009182,31
E14000562,E01009183,35
E14000562,E01009184,64
E14000562,E01009185,63
E14000562,E01009186,41
E14000562,E01009187,31
E14000562,E01009188,32
E14000562,E01009189,29
E14000563,E01009192,31
E14000563,E01009195,29
E14000563,E01009197,17
E14000564,E01009200,149
E14000564,E01009201,82
E14000564,E01009202,75
E14000564,E01009203,119
E14000564,E01009204,90
E14000565,E01009205,33
E14000565,E01009206,29
E14000565,E01009207,25
E14000565,E01009208,27
E14000565,E01009209,50
E14000565,E01009210,38
E14000565,E01009211,30
E14000565,E01009212,39
E14000565,E01009213,46
E14000565,E01009214,43
E14000565,E01009215,54
E14000565,E01009216,42
E14000565,E01009217,34
E14000565,E01009219,45
E14000566,E01009220,27
E14000566,E01009222,42
E14000566,E01009223,36
E14000566,E01009224,33
E14000566,E01009225,30
E14000566,E01009226,29
E14000566,E01009227,40
E14000566,E01009228,31
E14000566,E01009229,38
E14000566,E01009230,309
E14000566,E01009231,112
E14000566,E01009232,50
E14000566,E01009233,28
E14000566,E01009234,20
E14000566,E01009235,23
E14000566,E01009236,33
E14000566,E01009237,29
E14000566,E01009238,46
E14000566,E01009239,101
E14000566,E01009240,31
E14000566,E01009241,29
E14000566,E01009242,61
E14000566,E01009243,30
E14000566,E01009244,30
E14000566,E01009245,25
E14000566,E01009246,19
E14000566,E01009247,21
E14000566,E01009248,24
E14000560,E01009249,403
E14000560,E01009250,42
E14000560,E01009251,29
E14000560,E01009252,33
E14000560,E01009253,43
E14000560,E01009254,38
E14000560,E01009255,24
E14000560,E01009256,37
E14000560,E01009257,28
E14000560,E01009258,26
E14000560,E01009259,22
E14000560,E01009260,55
E14000560,E01009261,40
E14000566,E01009262,29
E14000566,E01009263,36
E14000566,E01009264,28
E14000566,E01009265,28
E14000566,E01009266,29
E14000566,E01009267,34
E14000566,E01009268,25
E14000566,E01009269,21
E14000566,E01009270,31
E14000566,E01009271,14
E14000566,E01009272,27
E14000566,E01009273,30
E14000566,E01009274,34
E14000566,E01009275,27
E14000566,E01009276,24
E14000566,E01009278,32
E14000566,E01009279,41
E14000567,E01009280,58
E14000567,E01009281,62
E14000567,E01009282,34
E14000567,E01009283,43
E14000567,E01009284,264
E14000567,E01009286,22
E14000567,E01009288,52
E14000567,E01009289,29
E14000567,E01009290,18
E14000567,E01009292,26
E14000567,E01009293,24
E14000567,E01009296,24
E14000563,E01009297,42
E14000563,E01009298,29
E14000563,E01009299,35
E14000563,E01009300,37
E14000563,E01009301,36
E14000563,E01009302,25
E14000563,E01009303,62
E14000563,E01009304,36
E14000563,E01009305,29
E14000563,E01009306,195
E14000563,E01009307,34
E14000563,E01009308,42
E14000563,E01009309,41
E14000563,E01009310,33
E14000563,E01009311,33
E14000568,E01009312,26
E14000568,E01009313,27
E14000568,E01009314,30
E14000568,E01009315,58
E14000568,E01009316,40
E14000568,E01009317,29
E14000568,E01009318,21
E14000568,E01009319,37
E14000568,E01009320,56
E14000568,E01009321,43
E14000568,E01009322,68
E14000568,E01009323,34
E14000568,E01009324,34
E14000563,E01009325,16
E14000563,E01009326,24
E14000563,E01009327,16
E14000563,E01009331,21
E14000563,E01009334,18
E14000568,E01009338,24
E14000568,E01009339,50
E14000563,E01009341,25
E14000563,E01009342,22
E14000563,E01009343,34
E14000564,E01009345,74
E14000564,E01009346,45
E14000564,E01009347,51
E14000564,E01009348,85
E14000564,E01009349,49
E14000566,E01009350,28
E14000564,E01009351,22
E14000566,E01009353,26
E14000564,E01009354,60
E14000564,E01009358,55
E14000564,E01009360,78
E14000564,E01009361,41
E14000562,E01009366,32
E14000562,E01009367,79
E14000562,E01009368,28
E14000562,E01009371,277
E14000562,E01009372,18
E14000562,E01009373,16
E14000562,E01009374,33
E14000562,E01009375,55
E14000562,E01009376,49
E14000562,E01009377,42
E14000564,E01009378,200
E14000564,E01009379,63
E14000564,E01009380,41
E14000562,E01009382,36
E14000562,E01009383,22
E14000562,E01009384,31
E14000562,E01009385,31
E14000562,E01009389,24
E14000562,E01009390,19
E14000562,E01009391,27
E14000562,E01009392,18
E14000562,E01009393,26
E14000562,E01009394,39
E14000562,E01009395,22
E14000562,E01009396,31
E14000562,E01009397,42
E14000562,E01009399,34
E14000561,E01009400,59
E14000561,E01009401,31
E14000561,E01009403,34
E14000561,E01009404,28
E14000561,E01009405,23
E14000561,E01009406,35
E14000561,E01009407,41
E14000561,E01009408,28
E14000561,E01009409,36
E14000561,E01009410,55
E14000561,E01009411,39
E14000561,E01009412,25
E14000561,E01009413,27
E14000561,E01009414,34
E14000985,E01009415,44
E14000985,E01009416,87
E14000985,E01009417,28
E14000985,E01009418,44
E14000985,E01009419,32
E14000985,E01009420,22
E14000985,E01009421,36
E14000985,E01009422,42
E14000985,E01009423,65
E14000985,E01009424,940
E14000985,E01009425,70
E14000985,E01009426,44
E14000985,E01009427,51
E14000985,E01009428,63
E14000985,E01009429,41
E14000985,E01009430,62
E14000985,E01009431,37
E14000985,E01009432,43
E14000985,E01009433,43
E14000985,E01009434,54
E14000985,E01009435,66
E14000985,E01009436,81
E14000985,E01009437,69
E14000985,E01009438,64
E14000985,E01009439,74
E14000985,E01009440,78
E14000985,E01009441,51
E14000985,E01009442,67
E14000985,E01009443,86
E14000985,E01009444,33
E14000985,E01009445,37
E14000985,E01009446,55
E14000985,E01009447,37
E14000985,E01009448,34
E14000985,E01009449,142
E14000985,E01009450,65
E14000985,E01009451,27
E14000985,E01009452,34
E14000985,E01009453,14
E14000985,E01009454,61
E14000985,E01009455,42
E14000985,E01009456,44
E14000985,E01009457,33
E14000985,E01009459,27
E14000985,E01009462,40
E14000985,E01009463,46
E14000985,E01009464,31
E14000985,E01009465,23
E14000985,E01009466,34
E14000985,E01009467,24
E14000985,E01009468,41
E14000985,E01009469,35
E14000985,E01009470,37
E14000985,E01009471,52
E14000985,E01009472,27
E14000985,E01009473,37
E14000985,E01009474,52
E14000563,E01009475,26
E14000563,E01009476,33
E14000563,E01009477,31
E14000563,E01009478,39
E14000563,E01009479,34
E14000563,E01009480,18
E14000563,E01009481,38
E14000563,E01009482,25
E14000563,E01009483,52
E14000563,E01009484,27
E14000563,E01009485,20
E14000563,E01009486,37
E14000563,E01009487,29
E14000563,E01009488,35
E14000563,E01009489,25
E14000563,E01009490,34
E14000563,E01009491,36
E14000563,E01009492,31
E14000565,E01009493,43
E14000565,E01009494,37
E14000565,E01009496,35
E14000565,E01009497,229
E14000565,E01009499,28
E14000565,E01009501,41
E14000565,E01009503,30
E14000565,E01009504,44
E14000565,E01009506,42
E14000568,E01009507,19
E14000568,E01009508,26
E14000568,E01009509,32
E14000568,E01009510,42
E14000568,E01009511,26
E14000568,E01009512,35
E14000568,E01009513,39
E14000568,E01009514,39
E14000568,E01009515,35
E14000568,E01009516,20
E14000568,E01009517,42
E14000568,E01009518,28
E14000568,E01009519,24
E14000568,E01009520,28
E14000568,E01009521,26
E14000650,E01009522,36
E14000650,E01009523,57
E14000650,E01009524,27
E14000650,E01009525,25
E14000650,E01009526,47
E14000650,E01009527,21
E14000650,E01009528,41
E14000650,E01009529,22
E14000650,E01009530,19
E14000650,E01009531,39
E14000651,E01009535,29
E14000651,E01009536,25
E14000651,E01009537,23
E14000651,E01009538,49
E14000651,E01009539,36
E14000651,E01009540,33
E14000651,E01009541,344
E14000651,E01009542,50
E14000651,E01009544,48
E14000651,E01009548,140
E14000651,E01009549,32
E14000651,E01009550,32
E14000651,E01009552,40
E14000651,E01009553,101
