pcon,lsoa11,pcds
E14000651,E01009554,27
E14000651,E01009555,53
E14000651,E01009556,50
E14000651,E01009557,23
E14000651,E01009558,27
E14000651,E01009559,32
E14000651,E01009560,25
E14000651,E01009561,34
E14000651,E01009562,32
E14000651,E01009563,37
E14000649,E01009564,39
E14000649,E01009565,15
E14000649,E01009566,51
E14000649,E01009567,283
E14000649,E01009568,29
E14000649,E01009569,27
E14000649,E01009570,29
E14000649,E01009571,22
E14000649,E01009572,75
E14000649,E01009573,28
E14000649,E01009574,42
E14000649,E01009575,23
E14000649,E01009576,29
E14000649,E01009577,35
E14000649,E01009578,46
E14000649,E01009579,46
E14000649,E01009580,60
E14000649,E01009581,36
E14000649,E01009582,48
E14000649,E01009583,34
E14000649,E01009584,56
E14000649,E01009585,41
E14000649,E01009586,33
E14000650,E01009587,42
E14000650,E01009588,26
E14000650,E01009590,44
E14000650,E01009591,20
E14000650,E01009592,20
E14000650,E01009593,31
E14000650,E01009594,22
E14000650,E01009596,32
E14000650,E01009597,27
E14000650,E01009598,33
E14000649,E01009599,26
E14000649,E01009604,20
E14000649,E01009605,43
E14000649,E01009606,34
E14000649,E01009607,34
E14000649,E01009608,30
E14000649,E01009609,24
E14000649,E01009610,24
E14000649,E01009612,25
E14000649,E01009613,17
E14000649,E01009614,23
E14000649,E01009615,44
E14000649,E01009616,23
E14000649,E01009617,19
E14000649,E01009618,28
E14000649,E01009619,80
E14000649,E01009620,47
E14000649,E01009621,21
E14000650,E01009622,24
E14000650,E01009623,27
E14000650,E01009624,26
E14000650,E01009625,26
E14000650,E01009626,27
E14000650,E01009627,32
E14000650,E01009628,28
E14000650,E01009629,57
E14000650,E01009630,34
E14000650,E01009631,29
E14000650,E01009632,65
E14000651,E01009633,25
E14000651,E01009634,45
E14000651,E01009635,61
E14000651,E01009636,37
E14000651,E01009637,15
E14000651,E01009638,81
E14000651,E01009639,30
E14000651,E01009640,32
E14000651,E01009641,60
E14000651,E01009642,1830
E14000650,E01009643,26
E14000650,E01009644,27
E14000650,E01009645,30
E14000650,E01009646,21
E14000650,E01009647,58
E14000650,E01009648,22
E14000650,E01009649,26
E14000650,E01009650,29
E14000650,E01009651,42
E14000650,E01009652,22
E14000650,E01009653,22
E14000649,E01009654,29
E14000649,E01009655,45
E14000649,E01009656,32
E14000649,E01009657,23
E14000649,E01009658,26
E14000649,E01009659,46
E14000649,E01009660,31
E14000649,E01009661,37
E14000649,E01009662,33
E14000649,E01009663,30
E14000649,E01009664,20
E14000651,E01009665,25
E14000651,E01009666,20
E14000651,E01009667,33
E14000651,E01009668,23
E14000651,E01009669,19
E14000651,E01009670,19
E14000651,E01009671,48
E14000651,E01009672,37
E14000651,E01009674,34
E14000651,E01009676,33
E14000651,E01009679,41
E14000651,E01009681,26
E14000651,E01009682,23
E14000651,E01009683,27
E14000650,E01009684,27
E14000650,E01009685,21
E14000650,E01009688,32
E14000650,E01009689,42
E14000650,E01009690,31
E14000650,E01009691,19
E14000650,E01009692,22
E14000650,E01009693,31
E14000650,E01009694,26
E14000650,E01009695,34
E14000650,E01009696,38
E14000650,E01009697,40
E14000650,E01009698,22
E14000650,E01009699,30
E14000650,E01009700,42
E14000650,E01009704,32
E14000650,E01009705,33
E14000650,E01009706,25
E14000649,E01009707,30
E14000649,E01009709,17
E14000649,E01009710,28
E14000649,E01009711,31
E14000649,E01009712,26
E14000649,E01009713,35
E14000649,E01009714,22
E14000649,E01009715,36
E14000649,E01009716,32
E14000649,E01009717,24
E14000649,E01009718,34
E14000976,E01009719,29
E14000976,E01009720,21
E14000976,E01009721,83
E14000976,E01009722,34
E14000976,E01009723,25
E14000976,E01009724,24
E14000976,E01009725,20
E14000976,E01009726,28
E14000976,E01009727,27
E14000976,E01009728,22
E14000976,E01009729,37
E14000976,E01009730,34
E14000722,E01009732,45
E14000722,E01009733,73
E14000722,E01009734,114
E14000722,E01009735,44
E14000722,E01009736,33
E14000722,E01009737,26
E14000722,E01009738,31
E14000722,E01009739,25
E14000672,E01009740,54
E14000672,E01009741,103
E14000672,E01009742,38
E14000672,E01009743,40
E14000672,E01009744,131
E14000672,E01009745,42
E14000672,E01009746,191
E14000672,E01009747,26
E14000672,E01009748,32
E14000672,E01009749,54
E14000672,E01009750,24
E14000672,E01009751,38
E14000672,E01009752,32
E14000672,E01009753,24
E14000672,E01009754,37
E14000671,E01009756,29
E14000671,E01009757,92
E14000671,E01009758,36
E14000671,E01009759,22
E14000671,E01009760,23
E14000671,E01009762,35
E14001050,E01009763,35
E14001050,E01009764,26
E14001050,E01009765,37
E14001050,E01009766,30
E14001050,E01009767,24
E14001050,E01009768,45
E14001050,E01009770,30
E14000671,E01009772,28
E14000671,E01009773,58
E14000671,E01009774,34
E14000671,E01009775,33
E14000671,E01009776,33
E14000671,E01009777,32
E14000671,E01009779,40
E14000671,E01009780,31
E14000671,E01009781,48
E14000671,E01009782,31
E14000671,E01009783,29
E14000671,E01009784,26
E14000671,E01009785,54
E14000671,E01009786,26
E14000671,E01009787,36
E14000671,E01009788,36
E14000671,E01009789,31
E14000671,E01009790,38
E14000722,E01009791,32
E14000722,E01009792,473
E14000722,E01009793,30
E14000722,E01009794,30
E14000722,E01009795,47
E14000722,E01009796,35
E14000722,E01009797,31
E14000722,E01009798,48
E14000722,E01009799,41
E14000722,E01009800,31
E14000722,E01009801,47
E14000722,E01009802,29
E14000722,E01009803,39
E14000722,E01009804,49
E14000722,E01009805,59
E14000722,E01009806,37
E14000722,E01009807,36
E14000722,E01009808,34
E14000722,E01009809,29
E14000722,E01009810,48
E14000722,E01009811,31
E14000722,E01009812,40
E14000672,E01009814,23
E14000672,E01009815,34
E14000672,E01009816,176
E14000672,E01009817,31
E14000672,E01009818,32
E14000672,E01009819,72
E14000672,E01009820,41
E14000672,E01009821,40
E14000672,E01009822,187
E14000672,E01009823,33
E14000672,E01009824,40
E14000672,E01009825,30
E14000672,E01009826,28
E14000672,E01009827,31
E14000672,E01009828,51
E14000672,E01009829,41
E14000672,E01009830,29
E14000976,E01009831,22
E14000976,E01009832,27
E14000976,E01009833,75
E14000976,E01009834,43
E14000976,E01009835,46
E14000976,E01009836,112
E14000976,E01009837,38
E14000976,E01009838,26
E14000672,E01009839,29
E14000672,E01009841,53
E14000672,E01009842,45
E14000672,E01009843,49
E14000976,E01009845,60
E14000976,E01009846,41
E14000976,E01009847,24
E14000976,E01009848,40
E14000976,E01009849,28
E14000976,E01009850,45
E14000976,E01009851,34
E14000976,E01009852,30
E14000976,E01009853,32
E14000976,E01009854,38
E14000976,E01009855,43
E14000976,E01009856,634
E14000976,E01009857,42
E14000976,E01009858,38
E14000976,E01009859,34
E14000976,E01009860,39
E14000976,E01009862,56
E14000976,E01009864,28
E14000976,E01009865,24
E14000976,E01009866,50
E14000976,E01009867,48
E14000976,E01009868,35
E14000976,E01009869,36
E14000976,E01009870,44
E14000672,E01009871,32
E14000672,E01009873,35
E14000976,E01009876,40
E14000976,E01009878,37
E14000671,E01009879,51
E14000671,E01009880,33
E14000671,E01009881,591
E14000671,E01009882,25
E14000671,E01009883,29
E14000671,E01009884,28
E14000671,E01009885,43
E14000671,E01009886,29
E14000671,E01009887,35
E14000671,E01009888,34
E14000671,E01009889,143
E14000671,E01009890,31
E14000671,E01009891,31
E14000671,E01009892,77
E14000671,E01009893,41
E14000671,E01009894,39
E14000671,E01009895,41
E14000671,E01009896,37
E14000671,E01009897,34
E14000671,E01009898,39
E14000671,E01009899,28
E14000671,E01009900,34
E14000671,E01009901,35
E14000671,E01009902,26
E14000976,E01009903,27
E14000976,E01009904,28
E14000976,E01009905,48
E14000976,E01009906,63
E14000976,E01009907,47
E14000976,E01009908,35
E14000976,E01009909,23
E14000976,E01009910,31
E14000672,E01009911,30
E14000672,E01009912,32
E14000672,E01009913,32
E14000672,E01009914,45
E14000672,E01009915,43
E14000672,E01009916,52
E14000672,E01009917,22
E14000672,E01009918,21
E14000672,E01009919,22
E14001016,E01009921,48
E14001016,E01009922,21
E14001016,E01009923,32
E14001016,E01009924,22
E14001016,E01009925,31
E14001016,E01009926,38
E14001016,E01009927,45
E14001016,E01009928,40
E14000722,E01009929,41
E14000722,E01009930,27
E14000722,E01009931,55
E14000722,E01009932,70
E14000722,E01009933,37
E14000722,E01009936,23
E14001016,E01009937,22
E14001016,E01009938,24
E14001016,E01009939,36
E14001016,E01009940,32
E14001016,E01009941,31
E14001016,E01009942,24
E14001016,E01009943,27
E14001016,E01009944,30
E14001029,E01009946,41
E14001029,E01009947,57
E14001029,E01009948,26
E14001029,E01009949,30
E14001029,E01009950,46
E14001029,E01009951,42
E14000722,E01009952,39
E14000722,E01009953,107
E14000722,E01009954,59
E14000722,E01009955,91
E14000722,E01009956,67
E14000722,E01009957,32
E14000722,E01009958,43
E14000722,E01009959,30
E14001029,E01009960,30
E14001029,E01009961,20
E14001029,E01009962,16
E14001029,E01009963,14
E14001029,E01009964,28
E14001029,E01009965,15
E14001029,E01009967,32
E14001029,E01009968,46
E14001029,E01009969,38
E14001029,E01009970,37
E14001029,E01009971,36
E14001029,E01009972,36
E14001029,E01009973,41
E14001029,E01009974,54
E14001029,E01009975,42
E14001030,E01009976,176
E14001030,E01009977,62
E14001030,E01009978,36
E14001030,E01009979,47
E14001030,E01009980,49
E14001030,E01009982,27
E14001030,E01009983,30
E14001029,E01009985,38
E14001029,E01009986,29
E14001029,E01009987,49
E14001029,E01009988,354
E14001029,E01009989,74
E14001029,E01009991,63
E14001029,E01009992,41
E14001029,E01009993,41
E14001029,E01009994,41
E14001029,E01009995,40
E14001029,E01009996,19
E14001029,E01009997,34
E14001029,E01009998,54
E14001016,E01010000,31
E14001016,E01010001,29
E14001016,E01010002,38
E14001016,E01010003,56
E14001016,E01010004,49
E14001016,E01010005,36
E14001016,E01010006,39
E14001029,E01010007,37
E14001029,E01010008,22
E14001029,E01010009,24
E14001029,E01010010,35
E14001029,E01010011,30
E14001029,E01010012,26
E14001029,E01010013,29
E14001029,E01010014,34
E14001030,E01010015,76
E14001030,E01010016,29
E14001030,E01010018,113
E14001016,E01010020,29
E14001016,E01010022,25
E14001016,E01010023,42
E14001016,E01010024,33
E14001016,E01010025,37
E14001016,E01010026,36
E14001016,E01010027,39
E14001016,E01010028,42
E14001030,E01010029,30
E14001030,E01010030,42
E14001030,E01010031,28
E14001030,E01010032,30
E14001030,E01010033,39
E14001030,E01010034,19
E14001030,E01010035,29
E14001030,E01010036,33
E14001030,E01010037,32
E14000722,E01010038,47
E14000722,E01010039,54
E14000722,E01010040,32
E14000722,E01010041,37
E14000722,E01010042,70
E14000722,E01010043,29
E14000722,E01010044,43
E14000722,E01010045,32
E14001016,E01010046,73
E14001016,E01010047,80
E14001016,E01010048,26
E14001016,E01010049,36
E14001016,E01010050,29
E14001016,E01010051,27
E14001016,E01010052,43
E14001016,E01010054,318
E14001016,E01010055,34
E14001016,E01010056,35
E14001016,E01010057,35
E14001016,E01010058,37
E14001016,E01010059,53
E14001016,E01010060,35
E14001016,E01010061,35
E14001016,E01010062,135
E14001016,E01010063,137
E14001016,E01010064,58
E14001016,E01010065,63
E14001030,E01010066,41
E14001030,E01010067,39
E14001030,E01010068,37
E14001030,E01010069,40
E14001030,E01010070,56
E14001030,E01010071,54
E14001030,E01010072,61
E14001030,E01010073,35
E14001030,E01010074,87
E14001030,E01010075,26
E14001030,E01010076,63
E14001030,E01010077,38
E14001030,E01010081,24
E14001030,E01010082,31
E14001030,E01010083,22
E14001030,E01010084,25
E14001030,E01010085,39
E14001030,E01010086,26
E14001030,E01010087,20
E14001030,E01010088,17
E14001030,E01010089,197
E14001030,E01010090,90
E14001030,E01010091,38
E14001030,E01010093,51
E14001030,E01010094,40
E14001030,E01010095,78
E14001030,E01010096,71
E14001030,E01010097,56
E14001030,E01010098,34
E14001030,E01010099,32
E14001030,E01010100,67
E14001029,E01010101,80
E14001029,E01010102,72
E14001029,E01010103,75
E14001029,E01010104,58
E14001029,E01010105,33
E14001029,E01010106,142
E14001029,E01010107,82
E14000812,E01010108,74
E14000812,E01010109,114
E14000812,E01010110,51
E14000812,E01010111,31
E14000812,E01010112,39
E14000812,E01010113,29
E14000812,E01010114,47
E14000931,E01010116,29
E14000812,E01010117,27
E14000812,E01010118,20
E14000812,E01010119,26
E14000812,E01010120,28
E14000812,E01010121,39
E14000812,E01010122,40
E14000812,E01010123,19
E14000812,E01010124,23
E14000812,E01010125,173
E14000812,E01010126,26
E14000812,E01010127,41
E14000812,E01010128,29
E14000812,E01010129,33
E14000812,E01010130,33
E14000812,E01010131,27
E14000931,E01010132,47
E14000931,E01010133,34
E14000931,E01010134,25
E14000931,E01010135,29
E14000931,E01010136,20
E14000931,E01010137,29
E14000931,E01010138,26
E14000812,E01010139,22
E14000812,E01010140,30
E14000812,E01010141,18
E14000812,E01010142,30
E14000812,E01010143,41
E14000812,E01010144,34
E14000812,E01010145,31
E14000812,E01010146,28
E14000812,E01010147,32
E14000812,E01010148,34
E14000812,E01010149,24
E14000812,E01010150,42
E14000812,E01010151,385
E14000812,E01010152,15
E14000812,E01010153,57
E14000812,E01010154,40
E14000812,E01010155,38
E14000812,E01010156,43
E14000931,E01010157,17
E14000931,E01010158,29
E14000931,E01010159,22
E14000931,E01010160,40
E14000931,E01010161,35
E14000931,E01010162,19
E14000931,E01010163,30
E14000812,E01010164,45
E14000812,E01010165,43
E14000812,E01010166,42
E14000812,E01010167,70
E14000812,E01010168,55
E14000812,E01010169,52
E14000812,E01010170,32
E14000812,E01010171,36
E14000931,E01010172,24
E14000931,E01010173,26
E14000931,E01010174,34
E14000931,E01010175,45
E14000931,E01010176,31
E14000931,E01010177,33
E14000931,E01010178,38
E14000931,E01010179,37
E14000812,E01010180,32
E14000812,E01010181,56
E14000812,E01010183,102
E14000812,E01010184,37
E14000812,E01010185,42
E14000812,E01010186,42
E14000812,E01010187,46
E14000812,E01010188,74
E14000812,E01010189,51
E14000931,E01010190,33
E14000931,E01010191,51
E14000931,E01010192,705
E14000931,E01010193,23
E14000931,E01010194,30
E14000931,E01010195,27
E14000931,E01010196,54
E14000931,E01010197,33
E14000931,E01010198,112
E14000931,E01010199,32
E14000931,E01010200,32
E14000931,E01010201,48
E14000931,E01010202,29
E14000931,E01010203,47
E14000931,E01010204,29
E14000931,E01010205,23
E14000931,E01010206,25
E14000931,E01010208,27
E14000931,E01010209,58
E14000931,E01010210,36
E14000931,E01010211,22
E14000931,E01010213,64
E14000812,E01010216,31
E14000931,E01010217,29
E14000931,E01010218,33
E14000931,E01010219,36
E14000931,E01010220,32
E14000931,E01010221,39
E14000931,E01010222,26
E14000931,E01010223,379
E14000931,E01010225,22
E14000931,E01010226,58
E14000931,E01010228,41
E14000931,E01010229,26
E14000931,E01010230,56
E14000931,E01010231,34
E14000931,E01010232,33
E14000931,E01010233,42
E14000812,E01010234,34
E14000812,E01010235,21
E14000812,E01010236,28
E14000812,E01010237,45
E14000812,E01010238,24
E14000812,E01010239,29
E14000812,E01010240,19
E14000531,E01010241,155
E14000531,E01010242,32
E14000531,E01010243,189
E14000531,E01010244,23
E14000531,E01010245,41
E14000531,E01010246,54
E14000531,E01010247,31
E14000531,E01010248,37
E14000531,E01010249,60
E14000531,E01010250,28
E14000531,E01010251,26
E14000531,E01010252,36
E14000531,E01010253,26
E14000531,E01010254,24
E14000531,E01010255,27
E14000531,E01010256,27
E14000531,E01010257,22
E14001012,E01010258,30
E14001012,E01010259,25
E14001012,E01010260,39
E14001012,E01010261,49
E14001012,E01010262,35
E14001012,E01010263,45
E14001012,E01010264,53
E14001012,E01010265,50
E14001012,E01010266,14
E14001011,E01010267,26
E14001012,E01010269,29
E14001011,E01010271,54
E14001011,E01010272,24
E14001011,E01010273,55
E14001011,E01010274,22
E14001011,E01010275,33
E14001011,E01010277,26
E14001011,E01010279,27
E14001011,E01010282,27
E14001011,E01010283,34
E14001011,E01010284,37
E14001011,E01010285,50
E14001011,E01010286,30
E14001011,E01010287,45
E14001011,E01010288,31
E14001011,E01010289,34
E14001011,E01010290,32
E14001011,E01010291,26
E14001011,E01010292,73
E14001011,E01010293,37
E14001011,E01010294,32
E14001011,E01010295,28
E14001011,E01010296,36
E14001011,E01010297,23
E14001011,E01010298,19
E14001011,E01010299,21
E14001011,E01010300,35
E14000531,E01010301,22
E14000531,E01010302,40
E14000531,E01010303,37
E14000531,E01010304,30
E14000531,E01010305,20
E14000531,E01010306,67
E14000531,E01010307,47
E14000531,E01010308,44
E14001012,E01010309,50
E14001012,E01010310,36
E14001012,E01010311,52
E14001012,E01010312,27
E14001012,E01010313,37
E14001012,E01010314,44
E14001012,E01010315,49
E14001012,E01010316,24
E14001012,E01010317,41
E14001012,E01010318,52
E14000531,E01010319,38
E14000531,E01010320,45
E14000531,E01010321,29
E14000531,E01010322,48
E14000531,E01010323,27
E14000531,E01010324,33
E14001012,E01010326,32
E14001012,E01010327,22
E14001012,E01010328,24
E14001012,E01010329,39
E14001012,E01010330,47
E14001012,E01010331,36
E14001012,E01010332,38
E14001012,E01010333,42
E14001012,E01010334,31
E14001012,E01010335,36
E14001012,E01010336,36
E14001012,E01010337,27
E14001012,E01010338,25
E14001012,E01010339,22
E14001012,E01010340,33
E14001012,E01010341,28
E14001012,E01010342,19
E14001012,E01010343,24
E14001012,E01010344,21
E14000531,E01010345,35
E14000531,E01010346,26
E14000531,E01010347,26
E14000531,E01010348,24
E14000531,E01010349,34
E14000531,E01010350,27
E14000531,E01010351,31
E14000531,E01010352,32
E14000531,E01010353,28
E14000531,E01010354,31
E14001012,E01010355,31
E14001012,E01010356,49
E14001012,E01010357,31
E14001012,E01010358,27
E14001012,E01010359,27
E14001012,E01010360,33
E14001012,E01010361,25
E14001012,E01010362,35
E14001012,E01010363,114
E14001012,E01010364,23
E14001012,E01010365,37
E14001012,E01010366,44
E14001012,E01010367,29
E14001012,E01010369,87
E14001012,E01010370,73
E14001012,E01010371,131
E14001012,E01010372,49
E14001012,E01010373,40
E14001011,E01010374,36
E14001011,E01010375,49
E14001011,E01010376,42
E14001011,E01010377,47
E14001011,E01010378,23
E14001011,E01010379,34
E14001011,E01010380,35
E14001011,E01010381,38
E14001011,E01010382,30
E14001011,E01010383,29
E14000531,E01010384,33
E14000531,E01010385,50
E14000531,E01010386,34
E14000531,E01010387,30
E14000531,E01010388,41
E14000531,E01010389,43
E14000531,E01010390,37
E14000531,E01010391,34
E14000531,E01010392,42
E14001011,E01010393,34
E14001011,E01010394,34
E14001011,E01010395,21
E14001011,E01010396,28
E14001011,E01010397,33
E14001011,E01010398,33
E14001011,E01010399,27
E14001011,E01010400,44
E14001011,E01010401,29
E14001011,E01010402,30
E14001011,E01010403,68
E14001011,E01010404,92
E14001011,E01010406,119
E14001011,E01010407,46
E14001011,E01010408,49
