Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,SIMD2020v2_Rank,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank
S01006771,Oldmachar East,Aberdeen City,435,291,6333,5735,5555,6209,5933,3451,6928,5360
S01006772,Oldmachar East,Aberdeen City,852,570,6434,6744.5,6472,5973,4632,3096,4774,4227
S01006773,Oldmachar East,Aberdeen City,875,521,6088,5864,6167,4938,4619,3704,5033,6150
S01006774,Oldmachar East,Aberdeen City,603,411,6524,6631,6137,6767,5550,2147,6762,6322
S01006775,Balgownie and Donmouth West,Aberdeen City,717,507,4565,4165,4570,4109,4496,2344,5418,1892
S01006776,Balgownie and Donmouth West,Aberdeen City,513,272,3409,2312,3190,3417,4594,4836,4396,2345
S01006777,Balgownie and Donmouth West,Aberdeen City,650,358,6936,6756,6090,6237,6000,6339,6928,6430
S01006778,Balgownie and Donmouth West,Aberdeen City,597,362,5367,5370,3984,4435,5066,6821,3866,3568
S01006779,Balgownie and Donmouth West,Aberdeen City,589,373,2812,2505,3011,2851,2178,4793,3311,1188
S01006780,Balgownie and Donmouth West,Aberdeen City,566,354,5107,4105,4871,5015,3786,4738,6744,3282
S01006781,Balgownie and Donmouth East,Aberdeen City,674,409,6340,5760,5886.5,5806,5062,4820,5321,4890
S01006782,Balgownie and Donmouth East,Aberdeen City,795,563,6251,6280.5,6420,6616,4750,3697,2685,2496
S01006783,Balgownie and Donmouth East,Aberdeen City,613,326,4703,4376,3380,4274,4712,5024,5831,3271
S01006784,Balgownie and Donmouth East,Aberdeen City,580,387,5945,5394,5203.5,5927,5745,3562,4710,5072
S01006785,Denmore,Aberdeen City,576,384,6421,6910,6682,6806,6635,953,5725,5711
S01006786,Denmore,Aberdeen City,801,535,5827,5582,5782,6412,6040,1269,6641,4486
S01006787,Denmore,Aberdeen City,626,361,5240,5092,5122,5385,3721,2346,6189,5515
S01006788,Denmore,Aberdeen City,1537,1086,4856,5543,4895,3696,5742,892,5685,4617
S01006789,East Cairngorms,Aberdeenshire,562,323,6040,4794,5637,5611,5134,6206,5309,3731
S01006790,East Cairngorms,Aberdeenshire,894,474,4871,4439,3611,5148,3881,6322,5542,2500.5
S01006791,East Cairngorms,Aberdeenshire,570,359,3509,4251,3932,6269,4192,100,5333,4152
S01006792,East Cairngorms,Aberdeenshire,444,276,4447,5998,5116,6551,5235,73,4852,3370
S01006793,East Cairngorms,Aberdeenshire,600,374,5949,5376.5,6481,6775,5061,1637,5410,5323
S01006794,Aboyne and South Deeside,Aberdeenshire,564,331,4021,3639,2851,4807,4412,3022,6928,4063
S01006795,Aboyne and South Deeside,Aberdeenshire,770,432,5691,4436.5,4722,6323,6114,4585,4765,5495
S01006796,Aboyne and South Deeside,Aberdeenshire,890,531,5637,5602,5899.5,6873,5664,805,5761,6929
S01006797,Aboyne and South Deeside,Aberdeenshire,666,423,5416,6267,5956,6099,6389,371,6253.5,3674
S01006798,Aboyne and South Deeside,Aberdeenshire,660,403,4640,5643,5737,6546,5771,84,4963,3306
S01006799,Aboyne and South Deeside,Aberdeenshire,907,515,4596,4404,4011,4300,3701,4797,2631,5153
S01006800,Aboyne and South Deeside,Aberdeenshire,868,553,5870,6198,6396,6948,6373,517,6460,6119
S01006801,Mearns and Laurencekirk,Aberdeenshire,991,539,5662,5116,6178.5,5465,6147,1338,5474,6198
S01006802,Mearns and Laurencekirk,Aberdeenshire,754,464,4490,5225.5,4974,5470,4183,493,4456,3333.5
S01006803,Mearns and Laurencekirk,Aberdeenshire,645,380,4093,3224,3618,4066,3807,4391,6221,3912
S01006804,Mearns and Laurencekirk,Aberdeenshire,778,470,6447,6123,5516,6265,4738,5057,6834,4721
S01006805,Mearns and Laurencekirk,Aberdeenshire,1153,759,4515,4483,4837,5582,3900,1155,4509,2166
S01006806,Mearns South and Benholm,Aberdeenshire,1032,653,4530,4644,5017,5727,4895,396,6386,4729
S01006807,Mearns South and Benholm,Aberdeenshire,588,374,3624,3782,4023,5164,4656,249,5749,5537.5
S01006808,Mearns South and Benholm,Aberdeenshire,695,428,5371,6593.5,6591,6659,5006,310,3991,4915
S01006809,Mearns South and Benholm,Aberdeenshire,888,495,3375,3102,3435,4199,4451,706,6860.5,4121
S01006810,Mearns South and Benholm,Aberdeenshire,876,553,3828,3800,4106,4923,4287,565,5738,4515
S01006811,Mearns North and Inverbervie,Aberdeenshire,1157,729,4810,4526,5396,6398,5568,494,5001,5097
S01006812,Mearns North and Inverbervie,Aberdeenshire,893,574,4664,4368,5445,5845,5111,505,5296,4839
S01006813,Mearns North and Inverbervie,Aberdeenshire,845,548,4707,4316,5429,5155,4365,1124,4958,2737
S01006814,Mearns North and Inverbervie,Aberdeenshire,767,469,5966,6171,5470,6904,6474,1065,6106,6630.5
S01006815,Mearns North and Inverbervie,Aberdeenshire,599,357,3707,3228,3135,3628,3856,4162,4433,3005
S01006816,Mearns North and Inverbervie,Aberdeenshire,762,450,5002,4597,4490,4509,5155,2364,5811,6475
S01006817,Mearns North and Inverbervie,Aberdeenshire,760,501,4982,6077,5364,5646,4611,435,6093,4266
S01006818,"Fetteresso, Netherley and Catter",Aberdeenshire,763,510,5413,6497,6215,6622,6593,223,5245,4888
S01006819,"Fetteresso, Netherley and Catter",Aberdeenshire,895,588,5253,6421,6309,6686,6463,143,4868,5179
S01006820,"Fetteresso, Netherley and Catter",Aberdeenshire,408,250,5773,6504,6598,6797,6657,466,3406,5894
S01006821,"Fetteresso, Netherley and Catter",Aberdeenshire,1389,921,5745,6097,6846,6858,6115,449,4932,5229
S01006822,"Fetteresso, Netherley and Catter",Aberdeenshire,939,629,5407,6148,6427.5,6840,6280,291,4153,5051
S01006823,Stonehaven South,Aberdeenshire,717,417,5904,5247,5590,5328,6066,3085,5714,3589
S01006824,Stonehaven South,Aberdeenshire,798,513,2657,2614,2033,3646,2087,4997,2679,5728
S01006825,Stonehaven South,Aberdeenshire,750,450,5123,4708,4836,5869,4190,2752,3549,5458
S01006826,Stonehaven South,Aberdeenshire,890,523,5427,5076,4131,5151,6153,4365,3661,6498
S01006827,Stonehaven South,Aberdeenshire,907,576,4379,3640,3437,4313,4350,5643,4896,3052.5
S01006828,Stonehaven South,Aberdeenshire,840,559,4788,3965,3330,4900,6176,6690,3141,2977
S01006829,Stonehaven South,Aberdeenshire,426,269,6738,6428.5,6929,6941,6913,1587,6928,6974
S01006830,Stonehaven North,Aberdeenshire,757,474,4128,4359,3430,4068,3207,2605,6368,5550.5
S01006831,Stonehaven North,Aberdeenshire,503,291,6746,6066,6301,6413,6251,3545,6928,6714
S01006832,Stonehaven North,Aberdeenshire,982,586,6262,5282,5385,5966,6281,6333,3602,4725
S01006833,Stonehaven North,Aberdeenshire,472,273,6959,6424.5,6954,6322,6930,6110,4965,6289
S01006834,Stonehaven North,Aberdeenshire,495,368,6465,5745,5514,6784,5863,3951,6705,5913
S01006835,Stonehaven North,Aberdeenshire,765,464,3859,3826,3405,3922,4569,6320,482,2434
S01006836,Stonehaven North,Aberdeenshire,535,369,5709,5788,5266,5756,6255,1543,5208,5451
S01006837,Stonehaven North,Aberdeenshire,569,352,5898,5195.5,5322,6194,4491,4295,5330,5775
S01006838,Stonehaven North,Aberdeenshire,591,381,6369,5352,6267,6482,5294,3326,6928,6691.5
S01006839,Newtonhill,Aberdeenshire,990,606,5067,5391,5264,5628,5425,676,5471,4921
S01006840,Newtonhill,Aberdeenshire,1108,658,6213,6796,6839,6811,6180,715,5278,6839
S01006841,Newtonhill,Aberdeenshire,872,599,5481,5622.5,5984.5,6278,6219,550,5731,6599
S01006842,Portlethen,Aberdeenshire,753,458,6626,6417,5957,5461,5822,5251,4211,6781
S01006843,Portlethen,Aberdeenshire,803,550,6879,6655,6425.5,6576,5487,5058,5896,6303
S01006844,Portlethen,Aberdeenshire,597,427,6432,6303,5587,6174,4949,4938,6141,2760
S01006845,Portlethen,Aberdeenshire,895,643,6665,6477,6334,6573,5522,2998,6262,6369
S01006846,Portlethen,Aberdeenshire,532,364,5459,6048.5,4380,4822,4370,4101,4481,3997.5
S01006847,Portlethen,Aberdeenshire,714,460,5955,5641,4814,5125,5779,4485,5708,5223
S01006848,Banchory-Devenick and Findon,Aberdeenshire,1625,1091,5484,6596,5972.5,6650,5097,428,5500,5864
S01006849,Banchory-Devenick and Findon,Aberdeenshire,1988,1266,6121,6263,5923,6652,4991,2064,4889,5436
S01006850,Banchory-Devenick and Findon,Aberdeenshire,911,623,3969,3908,3907,3675,2995,2845,4476,4595
S01006851,Banchory-Devenick and Findon,Aberdeenshire,773,517,4304,3698.5,3456.5,3407,4677,6668,3633,3647
S01006852,Banchory-Devenick and Findon,Aberdeenshire,582,352,5810,6089,6274,6501,5752,686,6468,6679
S01006853,"Dunecht, Durris and Drumoak",Aberdeenshire,929,608,5069,5271,6502,6923,6640,171,4118,5666
S01006854,"Dunecht, Durris and Drumoak",Aberdeenshire,843,523,4829,4729,5040,5405,4707,975,5184,5069
S01006855,"Dunecht, Durris and Drumoak",Aberdeenshire,796,494,5244,6649,6429,6851,6919,74,5066,5236
S01006856,"Dunecht, Durris and Drumoak",Aberdeenshire,715,462,5876,6621,6870,6928,6306,409,4864,5084
S01006857,"Dunecht, Durris and Drumoak",Aberdeenshire,1214,739,5375,6529,6293,6485,5734,293,4631,4451
S01006858,"Dunecht, Durris and Drumoak",Aberdeenshire,611,397,5337,6830,6431,6788,6205,86,6928,5559
S01006859,Banchory East,Aberdeenshire,981,626,6448,6243,6290,6728,6833,1512,6342,6719
S01006860,Banchory East,Aberdeenshire,569,330,4334,3947,4220,4285,2749,3470,6742,3930
S01006861,Banchory East,Aberdeenshire,634,396,6324,6458,6384.5,6769,6644,1117,6196,5936
S01006862,Banchory East,Aberdeenshire,675,399,5943,5912,5120,5338,6203,3052,4172,5688.5
S01006863,Banchory East,Aberdeenshire,656,371,5255,4418,5925.5,5432,5251,1956,3608,4510
S01006864,Banchory East,Aberdeenshire,590,378,5083,4577,5112,5701,5343,1207,6928,4211
S01006865,Banchory West,Aberdeenshire,971,586,6468,6232,6497,6107,6533,6006,843,4564
S01006866,Banchory West,Aberdeenshire,511,275,6886,6508,6277,6693,6926,3748,6713,6904
S01006867,Banchory West,Aberdeenshire,706,381,6898,6486,6710.5,6654,6798,3595,6018,6849
S01006868,Banchory West,Aberdeenshire,821,492,4635,3895,4028.5,4888,5610,2113,5374,5516
S01006869,Crathes and Torphins,Aberdeenshire,498,310,5174,5356,5108.5,5866,4212,1840,3963,3172
S01006870,Crathes and Torphins,Aberdeenshire,476,301,6687,5891,6202,6535,6343,3843,6319,5203
S01006871,Crathes and Torphins,Aberdeenshire,725,419,6456,5530,6248.5,5491,6464,3738,6928,4052
S01006872,Crathes and Torphins,Aberdeenshire,918,569,5848,6648,6860,6951,6454,501,2948,5112
S01006873,Crathes and Torphins,Aberdeenshire,1068,525,5631,6667,5809,6202,6194,460,6212,6015
S01006874,Crathes and Torphins,Aberdeenshire,598,393,5033,5968,5771,5870,5325,329,5772,2682
S01006875,Cromar and Kildrummy,Aberdeenshire,710,403,4986,4865,4284,4825,3805,3493,5389,5481
S01006876,Cromar and Kildrummy,Aberdeenshire,959,603,5307,5634,6349.5,6337,4566,527,6874,3950
S01006877,Cromar and Kildrummy,Aberdeenshire,920,591,4900,5494.5,6534,6291,5576,98,6684,4977.5
S01006878,Cromar and Kildrummy,Aberdeenshire,741,455,3594,3929,3747.5,5203,3532,462,5188,6222
S01006879,Cromar and Kildrummy,Aberdeenshire,748,475,4978,5656,5432,6296,6348,226,5773,5291
S01006880,Howe of Alford,Aberdeenshire,700,454,6004,6599,6774,6927,6641,386,6928,5843
S01006881,Howe of Alford,Aberdeenshire,556,352,5719,6656,6352,6907,6220,328,6063,5841
S01006882,Howe of Alford,Aberdeenshire,392,201,4887,4566.5,3730,5906,2533,6876,6632,3984
S01006883,Howe of Alford,Aberdeenshire,466,297,6023,5323,4316,6085,5330,6804,6689,4843
S01006884,Howe of Alford,Aberdeenshire,835,497,5646,4481,5031,5543,5639,6131,2959,5895
S01006885,Howe of Alford,Aberdeenshire,879,531,5138,4031,4469,5156,5037,3946,5742,6803
S01006886,Howe of Alford,Aberdeenshire,895,554,4700,4905,5084,6524,4946,403,5543,4053
S01006887,Howe of Alford,Aberdeenshire,669,430,5845,5742,5161,6737,5846,1522,6793,6670
S01006888,Howe of Alford,Aberdeenshire,811,537,5525,6234,6259,6623,5810,344,6416,5739
S01006889,Kemnay,Aberdeenshire,794,499,2753,2389,2837,3684,1704,5481,2826,1687
S01006890,Kemnay,Aberdeenshire,618,401,6615,5138,6469,6723,6156,5366,4214,6135
S01006891,Kemnay,Aberdeenshire,1032,607,5509,4466,5448,4591,4865,6027,3440,4556
S01006892,Kemnay,Aberdeenshire,584,382,3249,2748.5,2763,3557,3357,4462,3798,3391
S01006893,Kemnay,Aberdeenshire,526,329,4801,4039,4710,5181,3490,3819,5181,2678
S01006894,Inverurie North,Aberdeenshire,958,536,4745,4181,3550,4442,4646,4186,6873,6212
S01006895,Inverurie North,Aberdeenshire,561,378,2744,3322,3979,3894,422,5521,1856,2118.5
S01006896,Inverurie North,Aberdeenshire,790,500,4381,4044,4053,4584,4256,4841,1105,4116
S01006897,Inverurie North,Aberdeenshire,691,454,5464,5653,3610,5620,5920,3687,5658,5808
S01006898,Inverurie North,Aberdeenshire,813,517,4840,4648.5,4151,5601,4300,2739,3970,3743
S01006899,Inverurie North,Aberdeenshire,598,407,6791,6874,6609,6876,6368,2088,6757,6648
S01006900,Inverurie North,Aberdeenshire,541,357,6301,6072,5829,5892,5746,2882,6040,5510
S01006901,Inverurie North,Aberdeenshire,518,334,3656,3347,3692,3226,2910,3762,4788,2310
S01006902,Inverurie South,Aberdeenshire,643,425,2684,2557,2326,2863,4117,2169,3079,2845
S01006903,Inverurie South,Aberdeenshire,779,508,2309,2262,1807,2713,3392,2896,3071,1717
S01006904,Inverurie South,Aberdeenshire,769,437,4443,3657,4166.5,3915,4402,4591,3220,4313
S01006905,Inverurie South,Aberdeenshire,851,498,4975,5187,4116,4652,5091,3869,1841,5312
S01006906,Inverurie South,Aberdeenshire,777,433,2258,2791,1565,2572,2591,5506,780,2744
S01006907,Inverurie South,Aberdeenshire,712,498,4028,4249,4104,4558,3982,6785,96,2565.5
S01006908,Inverurie South,Aberdeenshire,807,521,4488,3862.5,4279,4776,3543,6805,1270,4015
S01006909,Durno-Chapel of Garioch,Aberdeenshire,1218,793,6153,6063.5,6776,6888,6539,797,5810,6935
S01006910,Durno-Chapel of Garioch,Aberdeenshire,941,624,6172,6603,6376,6814,6510,806,6083,5183
S01006911,Durno-Chapel of Garioch,Aberdeenshire,811,535,6472,6717,6516,6552,4937,2090,6157,5990
S01006912,Durno-Chapel of Garioch,Aberdeenshire,617,417,5372,6725,6714,6878,5393,228,4212,3415
S01006913,Durno-Chapel of Garioch,Aberdeenshire,1209,772,5570,4890,6576,6725,5352,860,5993,6749
S01006914,Durno-Chapel of Garioch,Aberdeenshire,720,477,5789,6917,6808.5,6959,6141,351,4322.5,4267
S01006915,Durno-Chapel of Garioch,Aberdeenshire,849,554,5041,6231,5716,6419,4898,220,6444,5305
S01006916,Kintore,Aberdeenshire,576,377,5076,4650.5,4945,5481,5945,1361,4322.5,6317
S01006917,Kintore,Aberdeenshire,1094,692,6645,6637,6751,6925,6509,1686,5252,6561.5
S01006918,Kintore,Aberdeenshire,493,305,5747,6249,5071,5885,5018,2132,4265,6500
S01006919,Kintore,Aberdeenshire,448,267,5956,5677.5,5386,6226,5626,2352,6928,3325
S01006920,Kintore,Aberdeenshire,464,276,4835,4762,3632,4263,4876,4867,3437,4858
S01006921,Kintore,Aberdeenshire,817,529,6720,6881,6424,6905,6433,2137,5120,6840
S01006922,Kintore,Aberdeenshire,685,410,5449,6161,6798,6832,4570,336,6279,5883
S01006923,Kintore,Aberdeenshire,805,460,5886,6170,5857,5416,6038,1402,4867,6885
S01006924,Kintore,Aberdeenshire,567,376,4990,5605.5,5952,6848,6575,229,2507,6166.5
S01006925,Blackburn,Aberdeenshire,461,277,5273,5007,5499,6405,5416,901,5825,5461
S01006926,Blackburn,Aberdeenshire,766,508,6175,6776.5,6113,6796,6594,760,6380,6958
S01006927,Blackburn,Aberdeenshire,1160,745,5880,5919,6432,6954,6237,612,6462,6878
S01006928,Blackburn,Aberdeenshire,1030,715,4849,5613,5170.5,5672,5421,640,2534,3548
S01006929,Westhill North and South,Aberdeenshire,829,558,6869,6914,6884,6911,6840,2212,6176,6669
S01006930,Westhill North and South,Aberdeenshire,854,553,6897,6957,6583,6809,6653,2855,6660,6916
S01006931,Westhill North and South,Aberdeenshire,395,263,5451,5558,6313,6661,6372,361,6635,5557
S01006932,Westhill North and South,Aberdeenshire,1340,887,5908,6043,6297,6682,6275,779,5445,6421
S01006933,Westhill North and South,Aberdeenshire,532,393,6950,6892,6341,6637,6400,5091,6928,6041
S01006934,Westhill North and South,Aberdeenshire,1093,664,5314,5964,5702,5236,5229,721,5855,5334.5
S01006935,Westhill Central,Aberdeenshire,690,411,6942,6778,6514,6655,5842,5028,6805,6779
S01006936,Westhill Central,Aberdeenshire,570,333,6635,5532,5709,5922,6563,6534,4980,6612
S01006937,Westhill Central,Aberdeenshire,669,441,6703,6349,6155,6675,5120,4069,6928,5618
S01006938,Westhill Central,Aberdeenshire,502,306,5711,5371,5618,4838,4104,3875,6358,4282
S01006939,Westhill Central,Aberdeenshire,589,363,6817,6605,6628,6934,5858,2851,6749,6426
S01006940,Westhill Central,Aberdeenshire,868,574,6851,6444,5995,6298,6526,5018,6230,5988
S01006941,Garlogie and Elrick,Aberdeenshire,627,401,5916,5955.5,5251.5,6255,5547,3529,2155,5799
S01006942,Garlogie and Elrick,Aberdeenshire,1003,666,6145,6224,5922,6300,6441,1267,6553,6745
S01006943,Garlogie and Elrick,Aberdeenshire,666,448,6659,6435,6799,6962,6942,1484,6253.5,6875
S01006944,Garlogie and Elrick,Aberdeenshire,1213,813,5286,4730,5566,6696,4967,1097,6155,5863
S01006945,Garlogie and Elrick,Aberdeenshire,460,313,6835,6697,6787,6808,6502,2521,6286,6468
S01006946,Newmachar and Fintray,Aberdeenshire,743,492,5854,6948,6746,6872,6069,459,3523,5607
S01006947,Newmachar and Fintray,Aberdeenshire,849,580,5279,5293,5830,5910,4737,1033,4751,4892
S01006948,Newmachar and Fintray,Aberdeenshire,853,484,4895,5828,5310,4773,5571,426,4975,5549
S01006949,Newmachar and Fintray,Aberdeenshire,726,467,5552,6807,6579,6863,6043,194,5429,6387
S01006950,Newmachar and Fintray,Aberdeenshire,630,414,3721,3637,4595,5752,4314,259,4254,6290.5
S01006951,Newmachar and Fintray,Aberdeenshire,429,271,5211,5593,5024,5648,5873,702,6928,5673.5
S01006952,Balmedie and Potterton,Aberdeenshire,813,531,4742,5434,5356,4927,5417,414,4646,3874
S01006953,Balmedie and Potterton,Aberdeenshire,791,499,5871,6268,6322.5,6820,5868,618,6401,6367
S01006954,Balmedie and Potterton,Aberdeenshire,820,513,5583,6445,6270,6471,5527,427,5643,6160
S01006955,Balmedie and Potterton,Aberdeenshire,610,389,3708,3780,4517,4608,2717,1027,4184,2348
S01006956,Balmedie and Potterton,Aberdeenshire,1116,739,5461,5537,5367,6468,5803,895,6069,5063
S01006957,Balmedie and Potterton,Aberdeenshire,1116,737,5780,6565,6857,6403,5974,381,5480,6629
S01006958,Ellon East,Aberdeenshire,1270,748,5980,5375,5728,6027,5399,3509,3271,6665.5
S01006959,Ellon East,Aberdeenshire,698,402,3001,2674,2935.5,3787,2382,6921,868,3559
S01006960,Ellon East,Aberdeenshire,1014,658,5817,5794,5242,6459,6446,1252,6563,6578
S01006961,Ellon East,Aberdeenshire,974,635,6376,6870,6360,6684,5693,1235,6699,6806
S01006962,Ellon East,Aberdeenshire,842,520,6661,6344,5881,6113,4806,6132,5416,5692
S01006963,Ellon East,Aberdeenshire,635,417,5761,5726,4639,6135,4130,3833,6524,6789
S01006964,Ellon East,Aberdeenshire,660,469,5567,5718,5610,6175,3731,2318,4684,3923
S01006965,Ellon West,Aberdeenshire,500,308,6081,5767,5127,5563,6816,2872,6352,4769
S01006966,Ellon West,Aberdeenshire,558,368,3326,3304,3157.5,3694,2917,2761,2673,4381
S01006967,Ellon West,Aberdeenshire,604,404,6516,6153,6488,6734,5786,2194,6928,5151
S01006968,Ellon West,Aberdeenshire,474,269,4178,4044,4026,4829,3641,2906,1868,4197
S01006969,Ellon West,Aberdeenshire,841,462,4469,4299,4372.5,3592,4975,1703,5415,5085
S01006970,Ellon West,Aberdeenshire,636,413,6507,6299,5886.5,6884,5987,2681,5532,6846
S01006971,Ellon West,Aberdeenshire,480,284,4158,3191,4603,3808,3142,5734,2943,3379.5
S01006972,Ythanside,Aberdeenshire,639,430,5390,5826,6595,6754,5412,306,6778,4805
S01006973,Ythanside,Aberdeenshire,638,378,5097,6147,5082,6040,6381,423,3527,6147
S01006974,Ythanside,Aberdeenshire,1015,649,5184,5265,5671,6461,5815,448,6374,6029
S01006975,Ythanside,Aberdeenshire,994,681,5062,6167,6468,6519,5473,109,6140,4781
S01006976,Ythanside,Aberdeenshire,453,287,5243,6577,5757,6108,5202,394,5322,3011
S01006977,Ythanside,Aberdeenshire,807,545,4626,4487,6117,6126,5231,444,2102,4758
S01006978,Ythsie,Aberdeenshire,914,572,4404,4214,4695,5216,4685,923,4261,4005
S01006979,Ythsie,Aberdeenshire,968,586,4859,5344,4780,5680,4693,756,5430,4981
S01006980,Ythsie,Aberdeenshire,894,589,5258,5845,6305,6313,5604,345,4644,5350
S01006981,Ythsie,Aberdeenshire,751,508,4804,5215,5172,6165,4669,422,6353,5366
S01006982,Ythsie,Aberdeenshire,875,562,5999,5817,6292,6317,5236,1722,5017,4778
S01006983,Ythsie,Aberdeenshire,750,479,4708,5146,4951,5407,3604,1058,3760,6002
S01006984,Ythsie,Aberdeenshire,874,588,5597,6552,6478,6800,6779,321,3794,4519
S01006985,Barrahill,Aberdeenshire,929,567,6102,5518.5,5427,5383,4542,5876,5598,5622
S01006986,Barrahill,Aberdeenshire,676,429,6122,5048.5,5633,4955,5447,5792,5960.5,5932
S01006987,Barrahill,Aberdeenshire,693,416,5230,5031.5,4419,5242,3650,6546,2747,5033
S01006988,Barrahill,Aberdeenshire,653,430,5460,4974,6149,5573,3869,2210,5242,4851
S01006989,Barrahill,Aberdeenshire,1091,701,5890,6818,5961,6563,6360,574,5848,6237
S01006990,Barrahill,Aberdeenshire,1020,665,6136,5693.5,6632,6772,5469,1400,6162,6544
S01006991,Fyvie-Rothie,Aberdeenshire,426,254,2937,2969,2873,3865,2973,1709,2367,3581
S01006992,Fyvie-Rothie,Aberdeenshire,596,377,4609,5290,5718,6427,5272,91,6752,5207
S01006993,Fyvie-Rothie,Aberdeenshire,562,384,3544,4463,4547,5632,3101,101,6928,3882
S01006994,Fyvie-Rothie,Aberdeenshire,568,388,3527,4612,3350,4739,4179,234,6447,5930
S01006995,Fyvie-Rothie,Aberdeenshire,906,586,5419,6254,6680,6161,4642,366,6678,6043
S01006996,Fyvie-Rothie,Aberdeenshire,870,559,5145,5442,5816,5735,3880,1018,5008,4484
S01006997,"Insch, Oyne and Ythanwells",Aberdeenshire,862,569,5642,6753,6246,6825,5999,341,5228,6037
S01006998,"Insch, Oyne and Ythanwells",Aberdeenshire,1300,819,5283,6168,5262,5999,5467,596,5239,6217
S01006999,"Insch, Oyne and Ythanwells",Aberdeenshire,827,541,4005,5070,5513,5802,4175,53,5143,3819
S01007000,"Insch, Oyne and Ythanwells",Aberdeenshire,990,570,5104,5157,4812.5,6119,4892,1386,3947,5690
S01007001,"Insch, Oyne and Ythanwells",Aberdeenshire,1062,601,4811,3946,3764,4507,5296,5138,4280,5686
S01007002,Clashindarroch,Aberdeenshire,741,422,3456,4196,3590,4573,2826,870,2785,4683.5
S01007003,Clashindarroch,Aberdeenshire,557,341,5026,5664,5938.5,6798,4604,376,4594,3605
S01007004,Clashindarroch,Aberdeenshire,772,501,4349,5213,5505.5,5818,3628,212,5551,5003
