Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population,SIMD2020v2_Rank,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank
S01010087,Baillieston West,Glasgow City,542,298,4382,4184.5,4525,3518,5276,1520,4217,5089
S01010088,Baillieston East,Glasgow City,1916,1339,5520,5604,5981,5393,4689,1335,5667,5292
S01010089,Baillieston East,Glasgow City,694,477,1376,1777,1306,620,2358,3938,1386,452
S01010090,Baillieston East,Glasgow City,1041,701,3329,3185,3729,2116,3601,2686,4266,2841
S01010091,Baillieston East,Glasgow City,963,699,3917,4131,4096,3828,4090,1146,4444,2979
S01010092,Baillieston East,Glasgow City,926,550,543,387,739,286,1063,4265,2013,967
S01010093,Baillieston East,Glasgow City,812,533,3027,3111.5,2773,2448,3524,3874,2932,1306
S01010094,Garrowhill West,Glasgow City,667,426,4364,4299,4017,3292,4816,3549,3468,1852
S01010095,Garrowhill West,Glasgow City,613,396,4993,5577,5142,4205,3600,2011,6505,1832
S01010096,Garrowhill West,Glasgow City,672,472,4050,4629.5,4136,3332,4676,1352,3490,1781
S01010097,Garrowhill West,Glasgow City,727,490,3974,4004,4028.5,3600,3669,2367,3502,2674
S01010098,Garrowhill West,Glasgow City,756,517,4366,4780.5,4118,3529,4367,2475,2432,4518
S01010099,Garrowhill West,Glasgow City,680,438,5603,5133,5545.5,5014,5824,2807,3976,3790
S01010100,Garrowhill East and Swinton,Glasgow City,815,497,3672,3831.5,3589,2559,3572,3181,3444,3623
S01010101,Garrowhill East and Swinton,Glasgow City,675,403,4261,4527,4227,2909,3226,2738,6281,4610
S01010102,Garrowhill East and Swinton,Glasgow City,861,667,4981,4911,5098,4904,4355,1342,6857,5164
S01010103,Garrowhill East and Swinton,Glasgow City,1017,744,4896,4997,5308,5024,4413,1373,3590,3311
S01010104,Garrowhill East and Swinton,Glasgow City,918,695,4863,4079.5,5601,4447,4447,2540,3285,4054
S01010105,Easterhouse East,Glasgow City,424,302,287,436,420,92,455,4031,498,511
S01010106,Easterhouse East,Glasgow City,260,161,1021,1227,915,1071,1209,3924,995,245
S01010107,Easterhouse East,Glasgow City,804,568,639,784,1006,557,202,4118,2469.5,132
S01010108,Easterhouse East,Glasgow City,729,495,599,807,610,217,1428,2049,3306,57
S01010109,Easterhouse East,Glasgow City,907,649,980,1195,1321,744,1377,1028,1571,380
S01010110,Central Easterhouse,Glasgow City,782,499,255,204.5,239,220,639,6319,1365,732
S01010111,Central Easterhouse,Glasgow City,756,494,52,49,95,14,212,5168,1662,281
S01010112,Central Easterhouse,Glasgow City,929,647,139,190,207,50,161,4870,1564,465
S01010113,"Garthamlock, Auchinlea and Gartloch",Glasgow City,674,427,230,254,229,190,372,5917,1164,635
S01010114,"Garthamlock, Auchinlea and Gartloch",Glasgow City,726,483,16,31,41,13,38,6494,335,546
S01010115,"Garthamlock, Auchinlea and Gartloch",Glasgow City,602,435,2406,2224,2845,2191,2118,2529,4809,1854
S01010116,"Garthamlock, Auchinlea and Gartloch",Glasgow City,1182,842,3371,3522,3415,2721,2772,3413,4437,1310
S01010117,"Garthamlock, Auchinlea and Gartloch",Glasgow City,1401,990,5019,5536,5589,5215,4362,1861,1531,2201
S01010118,North Barlanark and Easterhouse South,Glasgow City,868,553,46,90,175,44,19,3078,742,152
S01010119,North Barlanark and Easterhouse South,Glasgow City,542,383,465,647,667,252,384,1326,3074,1107
S01010120,North Barlanark and Easterhouse South,Glasgow City,1019,724,92,71,358,122,22,2721,1476,562
S01010121,North Barlanark and Easterhouse South,Glasgow City,591,405,47,59,144,46,41,2820,2347,449
S01010122,North Barlanark and Easterhouse South,Glasgow City,511,373,5,17,15,9,54,5325,85,447.5
S01010123,Barlanark,Glasgow City,659,408,310,168,451,436,615,1598,3671,881
S01010124,Barlanark,Glasgow City,603,414,2432,2200,2816,2593,2057,2409,5455,1243
S01010125,Barlanark,Glasgow City,516,341,1642,1448,2092,1892,1126,4107,1816,681
S01010126,Barlanark,Glasgow City,678,453,1405,1252,1594,720,1860,3812,3289,2788
S01010127,Barlanark,Glasgow City,639,407,370,408,225,246,1094,3520,4636,876
S01010128,Barlanark,Glasgow City,525,334,85,50,326,37,207,1504,1185,792
S01010129,Barlanark,Glasgow City,707,491,34,25,124,27,104,2034,1278,544
S01010130,Barlanark,Glasgow City,408,249,546,812,960,288,186,3156,1533,1061
S01010131,Greenfield,Glasgow City,922,550,4950,4046,5041,3063,4393,5937,5157,4437
S01010132,Greenfield,Glasgow City,981,616,611,720,584,454,662,5363,1510,429
S01010133,Greenfield,Glasgow City,693,430,105,141,81,109,386,4973,499,605
S01010134,Greenfield,Glasgow City,996,627,817,773,883,316,1403,6156,2039,877
S01010135,Greenfield,Glasgow City,751,455,750,618,701,489,1264,5438,3392,866
S01010136,Greenfield,Glasgow City,817,562,2495,2255,2363,1926,2459,6794,4695,942
S01010137,Shettleston North,Glasgow City,903,552,759,493,680,477,2463,6758,1698,664
S01010138,Shettleston North,Glasgow City,957,668,24,7,1,5,864,4467,323,889
S01010139,Shettleston North,Glasgow City,1033,674,647,623,587,503,796,6830,1818,749
S01010140,Shettleston North,Glasgow City,842,635,1885,2067,2231,1273,1811,6873,375,827
S01010141,Shettleston North,Glasgow City,936,632,120,98,146,88,309,6975,945,491
S01010142,Tollcross,Glasgow City,667,460,333,386,350,64,805,6748,1085,655
S01010143,Tollcross,Glasgow City,755,463,1443,1150,1217,819,2753,6780,4245,1066
S01010144,Tollcross,Glasgow City,808,554,767,945,840,548,748,5714,794,197
S01010145,Tollcross,Glasgow City,892,618,1600,1795,1573,1787,862,6406,2105,565
S01010146,Tollcross,Glasgow City,772,582,398,240,590,141,1536,6639,755,289
S01010147,Old Shettleston and Parkhead North,Glasgow City,992,694,125,138,267,98,55,6941,469,667
S01010148,Old Shettleston and Parkhead North,Glasgow City,1029,672,258,294,783,166,53,4896,492,221
S01010149,Old Shettleston and Parkhead North,Glasgow City,1188,825,1709,1613,2561,578,2136,3380,2363,1718
S01010150,Old Shettleston and Parkhead North,Glasgow City,728,435,116,140,171,86,141,4627,1209,582
S01010151,Old Shettleston and Parkhead North,Glasgow City,622,355,308,193,312,387,430,6024,3745,646
S01010152,Carntyne,Glasgow City,835,534,1949,1681,1948,1302,2937,6092,1454,1002
S01010153,Carntyne,Glasgow City,929,591,589,884,575,56,1547,4464,1935,745
S01010154,Carntyne,Glasgow City,927,519,494,640,278,208,1269,5598,2763,1214
S01010155,Carntyne,Glasgow City,755,453,1394,1222,1621,719,1390,6570,3211,1263
S01010156,"Cranhill, Lightburn and Queenslie South",Glasgow City,515,343,590,719,928,205,337,5401,2133,805
S01010157,"Cranhill, Lightburn and Queenslie South",Glasgow City,591,342,179,106,201,147,561,4470,853,2484
S01010158,"Cranhill, Lightburn and Queenslie South",Glasgow City,953,596,1186,1029,1154,861,2128,6249,797,524
S01010159,"Cranhill, Lightburn and Queenslie South",Glasgow City,724,428,739,746,393,600,2587,5583,1069,1441
S01010160,"Cranhill, Lightburn and Queenslie South",Glasgow City,583,441,83,124,78,143,749,1534,183,109
S01010161,"Cranhill, Lightburn and Queenslie South",Glasgow City,620,472,1520,1747,1668,1383,1803,4121,361.5,1003
S01010162,"Cranhill, Lightburn and Queenslie South",Glasgow City,911,475,175,130,106,1187,343,1498,1462,266
S01010163,"Cranhill, Lightburn and Queenslie South",Glasgow City,688,473,54,105,87,21,175,3467,560,796
S01010164,"Cranhill, Lightburn and Queenslie South",Glasgow City,867,517,699,649,790,401,984,4998,1928,711
S01010165,Craigend and Ruchazie,Glasgow City,633,405,151,221,198,184,201,2727,448,811
S01010166,Craigend and Ruchazie,Glasgow City,1114,700,1473,1614,1928,1106,1227,2218,3292,656
S01010167,Craigend and Ruchazie,Glasgow City,804,418,235,446,188,247,142,4245,2587,187
S01010168,Craigend and Ruchazie,Glasgow City,495,318,1202,767,1380,1417,1233,5296,2572,690
S01010169,Craigend and Ruchazie,Glasgow City,831,546,364,359,631,491,287,2629,1078,99
S01010170,Craigend and Ruchazie,Glasgow City,499,314,419,551,629,329,366,2980,634,424
S01010171,Craigend and Ruchazie,Glasgow City,1181,771,142,233,228,189,23,4743,849,505
S01010172,Riddrie and Hogganfield,Glasgow City,691,430,495,322,311,446,1642,6082,3567,1238
S01010173,Riddrie and Hogganfield,Glasgow City,764,479,1951,1964,1874,1789,1525,5190,2342,1452
S01010174,Riddrie and Hogganfield,Glasgow City,1248,1030,2206,4133,4313,2930,146,4679,299,601
S01010175,Riddrie and Hogganfield,Glasgow City,536,329,1051,1158,842,1492,1151,4293,737,1163
S01010176,Riddrie and Hogganfield,Glasgow City,749,459,1903,1725,2035,1589,1685,5011,2278,1374
S01010177,Riddrie and Hogganfield,Glasgow City,693,430,108,53,151,298,163,5661,1239,861
S01010178,Riddrie and Hogganfield,Glasgow City,1067,668,242,212,522.5,270,198,3168,364,1051
S01010179,Blackhill and Barmulloch East,Glasgow City,815,527,121,219,195,57,48,3630,2162,623
S01010180,Blackhill and Barmulloch East,Glasgow City,784,496,2391,2680,2804,2094,2092,2791,1669,1647.5
S01010181,Blackhill and Barmulloch East,Glasgow City,563,352,169,189,246,55,290,4097,1251,695
S01010182,Blackhill and Barmulloch East,Glasgow City,688,465,3729,3765,3543,3184,3985,2607,3554,2324
S01010183,Blackhill and Barmulloch East,Glasgow City,460,274,482,564,390,340,879,4487,1091,1177
S01010184,Blackhill and Barmulloch East,Glasgow City,585,357,783,696,827.5,851,726,4285,2646,409
S01010185,Blackhill and Barmulloch East,Glasgow City,718,447,565,443,897,675,481,3903,1057,485
S01010186,Robroyston and Millerston,Glasgow City,620,432,4556,4685.5,4681,3542,3789,2378,5510,2081
S01010187,Robroyston and Millerston,Glasgow City,554,414,3215,3644,3321,2622,5259,802,6075,704
S01010188,Robroyston and Millerston,Glasgow City,685,492,3218,3795,3910.5,2424,4719,1240,899,2772
S01010189,Robroyston and Millerston,Glasgow City,1033,747,5695,5297,6061,5671,4681,2437,3929,5315
S01010190,Robroyston and Millerston,Glasgow City,908,682,6035,5759,5726,6525,6332,1885,4284,6038
S01010191,Robroyston and Millerston,Glasgow City,685,478,4230,3721,4097,4860,3940,2575,3994,2490
S01010192,Robroyston and Millerston,Glasgow City,827,576,5554,4877,5927,5353,4754,3839,2535,3668
S01010193,Robroyston and Millerston,Glasgow City,750,449,4552,4506,4556,3499,4995,2426,3000,3253
S01010194,Balornock,Glasgow City,626,400,1338,1646,951,692,2006,4788,4897,674
S01010195,Balornock,Glasgow City,519,358,1401,1087,1465,1042,1653,4124,5589,1894
S01010196,Balornock,Glasgow City,661,416,874,890,1001,504,838,5799,1943,1155
S01010197,Balornock,Glasgow City,569,377,527,508,801,260,530,5808,1113,626
S01010198,Balornock,Glasgow City,1019,637,340,612,434,104,392,4709,277,1170
S01010199,Barmulloch,Glasgow City,720,493,635,610,578,516,682,4521,3472,2014
S01010200,Barmulloch,Glasgow City,658,385,1462,1208,1982,1022,1274,5065,2825,648
S01010201,Barmulloch,Glasgow City,640,391,2364,2507.5,2686,2005,1426,5092,2536,2179.5
S01010202,Barmulloch,Glasgow City,980,634,119,162,172,265,80,4397,415,232
S01010203,Petershill,Glasgow City,843,633,4846,4683,4723.5,4455,3342,3923,5452,1474
S01010204,Petershill,Glasgow City,817,530,159,127,206,264,160,4177,2638,269
S01010205,Petershill,Glasgow City,647,433,320,532,333,93,349,5082,2006,453
S01010206,Petershill,Glasgow City,0,0,4172,6969,6974,3436,811,1682,6928,18
S01010207,Petershill,Glasgow City,288,165,18,5,11,42,526,4626,109,19
S01010208,Petershill,Glasgow City,977,750,1339,1595,1563,649,1427,6321,885,370
S01010209,Springburn,Glasgow City,980,648,130,209,85,131,489,5132,82,955
S01010210,Springburn,Glasgow City,808,534,1639,1639,1495,871,2307,4901,3234,1936
S01010211,Springburn,Glasgow City,838,526,388,351,352,335,813,6553,1047,412
S01010212,Springburn,Glasgow City,946,639,75,73,56,85,871,5984,59,353
S01010213,Springburn,Glasgow City,912,573,1044,947,1245,392,1340,6302,2567.5,1218
S01010214,Springburn East and Cowlairs,Glasgow City,919,601,3461,3323,3529,3297,3533,3419,2276,1440
S01010215,Springburn East and Cowlairs,Glasgow City,1015,651,236,169,264,279,717,6741,250,456
S01010216,Springburn East and Cowlairs,Glasgow City,621,427,106,125,29,369,336,4851,1070,1074
S01010217,Springburn East and Cowlairs,Glasgow City,1025,719,391,232,544,757,831,6305,78,223
S01010218,Springburn East and Cowlairs,Glasgow City,1120,822,502,422,455,427,1395,6627,440,450
S01010219,Cowlairs and Port Dundas,Glasgow City,372,271,2914,2579.5,2786,4035,3073,2790,6614.5,76
S01010220,Cowlairs and Port Dundas,Glasgow City,529,485,6216,5961,6601,6867,5975,2867,2038,2359.5
S01010221,Cowlairs and Port Dundas,Glasgow City,676,454,99,147,149,28,177,5547,1410,233
S01010222,Cowlairs and Port Dundas,Glasgow City,812,583,1273,822,1128,1793,2944,5050,930,403
S01010223,Cowlairs and Port Dundas,Glasgow City,598,413,443,654,491,108,663,4274,1384,1129
S01010224,Cowlairs and Port Dundas,Glasgow City,1007,669,67,33,159,103,131,5694,428,486
S01010225,Sighthill,Glasgow City,853,613,678,845,569,746,1202,5743,164,280
S01010226,Sighthill,Glasgow City,0,0,6058,6969,6974,4559,3517,4634,6928,50
S01010227,Sighthill,Glasgow City,0,0,5090,6969,6974,4823,1774,2053,6879,28
S01010228,"Roystonhill, Blochairn, and Provanmill",Glasgow City,829,519,162,208,134,124,613,3656,580,262
S01010229,"Roystonhill, Blochairn, and Provanmill",Glasgow City,1292,937,990,960,981,580,2327,3047,1339,1025
S01010230,"Roystonhill, Blochairn, and Provanmill",Glasgow City,987,690,84,48,38,173,1149,4891,370,105
S01010231,"Roystonhill, Blochairn, and Provanmill",Glasgow City,907,611,307,211,314,191,1806,3682,963,214
S01010232,"Roystonhill, Blochairn, and Provanmill",Glasgow City,1016,727,1341,1497,1624,865,1415,3876,1360,309
S01010233,"Roystonhill, Blochairn, and Provanmill",Glasgow City,822,517,339,318,421,126,1245,2899,1483,104
S01010234,Dennistoun North,Glasgow City,1147,895,3665,3332,3759,3185,3713,6955,1634,320.5
S01010235,Dennistoun North,Glasgow City,1016,840,4721,4533,6261,3397,2402,5545,5141,122
S01010236,Dennistoun North,Glasgow City,881,706,3012,2900,2988,2383,2709,6192,2876,980
S01010237,Dennistoun North,Glasgow City,616,494,3887,3145,3825,3539,3485,6849,2822,1518
S01010238,Dennistoun North,Glasgow City,883,712,3059,2772,3783,2791,2016,6926,1889,432
S01010239,Alexandra Parade,Glasgow City,833,556,1251,875,1608,929,1070,6772,4510,213
S01010240,Alexandra Parade,Glasgow City,658,526,2860,2524.5,2808,2351,3120,6839,2985,351
S01010241,Alexandra Parade,Glasgow City,1112,847,2023,1926,2586,1298,2123,4513,1361,706
S01010242,Carntyne West and Haghill,Glasgow City,758,606,662,662,879,439,927,4029,1159,115
S01010243,Carntyne West and Haghill,Glasgow City,988,788,855,764,997,1393,1144,4547,288,54
S01010244,Carntyne West and Haghill,Glasgow City,659,472,915,747,1077,1463,1053,6757,345,83
S01010245,Carntyne West and Haghill,Glasgow City,796,554,2,3,7,3,6,3352,515,640
S01010246,Carntyne West and Haghill,Glasgow City,824,580,395,368,493,244,656,3834,2315,246
S01010247,Carntyne West and Haghill,Glasgow City,738,465,1577,1305,1902,926,3148,3668,1606,628
S01010248,Dennistoun,Glasgow City,862,703,4477,4016,4518,3954,3071,6759,2951,1267
S01010249,Dennistoun,Glasgow City,661,564,3715,3399,3889,3212,3428,6854,1720,398
S01010250,Dennistoun,Glasgow City,819,720,4384,4444,5689,4458,1754,6943,1217,813
S01010251,Dennistoun,Glasgow City,758,660,6090,5546,6147,6550,4597,6640,3825,225
S01010252,Dennistoun,Glasgow City,620,482,3172,2998,3095,2730,3715,6728,1218,659
S01010253,Dennistoun,Glasgow City,639,439,137,93,235,66,419,4529,937,593
S01010254,Gallowgate North and Bellgrove,Glasgow City,1078,745,1503,1311,1962,1003,1280,6168,2605,421
S01010255,Gallowgate North and Bellgrove,Glasgow City,757,531,446,201,521,480,1317,5812,1860,299
S01010256,Gallowgate North and Bellgrove,Glasgow City,854,613,415,456.5,279,300,823,6953,2496,461
S01010257,Gallowgate North and Bellgrove,Glasgow City,1732,1633,2267,3565,3537,2205,1066,1795,1275,5
S01010258,Gallowgate North and Bellgrove,Glasgow City,1826,1770,6150,6964,6966,6976,6398,1404,5135,6
S01010259,City Centre East,Glasgow City,1401,1182,1740,1794,1970,1824,1840,2128,2914,110
S01010260,City Centre East,Glasgow City,2544,2361,3550,4327,4694,4866,3172,1689,579,60
S01010261,City Centre East,Glasgow City,2269,2014,3373,3473,4436,3390,3967,1349,2779,71
S01010262,City Centre East,Glasgow City,868,576,275,230,308,182,3229,3160,22,173
S01010263,City Centre East,Glasgow City,713,651,4482,5432,5827,5868,3966,2031,464,17
S01010264,City Centre East,Glasgow City,913,836,1249,2696,2422,3178,72,2196,20,85
S01010265,City Centre East,Glasgow City,1107,1038,5538,6951,6962,6971,6715,2535,137,21
S01010266,City Centre West,Glasgow City,669,555,3668,4246,5920,5572,1508,5309,93,153
S01010267,City Centre West,Glasgow City,1039,988,3207,4553,2883,5542,3295,5897,40,4
S01010268,City Centre West,Glasgow City,843,731,3742,3404,3708,3421,4167,6455,1950,126
S01010269,City Centre West,Glasgow City,589,509,3559,3393,4176,3715,3290,5416,1107,75
S01010270,City Centre West,Glasgow City,1286,928,389,432,369,253,1725,2503,369,569.5
S01010271,City Centre West,Glasgow City,800,672,2198,2507.5,3539,2792,1587,5321,14,101
S01010272,City Centre South,Glasgow City,1342,1076,851,1000,970,1269,735,3787,497,47
S01010273,City Centre South,Glasgow City,800,742,4881,5907,6220,6939,5698,2386,86,31
S01010274,City Centre South,Glasgow City,697,623,4127,6478,6529,6585,2098,1738,3,400
S01010275,City Centre South,Glasgow City,932,871,4943,6233,6255,6231,6065,3615,1,13
S01010276,Anderston,Glasgow City,1255,1050,5982,6925,6891,6920,2850,4432,2421,273
S01010277,Anderston,Glasgow City,623,420,839,887,796,731,777,6327,1911,599
S01010278,Anderston,Glasgow City,612,429,1212,672,1407,1263,1783,5570,3706,159
S01010279,Anderston,Glasgow City,672,550,1506,1224,1459,987,3454,6965,1649,79
S01010280,Anderston,Glasgow City,992,863,4437,3963,4492,4468,4281,6425,1642,191
S01010281,Anderston,Glasgow City,971,840,5274,4501,4864,6321,5719,6730,2427,51
S01010282,Finnieston and Kelvinhaugh,Glasgow City,1006,852,1390,1120.5,1413,1112,2339,4546,3123,138
S01010283,Finnieston and Kelvinhaugh,Glasgow City,727,621,4375,4537,6053,4634,2767,5658,193,1007
S01010284,Finnieston and Kelvinhaugh,Glasgow City,2429,2342,5981,5904,6364,6070,4724,4299,3240,346
S01010285,Finnieston and Kelvinhaugh,Glasgow City,799,669,2940,2560,3108,2955,3259,6966,1341,176
S01010286,Finnieston and Kelvinhaugh,Glasgow City,2420,2308,6347,6357,6828,6895,3066,5488,5368,846
S01010287,Finnieston and Kelvinhaugh,Glasgow City,946,831,5783,5444,5854,5820,6034,6908,1201,209
S01010288,Finnieston and Kelvinhaugh,Glasgow City,1130,1019,6520,5871,6581,6849,6603,6825,2538,150
S01010289,Woodlands,Glasgow City,982,813,6759,6740,6665,6822,6486,4999,2454,1100
S01010290,Woodlands,Glasgow City,625,547,3485,3114,4002,2860,3449,5668,2052,265
S01010291,Woodlands,Glasgow City,1209,1051,4769,3905,4581,4190,6201,6066,2858,116
S01010292,Woodlands,Glasgow City,1078,944,6293,5696,6460,6590,5633,5203,4360,181
S01010293,Woodlands,Glasgow City,969,829,4130,2855,4702,3780,4759,5918,4865,56
S01010294,Woodlands,Glasgow City,731,629,5769,4811,6499.5,6148,4567,6143,3519,127
S01010295,Woodlands,Glasgow City,1077,947,5128,4170,5569,5934,3827,6731,2497,255
S01010296,Woodlands,Glasgow City,703,559,1749,1295.5,2315,2222,1565,6645,859,107
S01010297,Woodside,Glasgow City,1096,829,924,952,577,873,4557,5044,275,185
S01010298,Woodside,Glasgow City,853,626,1322,917,1437,752,2720,6913,2286,322
S01010299,Woodside,Glasgow City,573,387,1014,680,805,813,2730,6801,3253,256
S01010300,Woodside,Glasgow City,1025,743,1457,1483,2066,721,1251,6866,1437,247
S01010301,Firhill,Glasgow City,627,507,4818,4017.5,4682,5469,4263,6201,2192,532
S01010302,Firhill,Glasgow City,822,539,1285,965,1105.5,1730,1781,6081,2521,74
S01010303,Firhill,Glasgow City,632,414,1354,975,1243,2496,1698,6501,1253,78
S01010304,Firhill,Glasgow City,764,569,244,392,419,77,153,5782,952,264
S01010305,Firhill,Glasgow City,822,614,1025,635,1247,640,2788,6142,831,538
S01010306,Firhill,Glasgow City,809,700,4044,3611,3794,3999,5027,6704,1304,202
S01010307,Firhill,Glasgow City,857,716,5939,4949,5911,6465,6481,5765,1901,632
S01010308,Firhill,Glasgow City,1006,833,4763,3969,4486,4568,4295,6431,2758,1098
S01010309,Keppochhill,Glasgow City,318,190,1006,1175,1333,1248,305,4749,2385,157
S01010310,Keppochhill,Glasgow City,713,516,472,464,428,425,818,6010,1100,151
S01010311,Keppochhill,Glasgow City,812,572,167,183,349,150,117,6379,154,369
S01010312,Keppochhill,Glasgow City,814,535,33,13,20,8,788,4028,706,294
S01010313,Keppochhill,Glasgow City,566,394,118,63,116,79,695,5569,1656,354
S01010314,Keppochhill,Glasgow City,1682,1302,803,860,1117,610,569,4799,1020,430
S01010315,Ruchill,Glasgow City,879,623,1805,1098,2425,2176,1480,4925,3491,607
S01010316,Ruchill,Glasgow City,680,496,182,136,212,203,447,3805,708,609
S01010317,Ruchill,Glasgow City,962,803,3133,2837,3598,2373,3386,6198,999,1283
S01010318,Ruchill,Glasgow City,1500,1291,2174,2254,3218,2317,1093,3290,2283,131
S01010319,Ruchill,Glasgow City,815,669,2501,2805,3065,3161,1344,4806,772,1094
S01010320,Ruchill,Glasgow City,759,623,1177,1370,1248,1699,653,6252,525,199
S01010321,Ruchill,Glasgow City,879,610,1356,1298,1908,659,3144,5818,120,154
S01010322,Ruchill,Glasgow City,1082,849,5869,5561,5502.5,5382,6567,4954,2515,665
S01010323,Possil Park,Glasgow City,644,402,12,1,6,1,328,6573,291,241
S01010324,Possil Park,Glasgow City,858,546,448,460,627,198,773,4037,825,600
S01010325,Possil Park,Glasgow City,923,542,428,395,497,251,580,4140,3151,1280
S01010326,Possil Park,Glasgow City,1009,720,14,21,54,33,47,5723,134,395
S01010327,Possil Park,Glasgow City,906,632,790,1030,1140,165,1273,2262,1512,1130
S01010328,Possil Park,Glasgow City,1090,727,1867,1951,2499,1167,1882,3827,738,1026
S01010329,Possil Park,Glasgow City,592,365,1717,1799,1718,2097,1187,2690,3351,1403
S01010330,Milton West,Glasgow City,671,422,70,114,138,82,39,3956,1027,564
S01010331,Milton West,Glasgow City,880,526,183,215,129,181,298,4674,1441,1216
S01010332,Milton West,Glasgow City,694,437,68,81,233,63,152,1642,199,1042
S01010333,Milton West,Glasgow City,1023,675,323,309,340,195,1446,2206,648,935
S01010334,Milton West,Glasgow City,1082,702,1450,1281,1646,1341,1782,2513,2436,1623
S01010335,Milton East,Glasgow City,799,473,430,526,612,153,816,1659,1905,995
S01010336,Milton East,Glasgow City,606,430,48,119,50,68,66,5034,892,630
S01010337,Milton East,Glasgow City,550,343,272,269,351,130,431,4904,1989,1046
S01010338,Milton East,Glasgow City,547,349,122,225,214,81,16,4981,1187,467
S01010339,Milton East,Glasgow City,537,336,1314,1105,1127,1053,1606,5653,4202,1245
S01010340,Summerston Central and West,Glasgow City,768,494,728,473,819,988,1973,1383,2472,556
S01010341,Summerston Central and West,Glasgow City,601,387,2903,2486,2701,2504,3815,4002,3900,1457
S01010342,Summerston Central and West,Glasgow City,636,472,4152,4287,4040,3762,4150,2853,4923,263
S01010343,Summerston Central and West,Glasgow City,848,643,4658,5339,4559,3859,4176,2079,4781,830
S01010344,Summerston Central and West,Glasgow City,690,497,37,58,46,116,123,2029,1628,739
S01010345,Summerston Central and West,Glasgow City,894,644,5150,5185,5494,5832,5749,796,4057,5746
S01010346,Summerston North,Glasgow City,922,608,4069,3704,3833,3252,3964,4379,3300,3267
S01010347,Summerston North,Glasgow City,909,585,486,550,593,421,704,1340,2058,637
S01010348,Summerston North,Glasgow City,998,619,1862,1960,1762,1047,2077,3629,4542,1647.5
S01010349,Summerston North,Glasgow City,834,509,1324,1094,1503,986,1745,4768,2015,512
S01010350,Maryhill East,Glasgow City,931,581,506,350,637,508,1175,1692,2627,592
S01010351,Maryhill East,Glasgow City,946,662,1810,1548,2155,2656,1682,1727,2556,944
S01010352,Maryhill East,Glasgow City,495,334,421,391,400,657,582,3109,2019,389
S01010353,Maryhill East,Glasgow City,1060,725,77,102,58,162,323,3947,388,473
S01010354,Maryhill West,Glasgow City,786,529,781,652,919.5,381,1560,4095,2068,440
S01010355,Maryhill West,Glasgow City,861,612,461,552,509,222,1003,3093,910,371
S01010356,Maryhill West,Glasgow City,816,599,1659,1405,1676,2497,2815,2181,865,839
S01010357,Maryhill West,Glasgow City,564,407,204,273,63,149,1327,3496,1449,596
S01010358,Wyndford,Glasgow City,865,592,128,157,76,218,636,5089,236,34
S01010359,Wyndford,Glasgow City,813,523,135,84,152,404,311,6109,218,168
S01010360,Wyndford,Glasgow City,909,594,501,332,756,486,724,6088,646,254
S01010361,Wyndford,Glasgow City,760,552,103,185,32,297,506,3836,216,88
S01010362,Wyndford,Glasgow City,831,645,21,27,2,87,338,5122,71,92
S01010363,Kelvindale,Glasgow City,766,554,4289,3614,3550,4307,5854,3253,4534,1646
S01010364,Kelvindale,Glasgow City,924,567,6163,5727.5,5842,5787,6763,2647,4147.5,4747
S01010365,Kelvindale,Glasgow City,1011,662,6466,5837,6388,5631,6806,3698,4031,3784
S01010366,Kelvindale,Glasgow City,1065,775,6173,5679,5571,5102,5841,4770,6224,1918
S01010367,Kelvindale,Glasgow City,1596,1231,6829,6375,6716,6677,6345,3970,4392,5519
S01010368,Kelvindale,Glasgow City,810,519,6377,5430,6402,5479,6851,4505,2927,5016
S01010369,North Kelvin,Glasgow City,770,617,3284,2885,2795,3159,4944,4755,2234,950
S01010370,North Kelvin,Glasgow City,705,560,6601,6042,6375,6629,6713,4347,2840,2807
S01010371,North Kelvin,Glasgow City,1217,945,5816,5262,5836,6407,5907,5260,1619,555
S01010372,North Kelvin,Glasgow City,557,384,6641,6127,6707,6704,6868,4300,2020,3142
S01010373,North Kelvin,Glasgow City,870,694,5758,5079,5139,5202,6359,5560,3128,1532
S01010374,Kelvingrove and University,Glasgow City,979,758,6956,6872,6763,6889,6849,6582,5928,743.5
S01010375,Kelvingrove and University,Glasgow City,571,491,5295,5362.5,5819,6513,6287,5294,314,59
S01010376,Kelvingrove and University,Glasgow City,776,704,5934,4990,5679,5878,6239,6906,3113,282
S01010377,Kelvingrove and University,Glasgow City,1030,878,5541,4711.5,5884,6619,4763,6746,2212,66
S01010378,Kelvingrove and University,Glasgow City,786,702,5650,5253,5215,5284,6353,6062,2834,206
S01010379,Kelvingrove and University,Glasgow City,1227,1069,4011,3884,4160,3940,3922,6278,752,537
S01010380,Kelvingrove and University,Glasgow City,967,762,5524,4689,5018,4501,5512,6566,4459,1356
S01010381,Hillhead,Glasgow City,721,672,5036,5127,5478,4735,4909,4961,1637,15
S01010382,Hillhead,Glasgow City,858,750,3861,3310,3741,3430,3853,6803,2647,499
